cpd	dose	replicate_correlation_cellpainting	signature_strength_cellpainting	MAS	replicate_correlation_l1000	signature_strength_l1000	TAS	Metadata_broad_sample	broad_id	moa	median_replicate_score_cellpainting	median_replicate_score_l1000	pass_cellpainting_thresh	pass_l1000_thresh	pass_both	cell_painting_num_reproducible	l1000_num_reproducible	total_reproducible
probucol	1.11 uM	0.0454953907366415	330	0.13690660833067503	0.1308008395650348	163.66666666666666	0.1479503364443578	BRD-K72029282-001-22-0	BRD-K72029282	Atherogenesis inhibitor	0.04549539073664154	0.13080083956503488	FALSE	FALSE	FALSE	1	1	2
procainamide	1.11 uM	0.0674121461327953	320.6	0.16426104361550747	0.0532094522327579	122.5	0.08163812300214739	BRD-K75089421-003-24-5	BRD-K75089421	Sodium channel blocker	0.06741214613279535	0.05320945223275794	FALSE	FALSE	FALSE	0	1	1
prochlorperazine	1.11 uM	0.0428186322583055	304.4	0.1275623353014157	0.0619132510132934	122.5	0.0880623805737698	BRD-K19352500-070-12-4	BRD-K19352500	Dopamine receptor antagonist	0.04281863225830555	0.06191325101329349	FALSE	FALSE	FALSE	2	0	2
progesterone	1.11 uM	0.0843483519665256	342.4	0.18988424002773194	0.01446765245952	229	0.05820326498081946	BRD-A67479912-001-03-4	BRD-A67479912	Progesterone receptor agonist	0.08434835196652563	0.014467652459520069	TRUE	FALSE	FALSE	3	0	3
proglumide	1.11 uM	0.0435250357252935	338	0.13552257978616195	-0.0102332734837232	199.66666666666666	0	BRD-A44863528-001-13-2	BRD-A44863528	CCK receptor antagonist	0.04352503572529351	-0.010233273483723208	FALSE	FALSE	FALSE	0	0	0
proguanil	1.11 uM	0.0424134770751025	337.8	0.13374128861205323	0.020497938042811	182.66666666666666	0.0618750143320315	BRD-K28183345-003-11-4	BRD-K28183345	Dihydrofolate reductase inhibitor	0.042413477075102506	0.020497938042811095	FALSE	FALSE	FALSE	1	0	1
propafenone	1.11 uM	0.0852082457713394	337	0.1893387495431891	0.0438421543462884	199	0.09445023746269839	BRD-A26334849-001-06-2	BRD-A26334849	Antiarrhythmic	0.08520824577133945	0.04384215434628842	TRUE	FALSE	FALSE	3	0	3
propentofylline	1.11 uM	0.0313889667217723	269	0.10267114178775327	0.1236163345836612	220	0.16675537600874357	BRD-K59273480-001-10-6	BRD-K59273480	Adenosine reuptake inhibitor|Phosphodiesterase inhibitor	0.03138896672177235	0.12361633458366121	FALSE	FALSE	FALSE	1	0	1
propranolol	1.11 uM	0.0556660665751351	334.4	0.1524446346059162	-0.0130608266902513	220.33333333333334	0	BRD-A10070317-003-28-3	BRD-A10070317	Adrenergic receptor antagonist	0.05566606657513519	-0.013060826690251366	FALSE	FALSE	FALSE	0	0	0
protirelin	1.11 uM	0.0645492075055806	296.2	0.15449759608145214	-0.0278224420250082	190	0	BRD-A16997652-001-02-3	BRD-A16997652	Thyrotropin releasing hormone receptor agonist	0.06454920750558062	-0.027822442025008262	FALSE	FALSE	FALSE	2	0	2
protriptyline	1.11 uM	-0.0042541352610981	181.5	0	-0.0316379460067953	220	0	BRD-K42098891-003-20-5	BRD-K42098891	Tricyclic antidepressant	-0.004254135261098191	-0.03163794600679534	FALSE	FALSE	FALSE	1	0	1
prx-08066	1.11 uM	0.2079997921862011	425.4	0.33236396801694296	-0.0698269544950108	207.33333333333334	0	BRD-K16757695-050-02-5	BRD-K16757695	serotonin receptor antagonist	0.20799979218620118	-0.06982695449501089	TRUE	FALSE	FALSE	4	0	4
psi-6130	1.11 uM	0.4598482025273894	613.8	0.5936144041489585	0.1123684967926213	210.33333333333334	0.1554557929785868	BRD-K07798980-001-01-9	BRD-K07798980	RNA polymerase inhibitor	0.4598482025273894	0.11236849679262136	TRUE	FALSE	FALSE	6	0	6
pterostilbene	1.11 uM	0.057103846189769	312.4	0.1492354278345246	0.0883840224749591	212.66666666666666	0.13863317387299293	BRD-K53097745-001-01-5	BRD-K53097745	Cyclooxygenase inhibitor|PPAR receptor agonist	0.05710384618976902	0.08838402247495912	FALSE	FALSE	FALSE	1	0	1
pyrazinamide	1.11 uM	0.0322715098956728	312.4	0.11218864358558427	0.1074061128859248	202.66666666666666	0.14918880476254437	BRD-K28667793-001-28-1	BRD-K28667793	Fatty acid synthase inhibitor	0.032271509895672804	0.10740611288592483	FALSE	FALSE	FALSE	0	1	1
pyrazinoylguanidine	1.11 uM	0.5597526548796548	598	0.6464462418430867	0.1173302339510175	224.66666666666666	0.16417418228152386	BRD-K61693562-300-01-7	BRD-K61693562	Diuretic	0.5597526548796548	0.11733023395101756	TRUE	FALSE	FALSE	6	0	6
quercetin	1.11 uM	0.029230283373962	377.2	0.11732379349549207	0.2703557900144188	392.6666666666667	0.3294658670408587	BRD-K97399794-001-15-3	BRD-K97399794	Polar auxin transport inhibitor	0.029230283373962097	0.2703557900144188	FALSE	TRUE	FALSE	2	1	3
quetiapine	1.11 uM	0.0503453912036388	348.8	0.14806480534400998	-0.0177413197385311	248.33333333333334	0	BRD-K68867920-051-11-5	BRD-K68867920	Dopamine receptor antagonist|Serotonin receptor antagonist	0.050345391203638845	-0.017741319738531134	FALSE	FALSE	FALSE	2	0	2
quiflapon	1.11 uM	0.2138870053331091	539.6	0.3795875086870523	0.106766552194236	113.5	0.11131305765150734	BRD-K39503511-001-03-9	BRD-K39503511	Leukotriene inhibitor	0.21388700533310917	0.10676655219423606	TRUE	FALSE	FALSE	5	0	5
quinapril	1.11 uM	0.0696019665256334	347.4	0.17374383532478094	0.1435671042806107	189.33333333333334	0.16671381258678347	BRD-K72222507-003-16-8	BRD-K72222507	Angiotensin converting enzyme inhibitor	0.06960196652563348	0.1435671042806107	FALSE	FALSE	FALSE	1	3	4
quinidine	1.11 uM	0.014349239261397	446.1	0.08939521889723408	0.0406853040200372	523.1666666666666	0.14752627885029126	BRD-K59632282-052-03-1	BRD-K59632282	Sodium channel blocker	0.014349239261397069	0.04068530402003726	FALSE	FALSE	FALSE	0	0	0
quinidine	1.11 uM	0.014349239261397	446.1	0.08939521889723408	0.0406853040200372	523.1666666666666	0.14752627885029126	BRD-K99257182-310-01-6	BRD-K99257182	Sodium channel blocker	0.014349239261397069	0.04068530402003726	FALSE	FALSE	FALSE	0	0	0
quizartinib	1.11 uM	0.3787772959922291	486.4	0.4795926235958137	-0.0369291285595577	172.33333333333334	0	BRD-K93918653-001-08-9	BRD-K93918653	FLT3 inhibitor	0.37877729599222915	-0.03692912855955771	TRUE	FALSE	FALSE	5	0	5
r-428	1.11 uM	0.1636789930604201	291	0.24385221722576242	0.1826395548506264	126	0.15339572809545077	BRD-K14870255-001-02-3	BRD-K14870255	AXL kinase inhibitor	0.1636789930604201	0.18263955485062647	TRUE	TRUE	TRUE	6	3	9
r547	1.11 uM	0.7678417602996255	732.2	0.837788642112774	0.4969052307171995	515	0.5115298377088271	BRD-K52233191-001-02-4	BRD-K52233191	CDK inhibitor	0.7678417602996255	0.49690523071719955	TRUE	TRUE	TRUE	6	4	10
rabeprazole	1.11 uM	0.0394626495558855	347.6	0.130862962057582	0.0221121139012675	219	0.07036679350516079	BRD-A39390670-236-10-7	BRD-A39390670	ATPase inhibitor|Gastrin inhibitor	0.03946264955588556	0.022112113901267598	FALSE	FALSE	FALSE	1	1	2
racecadotril	1.11 uM	0.0563287240699748	335.2	0.15353263512282897	0.0667570190755497	231.66666666666666	0.12575081702091273	BRD-A08187463-001-12-9	BRD-A08187463	Enkephalinase inhibitor	0.05632872406997488	0.06675701907554972	FALSE	FALSE	FALSE	2	1	3
raclopride	1.11 uM	0.0646183464559574	361.8	0.17084251002214992	0.0556307107073409	147	0.09144217430314874	BRD-K04111260-001-10-0	BRD-K04111260	Dopamine receptor antagonist	0.06461834645595749	0.0556307107073409	FALSE	FALSE	FALSE	0	0	0
radezolid	1.11 uM	0.2765407291695854	428	0.3844015925763824	0.114443009061782	194	0.15066975139579428	BRD-K84683831-001-01-0	BRD-K84683831	Bacterial 30S ribosomal subunit inhibitor|Bacterial 50S ribosomal subunit inhibitor	0.2765407291695854	0.114443009061782	TRUE	FALSE	FALSE	5	2	7
raf265	1.11 uM	0.3283016825912746	512.4	0.45827361839088016	0.1321405720572463	330	0.21115707326506583	BRD-K93123848-001-04-1	BRD-K93123848	RAF inhibitor|VEGFR inhibitor	0.3283016825912746	0.13214057205724636	TRUE	FALSE	FALSE	5	4	9
raloxifene	1.11 uM	0.1290995591545481	330.8	0.2309026259747885	-0.0581567263660793	177	0	BRD-K63828191-003-32-1	BRD-K63828191	Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM)	0.1290995591545481	-0.058156726366079374	TRUE	FALSE	FALSE	4	0	4
raltegravir	1.11 uM	0.069467856575789	304.25	0.1624392534615581	0.0951245029397401	259.5	0.15887130170030533	BRD-K05658747-001-02-9	BRD-K05658747	HIV integrase inhibitor	0.069467856575789	0.09512450293974015	FALSE	FALSE	FALSE	2	2	4
ramatroban	1.11 uM	0.0584845237094529	311.4	0.150786869467801	-0.0076805088183928	220	0	BRD-K08586861-001-01-1	BRD-K08586861	Prostanoid receptor antagonist	0.05848452370945296	-0.007680508818392833	FALSE	FALSE	FALSE	0	0	0
ramelteon	1.11 uM	0.0394123422716616	339.8	0.12930387857145367	-0.0011366193225908	188.33333333333334	0	BRD-K28761891-001-10-1	BRD-K28761891	Melatonin receptor agonist	0.03941234227166167	-0.0011366193225908563	FALSE	FALSE	FALSE	1	0	1
ramipril	1.11 uM	0.0384102711386328	310.8	0.12208095935305857	-0.0281459191212084	186	0	BRD-K89348303-001-14-7	BRD-K89348303	Angiotensin converting enzyme inhibitor	0.03841027113863282	-0.028145919121208483	FALSE	FALSE	FALSE	1	0	1
ranitidine	1.11 uM	0.0603378024975015	286	0.1467781816197737	0.0132246786997125	351.3333333333333	0.06892595868767185	BRD-K70505054-003-12-4	BRD-K70505054	Histamine receptor antagonist	0.060337802497501564	0.013224678699712503	FALSE	FALSE	FALSE	0	3	3
ranolazine	1.11 uM	0.064877016260846	342	0.1664340682602711	-0.0057867696214612	212	0	BRD-A97674275-001-11-8	BRD-A97674275	Sodium channel blocker	0.06487701626084602	-0.005786769621461294	FALSE	FALSE	FALSE	0	0	0
rasagiline	1.11 uM	0.0592191571632716	275.6	0.14274288153865894	0.0457988667341949	168	0.08869774513002034	BRD-K58114536-001-01-6	BRD-K58114536	Monoamine oxidase inhibitor	0.0592191571632716	0.045798866734194955	FALSE	FALSE	FALSE	0	1	1
rebamipide	1.11 uM	0.059080050342309	387.8	0.16912510244811882	-0.0311489798414155	242	0	BRD-A15909516-001-06-6	BRD-A15909516	Free radical scavenger	0.05908005034230902	-0.031148979841415587	FALSE	FALSE	FALSE	4	0	4
reboxetine	1.11 uM	-0.0112430767650162	219	0	0.0279851216381447	160	0.06766345400794606	BRD-M39350793-334-01-1	BRD-M39350793	Adrenergic receptor antagonist	-0.011243076765016298	0.02798512163814479	FALSE	FALSE	FALSE	0	0	0
refametinib	1.11 uM	0.465087456919499	504	0.5409614577175204	0.3201438557405879	450	0.38380392793112805	BRD-K85751432-001-03-3	BRD-K85751432	MEK inhibitor	0.46508745691949904	0.3201438557405879	TRUE	TRUE	TRUE	6	3	9
regadenoson	1.11 uM	0.0861906096182764	318.4	0.18509736986963965	-0.0324222445676888	137.5	0	BRD-A78341343-001-01-6	BRD-A78341343	Adenosine receptor agonist	0.0861906096182764	-0.032422244567688885	TRUE	FALSE	FALSE	2	0	2
regorafenib	1.11 uM	0.1721297995647585	341.4	0.270859162862598	-0.0087031853910665	209.33333333333334	0	BRD-K16730910-001-07-3	BRD-K16730910	FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	0.1721297995647585	-0.00870318539106655	TRUE	FALSE	FALSE	5	2	7
relcovaptan	1.11 uM	0.0671241955971494	347	0.1705249875415433	-0.0227313860590087	293.3333333333333	0	BRD-K96720755-001-02-6	BRD-K96720755	Vasopressin receptor antagonist	0.06712419559714945	-0.022731386059008728	FALSE	FALSE	FALSE	0	0	0
repaglinide	1.11 uM	0.0212958124352041	283.4	0.08680220778341964	0.2903508414373955	238	0.26581567998919614	BRD-K82846253-001-15-4	BRD-K82846253	Insulin secretagogue	0.021295812435204127	0.29035084143739553	FALSE	TRUE	FALSE	1	4	5
reparixin	1.11 uM	0.0387142163318296	307.2	0.12185113642110063	0.0253763619272472	175.66666666666666	0.06751339268702847	BRD-K58486055-001-02-7	BRD-K58486055	CC chemokine receptor antagonist	0.0387142163318296	0.025376361927247286	FALSE	FALSE	FALSE	4	0	4
resatorvid	1.11 uM	0.3671889914726293	505	0.4811430946404583	0.1340738529826128	239.66666666666666	0.1812618614171118	BRD-K61567297-001-01-9	BRD-K61567297	Toll-like receptor antagonist	0.3671889914726293	0.13407385298261282	TRUE	FALSE	FALSE	6	0	6
reserpine	1.11 uM	0.0505215892852139	322.8	0.1426885113192568	0.0062682749869351	153	0.03131484802046885	BRD-K95921201-001-14-6	BRD-K95921201	Vesicular monoamine transporter inhibitor	0.05052158928521393	0.00626827498693518	FALSE	FALSE	FALSE	1	0	1
resiquimod	1.11 uM	0.0589489175002568	329	0.15560358841001393	-0.025765400468472	180.33333333333334	0	BRD-K76210423-001-01-6	BRD-K76210423	Toll-like receptor agonist	0.05894891750025685	-0.02576540046847205	FALSE	FALSE	FALSE	0	0	0
resminostat	1.11 uM	0.3068020842089533	495	0.4354271392693323	0.4117054839952456	326.3333333333333	0.3706419884235986	BRD-K28822270-001-01-1	BRD-K28822270	HDAC inhibitor	0.3068020842089533	0.41170548399524565	TRUE	TRUE	TRUE	4	3	7
resveratrol	1.11 uM	0.0637862740153361	305.8	0.15605083598973718	-0.0251462679230554	177.66666666666666	0	BRD-K80738081-001-26-0	BRD-K80738081	Cytochrome P450 inhibitor|SIRT activator	0.06378627401533618	-0.02514626792305542	FALSE	FALSE	FALSE	2	1	3
retapamulin	1.11 uM	0.0846581930006444	340.6	0.18973198962001084	0.0350133712859008	186.66666666666666	0.08174871284516966	BRD-K17930269-001-01-8	BRD-K17930269	Protein synthesis inhibitor	0.08465819300064445	0.03501337128590086	TRUE	FALSE	FALSE	3	0	3
retigabine	1.11 uM	0.0691472746037527	315.6	0.16505921407480317	0.0219163985649225	190.66666666666666	0.06536609706814518	BRD-K89917372-001-01-2	BRD-K89917372	Potassium channel activator	0.06914727460375279	0.02191639856492257	FALSE	FALSE	FALSE	0	0	0
rg-7388	1.11 uM	0.6602471466464924	678.2	0.7476802367316293	0.5079759272102882	428.6666666666667	0.4718587310083142	BRD-K62627508-001-01-5	BRD-K62627508	MDM inhibitor	0.6602471466464924	0.5079759272102882	TRUE	TRUE	TRUE	6	3	9
rg2833	1.11 uM	0.2292303650984897	416.75	0.34534853598120846	0.1106247736907603	312.75	0.18808554913996312	BRD-K02389548-001-02-5	BRD-K02389548	HDAC inhibitor	0.22923036509848974	0.11062477369076038	TRUE	FALSE	FALSE	6	2	8
rg4733	1.11 uM	0.2741279409155015	353	0.347574371896097	0.1524997862182189	215.66666666666666	0.1833819991953908	BRD-K22024824-001-03-7	BRD-K22024824	Gamma secretase inhibitor	0.2741279409155015	0.1524997862182189	TRUE	TRUE	TRUE	6	1	7
ribavirin	1.11 uM	0.0385236347333912	322.2	0.12448302638934151	0.0108377047993953	238.33333333333334	0.05139153915828771	BRD-K94397152-001-01-6	BRD-K94397152	Antiviral	0.038523634733391245	0.010837704799395331	FALSE	FALSE	FALSE	1	0	1
rifabutin	1.11 uM	0.0719168487956139	350	0.17726912004612835	0.0448736326268088	185	0.09213232923321905	BRD-K30563334-001-02-9	BRD-K30563334	Protein synthesis inhibitor	0.07191684879561397	0.044873632626808845	FALSE	FALSE	FALSE	1	1	2
rifaximin	1.11 uM	0.0468509204516797	336.8	0.140355309817316	0.0045585622220512	248	0.03399932982421272	BRD-A62879835-001-04-2	BRD-A62879835	RNA synthesis inhibitor	0.04685092045167979	0.004558562222051228	FALSE	FALSE	FALSE	3	0	3
rilmenidine	1.11 uM	0.0986825539148383	333.6	0.2027295018462755	0.0861265790233636	156	0.11720913757086979	BRD-K01638814-051-10-1	BRD-K01638814	Adrenergic receptor agonist|Imidazoline receptor agonist	0.09868255391483838	0.08612657902336367	TRUE	FALSE	FALSE	5	0	5
rilpivirine	1.11 uM	0.0823170421324964	311	0.17877583486057436	-0.0092675634130985	179	0	BRD-K06240250-001-01-6	BRD-K06240250	Non-nucleoside reverse transcriptase inhibitor	0.08231704213249647	-0.00926756341309858	TRUE	FALSE	FALSE	5	0	5
rimantadine	1.11 uM	0.2182609254018511	407.2	0.333100759357715	0.1471604201901971	265.3333333333333	0.19981219409177683	BRD-A75479906-001-02-4	BRD-A75479906	Antiviral|RNA synthesis inhibitor	0.21826092540185119	0.14716042019019712	TRUE	FALSE	FALSE	3	1	4
rimcazole	1.11 uM	0.0438276266263181	285.6	0.12500771593901794	-0.0144321645426263	173	0	BRD-K70490179-300-01-2	BRD-K70490179	Sigma receptor antagonist	0.0438276266263181	-0.014432164542626386	FALSE	FALSE	FALSE	1	2	3
rimexolone	1.11 uM	0.5672539274472994	525	0.609750477925706	0.2869225877171628	334	0.31303015446573007	BRD-K31627533-001-09-5	BRD-K31627533	Glucocorticoid receptor agonist	0.5672539274472994	0.2869225877171628	TRUE	TRUE	TRUE	6	5	11
rimonabant	1.11 uM	0.1328178850626243	349.2	0.24062965017668814	-0.0541073474883694	234.66666666666666	0	BRD-K13296708-001-05-8	BRD-K13296708	Cannabinoid receptor antagonist	0.13281788506262432	-0.05410734748836941	TRUE	FALSE	FALSE	3	0	3
riociguat	1.11 uM	0.0431346960314569	287.6	0.12444904085045416	0.0712349672456403	201.33333333333334	0.12109745861951815	BRD-K84783599-001-01-0	BRD-K84783599	Guanylate cyclase stimulant	0.043134696031456934	0.07123496724564038	FALSE	FALSE	FALSE	0	1	1
ripasudil	1.11 uM	0.1522808148168903	318.4	0.24603271972068247	-0.0191098387821418	419.6666666666667	0	BRD-K53814070-310-01-3	BRD-K53814070	Rho associated kinase inhibitor	0.15228081481689035	-0.019109838782141873	TRUE	FALSE	FALSE	4	1	5
risperidone	1.11 uM	0.0972337298140416	291.4	0.18807756278391166	0.1555157926145431	174.33333333333334	0.16649762341158572	BRD-K53857191-001-22-7	BRD-K53857191	Dopamine receptor antagonist|Serotonin receptor antagonist	0.09723372981404167	0.15551579261454318	TRUE	TRUE	TRUE	3	1	4
ritodrine	1.11 uM	0.1111807326253654	339.8	0.21717518241687217	3.391020122324e-4	203.33333333333334	0.008396533908959666	BRD-A59174698-003-18-5	BRD-A59174698	Adrenergic receptor agonist	0.11118073262536543	3.391020122324458e-4	TRUE	FALSE	FALSE	5	0	5
rivaroxaban	1.11 uM	0.4584185603407212	514.2	0.5424764315714421	-0.1074409034027671	372.6666666666667	0	BRD-A50033377-001-02-8	BRD-A50033377	Coagulation factor inhibitor	0.45841856034072126	-0.10744090340276717	TRUE	FALSE	FALSE	6	0	6
rizatriptan	1.11 uM	0.3088430725620406	472.6	0.42687383209838775	0.0727560166043575	144.5	0.10368094641553639	BRD-K75699339-057-08-1	BRD-K75699339	Serotonin receptor agonist	0.3088430725620406	0.07275601660435753	TRUE	FALSE	FALSE	4	2	6
ro-4987655	1.11 uM	0.6562859587921581	608.8	0.7062648950735947	0.4280419264926756	541.6666666666666	0.486900009383754	BRD-K64538373-001-01-4	BRD-K64538373	MEK inhibitor	0.6562859587921581	0.42804192649267564	TRUE	TRUE	TRUE	6	6	12
rociletinib	1.11 uM	0.1314565645810567	404.4	0.2576205212701422	0.0182337757376213	187.66666666666666	0.05915104848814052	BRD-K33610132-001-02-9	BRD-K33610132	EGFR inhibitor	0.1314565645810567	0.018233775737621312	TRUE	FALSE	FALSE	3	3	6
rocuronium	1.11 uM	0.0097068891441807	274.6	0.05768648053222507	0.0686529995022764	198	0.11789433200483293	BRD-K58951486-004-01-5	BRD-K58951486	Acetylcholine receptor antagonist	0.009706889144180747	0.06865299950227649	FALSE	FALSE	FALSE	0	0	0
roflumilast	1.11 uM	0.2925431272007248	547.75	0.44727011883898354	0.0655934814039501	274.25	0.13562327633137372	BRD-K03194791-001-04-8	BRD-K03194791	Phosphodiesterase inhibitor	0.2925431272007248	0.06559348140395016	TRUE	FALSE	FALSE	4	0	4
rolipram	1.11 uM	0.0634545658326094	406.4	0.1794287493626461	-3.928104973734e-4	154.33333333333334	0	BRD-A34255068-001-34-5	BRD-A34255068	Phosphodiesterase inhibitor	0.06345456583260949	-3.9281049737347964e-4	FALSE	FALSE	FALSE	0	0	0
romidepsin	1.11 uM	0.7137078301437418	758.2	0.8219319502581478	0.7090477102987663	658.3333333333334	0.6908618714124612	BRD-K61397605-001-03-4	BRD-K61397605	HDAC inhibitor	0.7137078301437418	0.7090477102987663	TRUE	TRUE	TRUE	6	6	12
ropinirole	1.11 uM	0.0696253163906712	337.2	0.1712028995596916	0.009767288669845	207.66666666666666	0.04554083406032248	BRD-K15933101-003-06-1	BRD-K15933101	Dopamine receptor agonist	0.06962531639067127	0.009767288669845083	FALSE	FALSE	FALSE	0	0	0
roquinimex	1.11 uM	0.2430545476197147	561.75	0.4128641352358102	0.0797437004557273	236	0.13871862219143774	BRD-K03384561-001-02-7	BRD-K03384561	Angiogenesis inhibitor|TNF production inhibitor	0.24305454761971473	0.07974370045572739	TRUE	FALSE	FALSE	4	0	4
roscovitine	1.11 uM	0.0581012940495203	415.2	0.17354228722384188	0.0522139327999171	230	0.11081222969270701	BRD-K07691486-001-15-5	BRD-K07691486	CDK inhibitor	0.05810129404952039	0.0522139327999171	FALSE	FALSE	FALSE	2	2	4
rosiglitazone	1.11 uM	0.4310560443460637	593.2	0.565003558047954	0.0798101420531546	201.33333333333334	0.128179170411462	BRD-A97437073-050-14-5	BRD-A97437073	PPAR receptor agonist|Insulin sensitizer	0.4310560443460637	0.07981014205315468	TRUE	FALSE	FALSE	6	1	7
rosuvastatin	1.11 uM	0.0602841678575097	293.6	0.14864948290440294	0.1386979710643303	207	0.17133685834914023	BRD-K82941592-238-04-5	BRD-K82941592	HMGCR inhibitor	0.060284167857509785	0.13869797106433032	FALSE	FALSE	FALSE	0	2	2
rotigotine	1.11 uM	0.053970656224607	319.8	0.14679180846354015	0.1713378617993071	455.3333333333333	0.2824372448517228	BRD-K91111634-001-01-2	BRD-K91111634	Dopamine receptor agonist	0.05397065622460702	0.1713378617993071	FALSE	TRUE	FALSE	0	1	1
rottlerin	1.11 uM	0.0619277298327215	336.75	0.16135414412613597	0.0732939317768948	241	0.13439190302013687	BRD-K03816923-001-05-4	BRD-K03816923	MAP kinase inhibitor|Protein kinase inhibitor	0.06192772983272156	0.07329393177689482	FALSE	FALSE	FALSE	4	0	4
rotundine	1.11 uM	0.2892103075644223	537.2	0.4404114765689497	0.047853031369296	154	0.086805183652053	BRD-K35719256-001-02-6	BRD-K35719256	Serotonin receptor agonist	0.2892103075644223	0.04785303136929604	TRUE	FALSE	FALSE	4	1	5
roxithromycin	1.11 uM	0.1044161949993929	352.6	0.21439212431260932	0.0324829696767156	233	0.08797036551747907	BRD-K58211978-001-01-5	BRD-K58211978	Bacterial 50S ribosomal subunit inhibitor	0.1044161949993929	0.03248296967671561	TRUE	FALSE	FALSE	5	0	5
rs-127445	1.11 uM	0.0230860465876507	368.2	0.10301498838604028	0.0954864285543372	240	0.15307596939419435	BRD-K90825648-001-02-0	BRD-K90825648	serotonin receptor antagonist	0.023086046587650726	0.09548642855433723	FALSE	FALSE	FALSE	0	0	0
ru-58841	1.11 uM	0.0022557720866373	294	0.028774316503201683	-0.017668564601292	164	0	BRD-K62762455-001-01-3	BRD-K62762455	androgen receptor antagonist	0.0022557720866373393	-0.01766856460129209	FALSE	FALSE	FALSE	0	0	0
rucinol	1.11 uM	0.0812883288034595	291.8	0.17208399636168117	0.0929732350486895	174	0.12861279254971317	BRD-K61036791-001-01-6	BRD-K61036791	Tyrosinase inhibitor	0.08128832880345951	0.09297323504868955	TRUE	FALSE	FALSE	2	0	2
rupatadine	1.11 uM	0.0302180877394528	357.4	0.11611665191322094	0.3326841096496354	592.6666666666666	0.4490056980602926	BRD-K98004573-051-02-8	BRD-K98004573	Histamine receptor antagonist|Platelet activating factor receptor antagonist	0.030218087739452865	0.33268410964963546	FALSE	TRUE	FALSE	1	3	4
rutin	1.11 uM	0.0522876913521439	312.8	0.14289493907822823	0.0614661858680601	180.5	0.10650924549279574	BRD-A76747559-001-03-1	BRD-A76747559	Antioxidant|Capillary stabilizing agent|Nitric oxide scavenger	0.052287691352143985	0.06146618586806014	FALSE	FALSE	FALSE	0	0	0
s18986	1.11 uM	0.0177474268448728	274.5	0.07798707172955523	0.0190124189070904	313.25	0.0780359640140186	BRD-K02501528-001-01-1	BRD-K02501528	Glutamate receptor modulator	0.017747426844872835	0.0190124189070904	FALSE	FALSE	FALSE	0	0	0
safinamide	1.11 uM	0.093843329410556	365.6	0.20696101194438238	0.0095309676738536	310.3333333333333	0.05499374353817691	BRD-K92613113-066-02-7	BRD-K92613113	Dopamine uptake inhibitor|Glutamate inhibitor|Monoamine oxidase inhibitor	0.09384332941055601	0.00953096767385366	TRUE	FALSE	FALSE	2	0	2
salvinorin-a	1.11 uM	0.0674088888266225	323	0.1648707400135272	0.0972986126753534	218	0.14726927316044433	BRD-K19284129-001-02-6	BRD-K19284129	Opioid receptor agonist	0.06740888882662258	0.09729861267535347	FALSE	FALSE	FALSE	2	0	2
saquinavir	1.11 uM	0.0834043986475758	327.8	0.18474925436144607	0.0370546933028746	195	0.0859546724727534	BRD-A26690767-066-01-9	BRD-A26690767	HIV protease inhibitor	0.08340439864757582	0.03705469330287469	TRUE	FALSE	FALSE	3	0	3
saracatinib	1.11 uM	0.4276731042244576	447.6	0.48886027794186476	0.2502572518175817	220.66666666666666	0.2376250796835809	BRD-K19540840-001-09-4	BRD-K19540840	Src inhibitor	0.4276731042244576	0.25025725181758174	TRUE	TRUE	TRUE	6	3	9
sarcosine	1.11 uM	0.0452637484005342	285	0.12690578796460256	-0.006962073081504	216	0	BRD-K51263939-001-08-6	BRD-K51263939	GlyT-1 inhibitor	0.045263748400534244	-0.00696207308150406	FALSE	FALSE	FALSE	0	0	0
sasapyrine	1.11 uM	0.0459082864001046	346.2	0.14086166415710444	0.0385169738141855	205.33333333333334	0.08992622870201951	BRD-K48892307-001-04-1	BRD-K48892307	NFkB pathway inhibitor	0.04590828640010461	0.038516973814185514	FALSE	FALSE	FALSE	0	0	0
saxagliptin	1.11 uM	0.5335806317539484	605.4	0.6350456985766454	0.11190532959401191	242	0.16640395376916717	BRD-A82156122-001-01-9	BRD-A82156122	Dipeptidyl peptidase inhibitor	0.5335806317539484	0.11190532959401198	TRUE	FALSE	FALSE	2	1	3
sb-683698	1.11 uM	0.0663260972101581	290.2	0.15501533656310473	0.0827949189163455	223.66666666666666	0.1376046303190086	BRD-K24968862-001-01-0	BRD-K24968862	integrin antagonist	0.06632609721015813	0.08279491891634554	FALSE	FALSE	FALSE	1	0	1
sb-705498	1.11 uM	0.0468130469705885	334	0.13971416195721334	0.0109912771182112	236.66666666666666	0.05157309540555305	BRD-K65991129-001-02-9	BRD-K65991129	TRPV antagonist	0.04681304697058851	0.010991277118211205	FALSE	FALSE	FALSE	2	1	3
sb-743921	1.11 uM	0.4572118393155687	704	0.6339117552592637	0.4963722491938308	420.3333333333333	0.4618822100370156	BRD-K68532323-003-02-8	BRD-K68532323	kinesin-like spindle protein inhibitor	0.45721183931556875	0.4963722491938308	TRUE	TRUE	TRUE	6	6	12
