moa	no_of_replicates	dose	matching_score	assay	p_value	pass_thresh	neg_log_10_p_val
coagulation factor inhibitor	24	All	-0.0010013409462776195	Cell Painting	1	FALSE	-0
oxidative stress inducer	12	All	-0.0010858447237126164	Cell Painting	0.977	FALSE	0.010105436281226938
hiv protease inhibitor	30	All	-0.0011798838733253088	Cell Painting	1	FALSE	-0
sodium/glucose cotransporter inhibitor	12	All	-0.0016523496695807459	Cell Painting	0.985	FALSE	0.006563769502388274
dopamine receptor agonist	54	All	-0.00177781341016057	Cell Painting	1	FALSE	-0
cannabinoid receptor antagonist	12	All	-0.0019004982547389808	Cell Painting	0.993	FALSE	0.0030507515046188267
chelating agent	24	All	-0.0023684239242376635	Cell Painting	1	FALSE	-0
histamine receptor modulator	12	All	-0.0026019542389364987	Cell Painting	0.996	FALSE	0.00174066157630127
glutamate receptor antagonist	30	All	-0.0026169484937338477	Cell Painting	1	FALSE	-0
glutamate receptor agonist	24	All	-0.0026370991302056704	Cell Painting	1	FALSE	-0
glucosidase inhibitor	18	All	-0.002724282880397987	Cell Painting	1	FALSE	-0
ampk activator	6	All	-0.0028039044828104247	Cell Painting	0.915	FALSE	0.038578905933551705
dopamine uptake inhibitor	12	All	-0.0034411628214761785	Cell Painting	0.999	FALSE	4.345117740176917e-4
prostanoid receptor antagonist	18	All	-0.003470670726270572	Cell Painting	1	FALSE	-0
dopamine reuptake inhibitor	12	All	-0.003631711883387725	Cell Painting	0.999	FALSE	4.345117740176917e-4
lipase inhibitor	12	All	-0.004655790158831569	Cell Painting	0.999	FALSE	4.345117740176917e-4
nitric oxide synthase inhibitor	24	All	-0.004729554266595571	Cell Painting	1	FALSE	-0
vasopressin receptor antagonist	24	All	-0.004959726141266051	Cell Painting	1	FALSE	-0
integrin antagonist	30	All	-0.005018283992063452	Cell Painting	1	FALSE	-0
beta-secretase inhibitor	12	All	-0.0053468711632740935	Cell Painting	0.999	FALSE	4.345117740176917e-4
o6-alkylguanine-dna alkyltransferase inhibitor	12	All	-0.0071977645789191285	Cell Painting	1	FALSE	-0
glutamate receptor modulator	18	All	-0.008700711726095907	Cell Painting	1	FALSE	-0
rna synthesis inhibitor	12	All	-0.008760157238451041	Cell Painting	1	FALSE	-0
nitric oxide stimulant	12	All	-0.008815579997831093	Cell Painting	1	FALSE	-0
sodium/potassium/chloride transporter inhibitor	12	All	-0.00905100153035179	Cell Painting	1	FALSE	-0
alcohol dehydrogenase inhibitor	12	All	-0.009154683471833177	Cell Painting	1	FALSE	-0
gonadotropin releasing factor hormone receptor agonist	12	All	-0.009428170189853997	Cell Painting	1	FALSE	-0
acetylcholine release stimulant	12	All	-0.010061965480098896	Cell Painting	1	FALSE	-0
potassium channel blocker	24	All	-0.010224668909857067	Cell Painting	1	FALSE	-0
xanthine oxidase inhibitor	18	All	-0.01036695877572177	Cell Painting	1	FALSE	-0
endothelin receptor antagonist	24	All	-0.010413199537137076	Cell Painting	1	FALSE	-0
insulin secretagogue	24	All	-0.010868369931570851	Cell Painting	1	FALSE	-0
opioid receptor antagonist	24	All	-0.011961773941592431	Cell Painting	1	FALSE	-0
c-met inhibitor	12	All	-0.012273077034636808	Cell Painting	1	FALSE	-0
dna directed dna polymerase inhibitor	12	All	-0.013052167296483955	Cell Painting	1	FALSE	-0
angiogenesis inhibitor	12	All	-0.016143060137861476	Cell Painting	1	FALSE	-0
diuretic	12	All	-0.016881685080811056	Cell Painting	1	FALSE	-0
5 alpha reductase inhibitor	12	All	-0.0184115223431441	Cell Painting	1	FALSE	-0
calmodulin antagonist	12	All	-0.020437699214259877	Cell Painting	1	FALSE	-0
dna alkylating drug	12	All	-0.02118265939034815	Cell Painting	1	FALSE	-0
calcium channel activator	12	All	-0.022324305688267262	Cell Painting	1	FALSE	-0
tumor necrosis factor release inhibitor	12	All	-0.024107611881708506	Cell Painting	1	FALSE	-0
reverse transcriptase inhibitor	18	All	-0.024336262846669177	Cell Painting	1	FALSE	-0
bacterial antifolate	12	All	-0.025588904476275785	Cell Painting	1	FALSE	-0
immunostimulant	12	All	-0.027693758667135793	Cell Painting	1	FALSE	-0
membrane permeability inhibitor	12	All	-0.03126115985621808	Cell Painting	1	FALSE	-0
cytochrome p450 inhibitor	12	All	-0.03225261489345804	Cell Painting	1	FALSE	-0
estrogen receptor antagonist|selective estrogen receptor modulator (serm)	12	All	-0.03266752919397496	Cell Painting	1	FALSE	-0
acat inhibitor	3	0.04 uM	-0.06868249113082911	L1000	0.9	FALSE	0.045757490560675115
acetylcholine receptor agonist	8	0.04 uM	0.015122660302234282	L1000	0.688	FALSE	0.16241156176448873
acetylcholine receptor antagonist	21	0.04 uM	0.024049673768068394	L1000	0.598	FALSE	0.22329881601158919
adenosine receptor agonist	3	0.04 uM	0.02931698664294796	L1000	0.402	FALSE	0.3957739469155299
adenosine receptor antagonist	4	0.04 uM	0.012554783865449313	L1000	0.593	FALSE	0.22694530663573742
adrenergic receptor agonist	20	0.04 uM	0.023120714874278935	L1000	0.659	FALSE	0.18111458540599013
adrenergic receptor antagonist	31	0.04 uM	0.02824026971230739	L1000	0.436	FALSE	0.36051351073141397
akt inhibitor	6	0.04 uM	0.00418091178612946	L1000	0.764	FALSE	0.11690664142431006
alk tyrosine kinase receptor inhibitor	3	0.04 uM	0.0623671511082742	L1000	0.212	FALSE	0.6736641390712486
androgen receptor agonist	3	0.04 uM	0.04766271383912794	L1000	0.284	FALSE	0.5466816599529624
androgen receptor antagonist	5	0.04 uM	0.008591733521444852	L1000	0.654	FALSE	0.18442225167573273
androgen receptor modulator	3	0.04 uM	-0.019090720958234397	L1000	0.698	FALSE	0.15614457737683893
angiotensin converting enzyme inhibitor	8	0.04 uM	-0.0014904296295823525	L1000	0.918	FALSE	0.03715731879875755
angiotensin receptor antagonist	4	0.04 uM	0.08968765630080197	L1000	0.087	FALSE	1.0604807473813815
aromatase inhibitor	3	0.04 uM	0.005931244726920643	L1000	0.559	FALSE	0.25258819211357664
atp channel blocker	3	0.04 uM	0.03442879096807153	L1000	0.37	FALSE	0.431798275933005
atpase inhibitor	3	0.04 uM	-0.010243564100703399	L1000	0.65	FALSE	0.18708664335714442
bacterial 30s ribosomal subunit inhibitor	5	0.04 uM	0.012782180961460946	L1000	0.613	FALSE	0.21253952548158497
bacterial 50s ribosomal subunit inhibitor	5	0.04 uM	0.037527804504596786	L1000	0.354	FALSE	0.4509967379742122
bacterial cell wall synthesis inhibitor	14	0.04 uM	0.018874742089081693	L1000	0.725	FALSE	0.13966199342900631
bacterial dna gyrase inhibitor	11	0.04 uM	0.04141624525593326	L1000	0.208	FALSE	0.6819366650372385
bcl inhibitor	3	0.04 uM	0.05338847346204089	L1000	0.257	FALSE	0.5900668766687055
benzodiazepine receptor agonist	7	0.04 uM	0.04971988127303205	L1000	0.199	FALSE	0.7011469235902933
benzodiazepine receptor antagonist	3	0.04 uM	0.029630119042613687	L1000	0.4	FALSE	0.3979400086720376
calcineurin inhibitor	3	0.04 uM	0.043873505981589817	L1000	0.307	FALSE	0.5128616245228135
calcitonin antagonist	3	0.04 uM	0.11285356659501697	L1000	0.064	FALSE	1.193820026016113
calcium channel blocker	15	0.04 uM	0.037350027101995545	L1000	0.218	FALSE	0.6615435063953952
cannabinoid receptor agonist	3	0.04 uM	-0.09476375191215983	L1000	0.94	FALSE	0.026872146400301365
carbonic anhydrase inhibitor	5	0.04 uM	0.042010282343125316	L1000	0.305	FALSE	0.5157001606532142
cc chemokine receptor antagonist	7	0.04 uM	0.0353250036195248	L1000	0.375	FALSE	0.42596873227228116
cck receptor antagonist	4	0.04 uM	-0.017906961248914402	L1000	0.844	FALSE	0.07365755337434496
cdk inhibitor	7	0.04 uM	4.1074255380421453e-4	L1000	0.86	FALSE	0.06550154875643228
chelating agent	4	0.04 uM	0.06310984206233572	L1000	0.195	FALSE	0.7099653886374819
cholesterol inhibitor	3	0.04 uM	-0.032309247486592266	L1000	0.768	FALSE	0.114638779968488
coagulation factor inhibitor	4	0.04 uM	0.05859160855984752	L1000	0.215	FALSE	0.6675615400843947
cyclooxygenase inhibitor	27	0.04 uM	0.021509994297136247	L1000	0.8	FALSE	0.09691001300805639
cyclooxygenase inhibitor|prostanoid receptor antagonist	4	0.04 uM	0.03326156242233237	L1000	0.387	FALSE	0.4122890349810886
dipeptidyl peptidase inhibitor	3	0.04 uM	-0.019673493918381905	L1000	0.701	FALSE	0.15428198203334137
dna inhibitor	5	0.04 uM	-0.022767868239682652	L1000	0.895	FALSE	0.04817696468408802
dna methyltransferase inhibitor	3	0.04 uM	0.05475926534854291	L1000	0.248	FALSE	0.6055483191737837
dna polymerase inhibitor	3	0.04 uM	-0.01668693972772681	L1000	0.685	FALSE	0.1643094285075744
dna synthesis inhibitor	7	0.04 uM	0.03550126678899226	L1000	0.374	FALSE	0.42712839779951983
dopamine receptor agonist	9	0.04 uM	0.02980641594087593	L1000	0.427	FALSE	0.36957212497497616
dopamine receptor antagonist	19	0.04 uM	0.04508661046189499	L1000	0.071	FALSE	1.1487416512809248
dopamine receptor antagonist|serotonin receptor antagonist	9	0.04 uM	0.007341301553054408	L1000	0.825	FALSE	0.08354605145007493
egfr inhibitor	13	0.04 uM	0.03209830980265936	L1000	0.311	FALSE	0.5072396109731625
endothelin receptor antagonist	4	0.04 uM	0.058533275657778966	L1000	0.215	FALSE	0.6675615400843947
estrogen receptor agonist	6	0.04 uM	0.03895864701383736	L1000	0.32	FALSE	0.494850021680094
farnesyltransferase inhibitor	3	0.04 uM	-0.002476279869215623	L1000	0.603	FALSE	0.2196826878598487
fgfr inhibitor|vegfr inhibitor	3	0.04 uM	0.061428586238253036	L1000	0.214	FALSE	0.6695862266508091
free radical scavenger	4	0.04 uM	0.07836164013257657	L1000	0.133	FALSE	0.8761483590329142
fungal squalene epoxidase inhibitor	3	0.04 uM	0.055555321430965886	L1000	0.245	FALSE	0.6108339156354675
gaba receptor agonist	3	0.04 uM	0.01845145414908906	L1000	0.468	FALSE	0.32975414692587596
gaba receptor modulator	4	0.04 uM	-0.041958248021850456	L1000	0.935	FALSE	0.0291883891274822
gamma secretase inhibitor	7	0.04 uM	0.03031974874698196	L1000	0.441	FALSE	0.35556141053216145
glucocorticoid receptor agonist	14	0.04 uM	0.3021105579944646	L1000	0	TRUE	3.5
glucosidase inhibitor	3	0.04 uM	0.07088006172508382	L1000	0.18	FALSE	0.744727494896694
glutamate receptor agonist	4	0.04 uM	0.017566385278851848	L1000	0.54	FALSE	0.26760624017703144
glutamate receptor antagonist	5	0.04 uM	0.05008712791722887	L1000	0.239	FALSE	0.6216020990518624
glutamate receptor modulator	3	0.04 uM	-0.04301517695517075	L1000	0.806	FALSE	0.09366495819490933
hcv inhibitor	7	0.04 uM	0.04830205826337853	L1000	0.212	FALSE	0.6736641390712486
hdac inhibitor	13	0.04 uM	0.041945695794801355	L1000	0.148	FALSE	0.8297382846050426
histamine receptor antagonist	24	0.04 uM	0.03057111591228856	L1000	0.338	FALSE	0.47108329972234525
hiv integrase inhibitor	3	0.04 uM	0.16876177849231633	L1000	0.017	TRUE	1.7695510786217261
hiv protease inhibitor	5	0.04 uM	-0.04680464503202203	L1000	0.966	FALSE	0.015022873584506671
hmgcr inhibitor	5	0.04 uM	0.011244771424168918	L1000	0.626	FALSE	0.20342566678957033
hsp inhibitor	5	0.04 uM	0.1202837558186641	L1000	0.015	TRUE	1.8239087409443189
insulin secretagogue	4	0.04 uM	0.037919438672735645	L1000	0.352	FALSE	0.453457336521869
integrin antagonist	5	0.04 uM	0.031415297388940146	L1000	0.422	FALSE	0.37468754903832613
jak inhibitor	5	0.04 uM	-0.04061491369470634	L1000	0.956	FALSE	0.019542107723899943
leukotriene receptor antagonist	4	0.04 uM	0.06655194146439868	L1000	0.181	FALSE	0.7423214251308154
lipoxygenase inhibitor	3	0.04 uM	0.024555196919252287	L1000	0.426	FALSE	0.37059040089728107
matrix metalloprotease inhibitor	3	0.04 uM	-0.051065089790967744	L1000	0.832	FALSE	0.07987667370927608
mdm inhibitor	3	0.04 uM	-0.08151158870132201	L1000	0.918	FALSE	0.03715731879875755
mek inhibitor	8	0.04 uM	0.17654681413958412	L1000	0.001	TRUE	3
microtubule inhibitor	3	0.04 uM	0.08993461917516103	L1000	0.116	FALSE	0.9355420107730815
mineralocorticoid receptor antagonist	3	0.04 uM	-0.08148227081925062	L1000	0.918	FALSE	0.03715731879875755
monoamine oxidase inhibitor	6	0.04 uM	0.012034169170134036	L1000	0.673	FALSE	0.1719849357760231
mtor inhibitor	6	0.04 uM	0.3847240198679786	L1000	0	TRUE	3.5
mtor inhibitor|pi3k inhibitor	4	0.04 uM	0.052582572954741356	L1000	0.253	FALSE	0.5968794788241821
mucolytic agent	3	0.04 uM	-0.01917099224472217	L1000	0.698	FALSE	0.15614457737683893
nfkb pathway inhibitor	4	0.04 uM	0.04729726379384144	L1000	0.285	FALSE	0.5451551399914898
nitric oxide synthase inhibitor	4	0.04 uM	0.027122592739717108	L1000	0.442	FALSE	0.3545777306509081
non-nucleoside reverse transcriptase inhibitor	4	0.04 uM	8.136442945324103e-4	L1000	0.716	FALSE	0.14508697769214446
nucleoside reverse transcriptase inhibitor	4	0.04 uM	0.06901797296356074	L1000	0.169	FALSE	0.7721132953863264
opioid receptor agonist	3	0.04 uM	0.001796559548173452	L1000	0.585	FALSE	0.23284413391781958
opioid receptor antagonist	4	0.04 uM	0.07450035494766855	L1000	0.143	FALSE	0.8446639625349383
p38 mapk inhibitor	6	0.04 uM	0.06408942916359599	L1000	0.127	FALSE	0.8961962790440431
parp inhibitor	5	0.04 uM	0.01347797746280138	L1000	0.606	FALSE	0.21752737583371382
phosphodiesterase inhibitor	28	0.04 uM	0.03431174021657605	L1000	0.199	FALSE	0.7011469235902933
pi3k inhibitor	7	0.04 uM	0.024469015982466414	L1000	0.523	FALSE	0.2814983111327257
pkc inhibitor	4	0.04 uM	-0.03270483459588233	L1000	0.905	FALSE	0.043351420794796675
plk inhibitor	4	0.04 uM	0.22994070028179908	L1000	0	TRUE	3.5
potassium channel activator	6	0.04 uM	-0.00863491818184327	L1000	0.875	FALSE	0.057991946977686754
potassium channel blocker	4	0.04 uM	0.19284139319325985	L1000	0.006	TRUE	2.221848749616356
ppar receptor agonist	3	0.04 uM	0.09154583646303617	L1000	0.112	FALSE	0.9507819773298184
ppar receptor agonist|insulin sensitizer	3	0.04 uM	-0.02102779143654862	L1000	0.703	FALSE	0.15304467498017607
progesterone receptor agonist	7	0.04 uM	0.019877764301689006	L1000	0.605	FALSE	0.2182446253475311
prostanoid receptor agonist	3	0.04 uM	-0.010228395424619506	L1000	0.65	FALSE	0.18708664335714442
prostanoid receptor antagonist	3	0.04 uM	0.18378554192661814	L1000	0.012	TRUE	1.9208187539523751
proteasome inhibitor	4	0.04 uM	0.06035202811011936	L1000	0.206	FALSE	0.6861327796308466
protein synthesis inhibitor	6	0.04 uM	0.03385420571185717	L1000	0.388	FALSE	0.41116827440579273
protein synthesis stimulant	3	0.04 uM	0.04660779635927617	L1000	0.288	FALSE	0.5406075122407692
purinergic receptor antagonist	3	0.04 uM	-0.013521348989866159	L1000	0.668	FALSE	0.1752235375244543
raf inhibitor	5	0.04 uM	0.06372803005423808	L1000	0.162	FALSE	0.790484985457369
retinoid receptor agonist	6	0.04 uM	0.062418277215671336	L1000	0.135	FALSE	0.8696662315049939
reverse transcriptase inhibitor	3	0.04 uM	0.047825043503045485	L1000	0.282	FALSE	0.549750891680639
rho associated kinase inhibitor	6	0.04 uM	-0.01842980189280403	L1000	0.927	FALSE	0.0329202658555029
rna polymerase inhibitor	7	0.04 uM	0.04118885161138401	L1000	0.29	FALSE	0.5376020021010439
selective serotonin reuptake inhibitor (ssri)	4	0.04 uM	-0.04730784603349876	L1000	0.95	FALSE	0.022276394711152253
serotonin receptor agonist	12	0.04 uM	0.006808932132952777	L1000	0.906	FALSE	0.042871802323186915
serotonin receptor agonist|serotonin receptor antagonist	3	0.04 uM	0.10637700945590979	L1000	0.071	FALSE	1.1487416512809248
serotonin receptor antagonist	12	0.04 uM	0.05453724129534295	L1000	0.077	FALSE	1.1135092748275182
serotonin reuptake inhibitor	4	0.04 uM	0.06021187199172311	L1000	0.206	FALSE	0.6861327796308466
sigma receptor antagonist	3	0.04 uM	-0.21283924807703106	L1000	0.998	FALSE	8.694587126288914e-4
sodium channel blocker	11	0.04 uM	0.05456462501098568	L1000	0.073	FALSE	1.136677139879544
sterol demethylase inhibitor	7	0.04 uM	0.05313029804854559	L1000	0.164	FALSE	0.7851561519523022
t-type calcium channel blocker	3	0.04 uM	-0.019600579651240974	L1000	0.701	FALSE	0.15428198203334137
tachykinin antagonist	6	0.04 uM	0.01979742096727719	L1000	0.579	FALSE	0.23732143627256383
topoisomerase inhibitor	15	0.04 uM	0.012178375448432914	L1000	0.889	FALSE	0.0510982390297863
tubulin inhibitor	8	0.04 uM	0.08910115071583247	L1000	0.026	TRUE	1.585026652029182
tyrosine kinase inhibitor	4	0.04 uM	0.042087530807561446	L1000	0.328	FALSE	0.4841261562883209
vasopressin receptor antagonist	4	0.04 uM	0.03587227640400114	L1000	0.366	FALSE	0.43651891460558934
vegfr inhibitor	4	0.04 uM	-0.008459023876866194	L1000	0.782	FALSE	0.10679324694015198
vitamin d receptor agonist	5	0.04 uM	0.03285022338570093	L1000	0.403	FALSE	0.39469495385889053
xanthine oxidase inhibitor	3	0.04 uM	-0.09722087970347627	L1000	0.945	FALSE	0.024568191490737076
xiap inhibitor	3	0.04 uM	0.051281267906777145	L1000	0.27	FALSE	0.5686362358410126
acat inhibitor	3	0.12 uM	-0.12401277105124663	L1000	0.972	FALSE	0.012333735073725434
acetylcholine receptor agonist	8	0.12 uM	0.10347940180786444	L1000	0.012	TRUE	1.9208187539523751
acetylcholine receptor antagonist	21	0.12 uM	0.030580856270988502	L1000	0.248	FALSE	0.6055483191737837
adenosine receptor agonist	3	0.12 uM	0.01198816999073451	L1000	0.498	FALSE	0.30277065724028246
adenosine receptor antagonist	4	0.12 uM	0.07159006676259663	L1000	0.118	FALSE	0.9281179926938746
adrenergic receptor agonist	20	0.12 uM	0.028389297501136643	L1000	0.341	FALSE	0.4672456210075022
adrenergic receptor antagonist	31	0.12 uM	0.03289347538456498	L1000	0.131	FALSE	0.8827287043442357
akt inhibitor	6	0.12 uM	0.03934795472059296	L1000	0.279	FALSE	0.5543957967264024
alk tyrosine kinase receptor inhibitor	3	0.12 uM	-0.020494667018827566	L1000	0.709	FALSE	0.1493537648169335
androgen receptor agonist	3	0.12 uM	0.21559648984109417	L1000	0.003	TRUE	2.5228787452803374
androgen receptor antagonist	5	0.12 uM	0.01691883669769226	L1000	0.568	FALSE	0.24565166428898116
androgen receptor modulator	3	0.12 uM	-0.011560810335868319	L1000	0.653	FALSE	0.18508681872492605
angiotensin converting enzyme inhibitor	8	0.12 uM	0.028162796521666502	L1000	0.395	FALSE	0.40340290437353976
angiotensin receptor antagonist	4	0.12 uM	0.03755299043815272	L1000	0.326	FALSE	0.48678239993206096
aromatase inhibitor	3	0.12 uM	0.11643434392994378	L1000	0.065	FALSE	1.1870866433571443
atp channel blocker	3	0.12 uM	0.03756488866287533	L1000	0.328	FALSE	0.4841261562883209
atpase inhibitor	3	0.12 uM	0.024422958091249905	L1000	0.415	FALSE	0.3819519032879073
bacterial 30s ribosomal subunit inhibitor	5	0.12 uM	0.0028731373603143135	L1000	0.717	FALSE	0.1444808443321999
bacterial 50s ribosomal subunit inhibitor	5	0.12 uM	0.02267963198731035	L1000	0.495	FALSE	0.3053948010664313
bacterial cell wall synthesis inhibitor	14	0.12 uM	0.02122689985874138	L1000	0.598	FALSE	0.22329881601158919
bacterial dna gyrase inhibitor	11	0.12 uM	0.053698094543807334	L1000	0.052	FALSE	1.2839966563652008
bcl inhibitor	3	0.12 uM	-0.002329774881619798	L1000	0.586	FALSE	0.23210238398190938
benzodiazepine receptor agonist	7	0.12 uM	0.0451692983681407	L1000	0.2	FALSE	0.6989700043360187
benzodiazepine receptor antagonist	3	0.12 uM	0.025944871439543254	L1000	0.406	FALSE	0.39147396642280585
calcineurin inhibitor	3	0.12 uM	0.007618694808803092	L1000	0.519	FALSE	0.28483264215154214
calcitonin antagonist	3	0.12 uM	-0.0287980821910363	L1000	0.763	FALSE	0.11747546204511952
calcium channel blocker	15	0.12 uM	0.00879050100623971	L1000	0.891	FALSE	0.0501222959631252
cannabinoid receptor agonist	3	0.12 uM	-0.11862502897494764	L1000	0.97	FALSE	0.01322826573375516
carbonic anhydrase inhibitor	5	0.12 uM	0.0022608145550512358	L1000	0.724	FALSE	0.1402614338028531
cc chemokine receptor antagonist	7	0.12 uM	0.029103631015149133	L1000	0.414	FALSE	0.3829996588791011
cck receptor antagonist	4	0.12 uM	-0.010582388629420764	L1000	0.774	FALSE	0.11125903931710739
cdk inhibitor	7	0.12 uM	-0.020038867136224662	L1000	0.942	FALSE	0.025949097207122653
chelating agent	4	0.12 uM	0.05005287770595852	L1000	0.23	FALSE	0.638272163982407
cholesterol inhibitor	3	0.12 uM	0.026175141390599413	L1000	0.405	FALSE	0.3925449767853314
coagulation factor inhibitor	4	0.12 uM	0.13684259420354622	L1000	0.016	TRUE	1.7958800173440752
cyclooxygenase inhibitor	27	0.12 uM	0.023633699926879644	L1000	0.562	FALSE	0.2502636844309389
cyclooxygenase inhibitor|prostanoid receptor antagonist	4	0.12 uM	0.01047400330438999	L1000	0.61	FALSE	0.21467016498923297
dipeptidyl peptidase inhibitor	3	0.12 uM	0.010373166739104779	L1000	0.504	FALSE	0.2975694635544747
dna inhibitor	5	0.12 uM	0.014235847926825692	L1000	0.593	FALSE	0.22694530663573742
dna methyltransferase inhibitor	3	0.12 uM	0.033396625976065505	L1000	0.353	FALSE	0.4522252946121775
dna polymerase inhibitor	3	0.12 uM	-0.0587086658042296	L1000	0.874	FALSE	0.05848856736559697
dna synthesis inhibitor	7	0.12 uM	0.032541985366058755	L1000	0.354	FALSE	0.4509967379742122
dopamine receptor agonist	9	0.12 uM	0.02713017067237842	L1000	0.402	FALSE	0.3957739469155299
dopamine receptor antagonist	19	0.12 uM	0.04456242087134499	L1000	0.042	TRUE	1.3767507096020994
dopamine receptor antagonist|serotonin receptor antagonist	9	0.12 uM	0.03965044531996562	L1000	0.187	FALSE	0.7281583934635011
egfr inhibitor	13	0.12 uM	0.10566933659063288	L1000	0	TRUE	3.5
endothelin receptor antagonist	4	0.12 uM	0.04230885691062783	L1000	0.283	FALSE	0.5482135644757098
estrogen receptor agonist	6	0.12 uM	0.02519210607161682	L1000	0.434	FALSE	0.3625102704874893
farnesyltransferase inhibitor	3	0.12 uM	-0.1533846850377494	L1000	0.984	FALSE	0.007004901568658489
fgfr inhibitor|vegfr inhibitor	3	0.12 uM	0.0635991419685128	L1000	0.195	FALSE	0.7099653886374819
free radical scavenger	4	0.12 uM	0.014605652620688673	L1000	0.567	FALSE	0.24641694110709345
fungal squalene epoxidase inhibitor	3	0.12 uM	-0.026862264233336576	L1000	0.755	FALSE	0.12205304837081175
gaba receptor agonist	3	0.12 uM	0.04711406375913384	L1000	0.283	FALSE	0.5482135644757098
gaba receptor modulator	4	0.12 uM	-0.0307470821057774	L1000	0.882	FALSE	0.054531414868180264
gamma secretase inhibitor	7	0.12 uM	0.011757649346355542	L1000	0.694	FALSE	0.15864052954514513
glucocorticoid receptor agonist	14	0.12 uM	0.337704900138569	L1000	0	TRUE	3.5
glucosidase inhibitor	3	0.12 uM	0.02398300804385607	L1000	0.419	FALSE	0.3777859770337047
glutamate receptor agonist	4	0.12 uM	-0.012455586901941136	L1000	0.787	FALSE	0.10402526764093542
glutamate receptor antagonist	5	0.12 uM	0.036803974245068594	L1000	0.349	FALSE	0.45717457304082015
glutamate receptor modulator	3	0.12 uM	1.1253131664400186e-5	L1000	0.57	FALSE	0.24412514432750865
hcv inhibitor	7	0.12 uM	0.08584312345252189	L1000	0.03	TRUE	1.5228787452803376
hdac inhibitor	13	0.12 uM	0.07554743514798468	L1000	0.009	TRUE	2.0457574905606752
histamine receptor antagonist	24	0.12 uM	0.033598124623743564	L1000	0.148	FALSE	0.8297382846050426
hiv integrase inhibitor	3	0.12 uM	-0.005624026897127513	L1000	0.614	FALSE	0.21183162885883233
hiv protease inhibitor	5	0.12 uM	0.006317779738567545	L1000	0.677	FALSE	0.16941133131485567
hmgcr inhibitor	5	0.12 uM	-0.0015304421800900435	L1000	0.772	FALSE	0.11238269966426384
hsp inhibitor	5	0.12 uM	0.02972171550842905	L1000	0.417	FALSE	0.3798639450262425
insulin secretagogue	4	0.12 uM	0.05470968722235471	L1000	0.186	FALSE	0.7304870557820837
integrin antagonist	5	0.12 uM	0.04665596133809101	L1000	0.241	FALSE	0.6179829574251317
jak inhibitor	5	0.12 uM	-0.015677592907734874	L1000	0.869	FALSE	0.060980223551333534
leukotriene receptor antagonist	4	0.12 uM	0.009081338971427403	L1000	0.632	FALSE	0.19928292171761497
lipoxygenase inhibitor	3	0.12 uM	0.04887007890779817	L1000	0.272	FALSE	0.5654310959658012
matrix metalloprotease inhibitor	3	0.12 uM	-0.06039730535868392	L1000	0.88	FALSE	0.05551732784983137
mdm inhibitor	3	0.12 uM	-0.006790807171939637	L1000	0.621	FALSE	0.20690839982341983
mek inhibitor	8	0.12 uM	0.28515164909042734	L1000	0	TRUE	3.5
microtubule inhibitor	3	0.12 uM	0.11872533771164354	L1000	0.062	FALSE	1.207608310501746
mineralocorticoid receptor antagonist	3	0.12 uM	-0.07979273588598039	L1000	0.922	FALSE	0.03526907894637064
monoamine oxidase inhibitor	6	0.12 uM	0.057334238488581164	L1000	0.125	FALSE	0.9030899869919435
mtor inhibitor	6	0.12 uM	0.3904233043126125	L1000	0	TRUE	3.5
mtor inhibitor|pi3k inhibitor	4	0.12 uM	0.09878628689399996	L1000	0.049	TRUE	1.3098039199714864
mucolytic agent	3	0.12 uM	-0.14629569258072747	L1000	0.982	FALSE	0.00788851221305034
nfkb pathway inhibitor	4	0.12 uM	0.014201043258175035	L1000	0.57	FALSE	0.24412514432750865
nitric oxide synthase inhibitor	4	0.12 uM	-0.02260542317769121	L1000	0.848	FALSE	0.07160414774328619
non-nucleoside reverse transcriptase inhibitor	4	0.12 uM	0.0025095782381108055	L1000	0.69	FALSE	0.16115090926274472
nucleoside reverse transcriptase inhibitor	4	0.12 uM	-0.09818617114792495	L1000	0.988	FALSE	0.005243055412371883
opioid receptor agonist	3	0.12 uM	0.056881424936340505	L1000	0.226	FALSE	0.645891560852599
opioid receptor antagonist	4	0.12 uM	0.07004623243517319	L1000	0.126	FALSE	0.8996294548824371
p38 mapk inhibitor	6	0.12 uM	0.1053813340644428	L1000	0.023	TRUE	1.6382721639824072
parp inhibitor	5	0.12 uM	0.07697220629074734	L1000	0.084	FALSE	1.0757207139381184
phosphodiesterase inhibitor	28	0.12 uM	0.027456917331712086	L1000	0.348	FALSE	0.4584207560534191
pi3k inhibitor	7	0.12 uM	0.03467500251214963	L1000	0.318	FALSE	0.4975728800155673
pkc inhibitor	4	0.12 uM	0.08826077379285766	L1000	0.072	FALSE	1.1426675035687315
plk inhibitor	4	0.12 uM	0.4120128901279094	L1000	0	TRUE	3.5
potassium channel activator	6	0.12 uM	-0.005177096403072501	L1000	0.813	FALSE	0.08990945440593186
potassium channel blocker	4	0.12 uM	0.021162108292219765	L1000	0.498	FALSE	0.30277065724028246
ppar receptor agonist	3	0.12 uM	-0.02081975460315909	L1000	0.712	FALSE	0.14752000636314366
ppar receptor agonist|insulin sensitizer	3	0.12 uM	-0.009472130398666376	L1000	0.642	FALSE	0.19246497193114673
progesterone receptor agonist	7	0.12 uM	0.01287752414220439	L1000	0.679	FALSE	0.1681302257194983
