broad_id	pert_iname	dose	moa	target
BRD-K76674262	homoharringtonine	3.33 uM	protein synthesis inhibitor	RPL3
BRD-K76674262	homoharringtonine	10 uM	protein synthesis inhibitor	RPL3
BRD-K98493452	honokiol	0.04 uM	akt inhibitor	ALOX5|PTGS1|PTGS2
BRD-K98493452	honokiol	0.12 uM	akt inhibitor	ALOX5|PTGS1|PTGS2
BRD-K98493452	honokiol	0.37 uM	akt inhibitor	ALOX5|PTGS1|PTGS2
BRD-K98493452	honokiol	1.11 uM	akt inhibitor	ALOX5|PTGS1|PTGS2
BRD-K98493452	honokiol	3.33 uM	akt inhibitor	ALOX5|PTGS1|PTGS2
BRD-K98493452	honokiol	10 uM	akt inhibitor	ALOX5|PTGS1|PTGS2
BRD-A75172220	hydrocortisone	0.04 uM	glucocorticoid receptor agonist	ANXA1|NOS2|NR3C1|NR3C2
BRD-A75172220	hydrocortisone	0.12 uM	glucocorticoid receptor agonist	ANXA1|NOS2|NR3C1|NR3C2
BRD-A75172220	hydrocortisone	0.37 uM	glucocorticoid receptor agonist	ANXA1|NOS2|NR3C1|NR3C2
BRD-A75172220	hydrocortisone	1.11 uM	glucocorticoid receptor agonist	ANXA1|NOS2|NR3C1|NR3C2
BRD-A75172220	hydrocortisone	3.33 uM	glucocorticoid receptor agonist	ANXA1|NOS2|NR3C1|NR3C2
BRD-A75172220	hydrocortisone	10 uM	glucocorticoid receptor agonist	ANXA1|NOS2|NR3C1|NR3C2
BRD-K51747290	hydroxyurea	0.04 uM	ribonucleoside reductase inhibitor	RRM1|RRM2|RRM2B
BRD-K51747290	hydroxyurea	0.12 uM	ribonucleoside reductase inhibitor	RRM1|RRM2|RRM2B
BRD-K51747290	hydroxyurea	0.37 uM	ribonucleoside reductase inhibitor	RRM1|RRM2|RRM2B
BRD-K51747290	hydroxyurea	1.11 uM	ribonucleoside reductase inhibitor	RRM1|RRM2|RRM2B
BRD-K51747290	hydroxyurea	3.33 uM	ribonucleoside reductase inhibitor	RRM1|RRM2|RRM2B
BRD-K51747290	hydroxyurea	10 uM	ribonucleoside reductase inhibitor	RRM1|RRM2|RRM2B
BRD-K46424862	hymecromone	0.04 uM	monoamine oxidase inhibitor	MAOA|MAOB
BRD-K46424862	hymecromone	0.12 uM	monoamine oxidase inhibitor	MAOA|MAOB
BRD-K46424862	hymecromone	0.37 uM	monoamine oxidase inhibitor	MAOA|MAOB
BRD-K46424862	hymecromone	1.11 uM	monoamine oxidase inhibitor	MAOA|MAOB
BRD-K46424862	hymecromone	3.33 uM	monoamine oxidase inhibitor	MAOA|MAOB
BRD-K46424862	hymecromone	10 uM	monoamine oxidase inhibitor	MAOA|MAOB
BRD-K29673530	hypericin	0.04 uM	tyrosine kinase inhibitor	unknown
BRD-K29673530	hypericin	0.12 uM	tyrosine kinase inhibitor	unknown
BRD-K29673530	hypericin	0.37 uM	tyrosine kinase inhibitor	unknown
BRD-K29673530	hypericin	1.11 uM	tyrosine kinase inhibitor	unknown
BRD-K29673530	hypericin	3.33 uM	tyrosine kinase inhibitor	unknown
BRD-K29673530	hypericin	10 uM	tyrosine kinase inhibitor	unknown
BRD-K31135544	ib-meca	0.04 uM	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K31135544	ib-meca	0.12 uM	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K31135544	ib-meca	0.37 uM	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K31135544	ib-meca	1.11 uM	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K31135544	ib-meca	3.33 uM	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K31135544	ib-meca	10 uM	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-A17655518	ibuprofen	0.04 uM	cyclooxygenase inhibitor	unknown
BRD-A17655518	ibuprofen	0.12 uM	cyclooxygenase inhibitor	unknown
BRD-A17655518	ibuprofen	0.37 uM	cyclooxygenase inhibitor	unknown
BRD-A17655518	ibuprofen	1.11 uM	cyclooxygenase inhibitor	unknown
BRD-A17655518	ibuprofen	3.33 uM	cyclooxygenase inhibitor	unknown
BRD-A17655518	ibuprofen	10 uM	cyclooxygenase inhibitor	unknown
BRD-K44771174	ibutamoren	0.04 uM	growth hormone secretagogue receptor agonist	GHR|GHSR
BRD-K44771174	ibutamoren	0.12 uM	growth hormone secretagogue receptor agonist	GHR|GHSR
BRD-K44771174	ibutamoren	0.37 uM	growth hormone secretagogue receptor agonist	GHR|GHSR
BRD-K44771174	ibutamoren	1.11 uM	growth hormone secretagogue receptor agonist	GHR|GHSR
BRD-K44771174	ibutamoren	3.33 uM	growth hormone secretagogue receptor agonist	GHR|GHSR
BRD-K44771174	ibutamoren	10 uM	growth hormone secretagogue receptor agonist	GHR|GHSR
BRD-K11071038	ici-162846	0.04 uM	histamine receptor antagonist	HRH2
BRD-K11071038	ici-162846	0.12 uM	histamine receptor antagonist	HRH2
BRD-K11071038	ici-162846	0.37 uM	histamine receptor antagonist	HRH2
BRD-K11071038	ici-162846	1.11 uM	histamine receptor antagonist	HRH2
BRD-K11071038	ici-162846	3.33 uM	histamine receptor antagonist	HRH2
BRD-K11071038	ici-162846	10 uM	histamine receptor antagonist	HRH2
BRD-K29133151	ici-185,282	0.04 uM	thromboxane receptor antagonist	unknown
BRD-K29133151	ici-185,282	0.12 uM	thromboxane receptor antagonist	unknown
BRD-K29133151	ici-185,282	0.37 uM	thromboxane receptor antagonist	unknown
BRD-K29133151	ici-185,282	1.11 uM	thromboxane receptor antagonist	unknown
BRD-K29133151	ici-185,282	3.33 uM	thromboxane receptor antagonist	unknown
BRD-K29133151	ici-185,282	10 uM	thromboxane receptor antagonist	unknown
BRD-K59433843	ici-192605	0.04 uM	thromboxane receptor antagonist	TBXA2R
BRD-K59433843	ici-192605	0.12 uM	thromboxane receptor antagonist	TBXA2R
BRD-K59433843	ici-192605	0.37 uM	thromboxane receptor antagonist	TBXA2R
BRD-K59433843	ici-192605	1.11 uM	thromboxane receptor antagonist	TBXA2R
BRD-K59433843	ici-192605	3.33 uM	thromboxane receptor antagonist	TBXA2R
BRD-K59433843	ici-192605	10 uM	thromboxane receptor antagonist	TBXA2R
BRD-K79102359	idalopirdine	0.04 uM	serotonin receptor antagonist	HTR6
BRD-K79102359	idalopirdine	0.12 uM	serotonin receptor antagonist	HTR6
BRD-K79102359	idalopirdine	0.37 uM	serotonin receptor antagonist	HTR6
BRD-K79102359	idalopirdine	1.11 uM	serotonin receptor antagonist	HTR6
BRD-K79102359	idalopirdine	3.33 uM	serotonin receptor antagonist	HTR6
BRD-K79102359	idalopirdine	10 uM	serotonin receptor antagonist	HTR6
BRD-K60866521	idelalisib	0.04 uM	pi3k inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-K60866521	idelalisib	0.12 uM	pi3k inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-K60866521	idelalisib	0.37 uM	pi3k inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-K60866521	idelalisib	1.11 uM	pi3k inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-K60866521	idelalisib	3.33 uM	pi3k inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-K60866521	idelalisib	10 uM	pi3k inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-A85439007	idoxuridin	0.04 uM	dna synthesis inhibitor	unknown
BRD-A85439007	idoxuridin	0.12 uM	dna synthesis inhibitor	unknown
BRD-A85439007	idoxuridin	0.37 uM	dna synthesis inhibitor	unknown
BRD-A85439007	idoxuridin	1.11 uM	dna synthesis inhibitor	unknown
BRD-A85439007	idoxuridin	3.33 uM	dna synthesis inhibitor	unknown
BRD-A85439007	idoxuridin	10 uM	dna synthesis inhibitor	unknown
BRD-A67097164	ifosfamide	0.04 uM	dna alkylating agent	CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|CYP3A7|PTGS1
BRD-A67097164	ifosfamide	0.12 uM	dna alkylating agent	CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|CYP3A7|PTGS1
BRD-A67097164	ifosfamide	0.37 uM	dna alkylating agent	CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|CYP3A7|PTGS1
BRD-A67097164	ifosfamide	1.11 uM	dna alkylating agent	CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|CYP3A7|PTGS1
BRD-A67097164	ifosfamide	3.33 uM	dna alkylating agent	CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|CYP3A7|PTGS1
BRD-A67097164	ifosfamide	10 uM	dna alkylating agent	CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|CYP3A7|PTGS1
BRD-K51662849	ilomastat	0.04 uM	matrix metalloprotease inhibitor	ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
BRD-K51662849	ilomastat	0.12 uM	matrix metalloprotease inhibitor	ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
BRD-K51662849	ilomastat	0.37 uM	matrix metalloprotease inhibitor	ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
BRD-K51662849	ilomastat	1.11 uM	matrix metalloprotease inhibitor	ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
BRD-K51662849	ilomastat	3.33 uM	matrix metalloprotease inhibitor	ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
BRD-K51662849	ilomastat	10 uM	matrix metalloprotease inhibitor	ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
BRD-A10903566	imiloxan	0.04 uM	adrenergic receptor antagonist	ADRA2A|ADRA2B
BRD-A10903566	imiloxan	0.12 uM	adrenergic receptor antagonist	ADRA2A|ADRA2B
BRD-A10903566	imiloxan	0.37 uM	adrenergic receptor antagonist	ADRA2A|ADRA2B
BRD-A10903566	imiloxan	1.11 uM	adrenergic receptor antagonist	ADRA2A|ADRA2B
BRD-A10903566	imiloxan	3.33 uM	adrenergic receptor antagonist	ADRA2A|ADRA2B
BRD-A10903566	imiloxan	10 uM	adrenergic receptor antagonist	ADRA2A|ADRA2B
BRD-K89208535	indacaterol	0.04 uM	adrenergic receptor agonist	ADRB1|ADRB2
BRD-K89208535	indacaterol	0.12 uM	adrenergic receptor agonist	ADRB1|ADRB2
BRD-K89208535	indacaterol	0.37 uM	adrenergic receptor agonist	ADRB1|ADRB2
BRD-K89208535	indacaterol	1.11 uM	adrenergic receptor agonist	ADRB1|ADRB2
BRD-K89208535	indacaterol	3.33 uM	adrenergic receptor agonist	ADRB1|ADRB2
BRD-K89208535	indacaterol	10 uM	adrenergic receptor agonist	ADRB1|ADRB2
BRD-K74057757	indibulin	0.04 uM	tubulin inhibitor	unknown
BRD-K74057757	indibulin	0.12 uM	tubulin inhibitor	unknown
BRD-K74057757	indibulin	0.37 uM	tubulin inhibitor	unknown
BRD-K74057757	indibulin	1.11 uM	tubulin inhibitor	unknown
BRD-K74057757	indibulin	3.33 uM	tubulin inhibitor	unknown
BRD-K74057757	indibulin	10 uM	tubulin inhibitor	unknown
BRD-K33226500	indinavir	0.04 uM	hiv protease inhibitor	CYP3A4|CYP3A5|CYP3A7
BRD-K33226500	indinavir	0.12 uM	hiv protease inhibitor	CYP3A4|CYP3A5|CYP3A7
BRD-K33226500	indinavir	0.37 uM	hiv protease inhibitor	CYP3A4|CYP3A5|CYP3A7
BRD-K33226500	indinavir	1.11 uM	hiv protease inhibitor	CYP3A4|CYP3A5|CYP3A7
BRD-K33226500	indinavir	3.33 uM	hiv protease inhibitor	CYP3A4|CYP3A5|CYP3A7
BRD-K33226500	indinavir	10 uM	hiv protease inhibitor	CYP3A4|CYP3A5|CYP3A7
BRD-A44090213	indoprofen	0.04 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	CXCR1|CXCR2|PTGS1|PTGS2
BRD-A44090213	indoprofen	0.12 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	CXCR1|CXCR2|PTGS1|PTGS2
BRD-A44090213	indoprofen	0.37 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	CXCR1|CXCR2|PTGS1|PTGS2
BRD-A44090213	indoprofen	1.11 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	CXCR1|CXCR2|PTGS1|PTGS2
BRD-A44090213	indoprofen	3.33 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	CXCR1|CXCR2|PTGS1|PTGS2
BRD-A44090213	indoprofen	10 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	CXCR1|CXCR2|PTGS1|PTGS2
BRD-K76953762	indoramin	0.04 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
BRD-K76953762	indoramin	0.12 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
BRD-K76953762	indoramin	0.37 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
BRD-K76953762	indoramin	1.11 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
BRD-K76953762	indoramin	3.33 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
BRD-K76953762	indoramin	10 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
BRD-K11153516	iniparib	0.04 uM	parp inhibitor	PARP1
BRD-K11153516	iniparib	0.12 uM	parp inhibitor	PARP1
BRD-K11153516	iniparib	0.37 uM	parp inhibitor	PARP1
BRD-K11153516	iniparib	1.11 uM	parp inhibitor	PARP1
BRD-K11153516	iniparib	3.33 uM	parp inhibitor	PARP1
BRD-K11153516	iniparib	10 uM	parp inhibitor	PARP1
BRD-A28787076	inosine	0.04 uM	neurotrophic agent	PARP1|PNP
BRD-A28787076	inosine	0.12 uM	neurotrophic agent	PARP1|PNP
BRD-A28787076	inosine	0.37 uM	neurotrophic agent	PARP1|PNP
BRD-A28787076	inosine	1.11 uM	neurotrophic agent	PARP1|PNP
BRD-A28787076	inosine	3.33 uM	neurotrophic agent	PARP1|PNP
BRD-A28787076	inosine	10 uM	neurotrophic agent	PARP1|PNP
BRD-K52618540	inositol	0.04 uM	insulin sensitizer	CDIPT
BRD-K52618540	inositol	0.12 uM	insulin sensitizer	CDIPT
BRD-K52618540	inositol	0.37 uM	insulin sensitizer	CDIPT
BRD-K52618540	inositol	1.11 uM	insulin sensitizer	CDIPT
BRD-K52618540	inositol	3.33 uM	insulin sensitizer	CDIPT
BRD-K52618540	inositol	10 uM	insulin sensitizer	CDIPT
BRD-A96060515	ipratropium	0.04 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-A96060515	ipratropium	0.12 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-A96060515	ipratropium	0.37 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-A96060515	ipratropium	1.11 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-A96060515	ipratropium	3.33 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-A96060515	ipratropium	10 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K08547377	irinotecan	0.04 uM	topoisomerase inhibitor	TOP1|TOP1MT
BRD-K08547377	irinotecan	0.12 uM	topoisomerase inhibitor	TOP1|TOP1MT
BRD-K08547377	irinotecan	0.37 uM	topoisomerase inhibitor	TOP1|TOP1MT
BRD-K08547377	irinotecan	1.11 uM	topoisomerase inhibitor	TOP1|TOP1MT
BRD-K08547377	irinotecan	3.33 uM	topoisomerase inhibitor	TOP1|TOP1MT
BRD-K08547377	irinotecan	10 uM	topoisomerase inhibitor	TOP1|TOP1MT
BRD-K06762493	isbufylline	0.04 uM	phosphodiesterase inhibitor	unknown
BRD-K06762493	isbufylline	0.12 uM	phosphodiesterase inhibitor	unknown
BRD-K06762493	isbufylline	0.37 uM	phosphodiesterase inhibitor	unknown
BRD-K06762493	isbufylline	1.11 uM	phosphodiesterase inhibitor	unknown
BRD-K06762493	isbufylline	3.33 uM	phosphodiesterase inhibitor	unknown
BRD-K06762493	isbufylline	10 uM	phosphodiesterase inhibitor	unknown
BRD-A07704283	isofloxythepin	0.04 uM	dopamine receptor antagonist	unknown
BRD-A07704283	isofloxythepin	0.12 uM	dopamine receptor antagonist	unknown
BRD-A07704283	isofloxythepin	0.37 uM	dopamine receptor antagonist	unknown
BRD-A07704283	isofloxythepin	1.11 uM	dopamine receptor antagonist	unknown
BRD-A07704283	isofloxythepin	3.33 uM	dopamine receptor antagonist	unknown
BRD-A07704283	isofloxythepin	10 uM	dopamine receptor antagonist	unknown
BRD-K82225283	isosorbide	0.04 uM	nitric oxide stimulant	GUCY1A2|GUCY1A3|GUCY1B2|GUCY1B3
BRD-K82225283	isosorbide	0.12 uM	nitric oxide stimulant	GUCY1A2|GUCY1A3|GUCY1B2|GUCY1B3
BRD-K82225283	isosorbide	0.37 uM	nitric oxide stimulant	GUCY1A2|GUCY1A3|GUCY1B2|GUCY1B3
BRD-K82225283	isosorbide	1.11 uM	nitric oxide stimulant	GUCY1A2|GUCY1A3|GUCY1B2|GUCY1B3
BRD-K82225283	isosorbide	3.33 uM	nitric oxide stimulant	GUCY1A2|GUCY1A3|GUCY1B2|GUCY1B3
BRD-K82225283	isosorbide	10 uM	nitric oxide stimulant	GUCY1A2|GUCY1A3|GUCY1B2|GUCY1B3
BRD-A90799790	isradipine	0.04 uM	calcium channel blocker	CACNA1D|CACNA1F|CACNA2D1
BRD-A90799790	isradipine	0.12 uM	calcium channel blocker	CACNA1D|CACNA1F|CACNA2D1
BRD-A90799790	isradipine	0.37 uM	calcium channel blocker	CACNA1D|CACNA1F|CACNA2D1
BRD-A90799790	isradipine	1.11 uM	calcium channel blocker	CACNA1D|CACNA1F|CACNA2D1
BRD-A90799790	isradipine	3.33 uM	calcium channel blocker	CACNA1D|CACNA1F|CACNA2D1
BRD-A90799790	isradipine	10 uM	calcium channel blocker	CACNA1D|CACNA1F|CACNA2D1
BRD-K95412502	istaroxime	0.04 uM	atpase inhibitor	ATP1A1
BRD-K95412502	istaroxime	0.12 uM	atpase inhibitor	ATP1A1
BRD-K95412502	istaroxime	0.37 uM	atpase inhibitor	ATP1A1
BRD-K95412502	istaroxime	1.11 uM	atpase inhibitor	ATP1A1
BRD-K95412502	istaroxime	3.33 uM	atpase inhibitor	ATP1A1
BRD-K95412502	istaroxime	10 uM	atpase inhibitor	ATP1A1
BRD-K96740444	itopride	0.04 uM	dopamine receptor antagonist	CHRM3|DRD2
BRD-K96740444	itopride	0.12 uM	dopamine receptor antagonist	CHRM3|DRD2
BRD-K96740444	itopride	0.37 uM	dopamine receptor antagonist	CHRM3|DRD2
BRD-K96740444	itopride	1.11 uM	dopamine receptor antagonist	CHRM3|DRD2
BRD-K96740444	itopride	3.33 uM	dopamine receptor antagonist	CHRM3|DRD2
BRD-K96740444	itopride	10 uM	dopamine receptor antagonist	CHRM3|DRD2
BRD-A48570745	ivermectin	0.04 uM	gaba receptor agonist	CHRNA7|P2RX7
BRD-A48570745	ivermectin	0.12 uM	gaba receptor agonist	CHRNA7|P2RX7
BRD-A48570745	ivermectin	0.37 uM	gaba receptor agonist	CHRNA7|P2RX7
BRD-A48570745	ivermectin	1.11 uM	gaba receptor agonist	CHRNA7|P2RX7
BRD-A48570745	ivermectin	3.33 uM	gaba receptor agonist	CHRNA7|P2RX7
BRD-A48570745	ivermectin	10 uM	gaba receptor agonist	CHRNA7|P2RX7
BRD-K83837640	jnj-26854165	0.04 uM	hdac inhibitor	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2
BRD-K83837640	jnj-26854165	0.12 uM	hdac inhibitor	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2
BRD-K83837640	jnj-26854165	0.37 uM	hdac inhibitor	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2
BRD-K83837640	jnj-26854165	1.11 uM	hdac inhibitor	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2
BRD-K83837640	jnj-26854165	3.33 uM	hdac inhibitor	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2
BRD-K83837640	jnj-26854165	10 uM	hdac inhibitor	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2
BRD-K02123250	jnj-38877605	0.04 uM	tyrosine kinase inhibitor	MET
BRD-K02123250	jnj-38877605	0.12 uM	tyrosine kinase inhibitor	MET
BRD-K02123250	jnj-38877605	0.37 uM	tyrosine kinase inhibitor	MET
BRD-K02123250	jnj-38877605	1.11 uM	tyrosine kinase inhibitor	MET
BRD-K02123250	jnj-38877605	3.33 uM	tyrosine kinase inhibitor	MET
BRD-K02123250	jnj-38877605	10 uM	tyrosine kinase inhibitor	MET
BRD-K25837718	josamycin	0.04 uM	bacterial 50s ribosomal subunit inhibitor	NA
BRD-K25837718	josamycin	0.12 uM	bacterial 50s ribosomal subunit inhibitor	NA
BRD-K25837718	josamycin	0.37 uM	bacterial 50s ribosomal subunit inhibitor	NA
BRD-K25837718	josamycin	1.11 uM	bacterial 50s ribosomal subunit inhibitor	NA
BRD-K25837718	josamycin	3.33 uM	bacterial 50s ribosomal subunit inhibitor	NA
BRD-K25837718	josamycin	10 uM	bacterial 50s ribosomal subunit inhibitor	NA
BRD-K17705806	jtc-801	0.04 uM	opioid receptor antagonist	OPRL1
BRD-K17705806	jtc-801	0.12 uM	opioid receptor antagonist	OPRL1
BRD-K17705806	jtc-801	0.37 uM	opioid receptor antagonist	OPRL1
BRD-K17705806	jtc-801	1.11 uM	opioid receptor antagonist	OPRL1
BRD-K17705806	jtc-801	3.33 uM	opioid receptor antagonist	OPRL1
BRD-K17705806	jtc-801	10 uM	opioid receptor antagonist	OPRL1
BRD-K63150726	jte-907	0.04 uM	cannabinoid receptor inverse agonist	CNR2
BRD-K63150726	jte-907	0.12 uM	cannabinoid receptor inverse agonist	CNR2
BRD-K63150726	jte-907	0.37 uM	cannabinoid receptor inverse agonist	CNR2
BRD-K63150726	jte-907	1.11 uM	cannabinoid receptor inverse agonist	CNR2
BRD-K63150726	jte-907	3.33 uM	cannabinoid receptor inverse agonist	CNR2
BRD-K63150726	jte-907	10 uM	cannabinoid receptor inverse agonist	CNR2
BRD-K71164191	kd-023	0.04 uM	acat inhibitor	ACACA|ACACB
BRD-K71164191	kd-023	0.12 uM	acat inhibitor	ACACA|ACACB
BRD-K71164191	kd-023	0.37 uM	acat inhibitor	ACACA|ACACB
BRD-K71164191	kd-023	1.11 uM	acat inhibitor	ACACA|ACACB
BRD-K71164191	kd-023	3.33 uM	acat inhibitor	ACACA|ACACB
BRD-K71164191	kd-023	10 uM	acat inhibitor	ACACA|ACACB
BRD-K88506063	kd025	0.04 uM	rho associated kinase inhibitor	ROCK2
BRD-K88506063	kd025	0.12 uM	rho associated kinase inhibitor	ROCK2
BRD-K88506063	kd025	0.37 uM	rho associated kinase inhibitor	ROCK2
BRD-K88506063	kd025	1.11 uM	rho associated kinase inhibitor	ROCK2
BRD-K88506063	kd025	3.33 uM	rho associated kinase inhibitor	ROCK2
BRD-K88506063	kd025	10 uM	rho associated kinase inhibitor	ROCK2
BRD-A38350138	ketoconazole	0.04 uM	sterol demethylase inhibitor	KCNA10
BRD-A38350138	ketoconazole	0.12 uM	sterol demethylase inhibitor	KCNA10
BRD-A38350138	ketoconazole	0.37 uM	sterol demethylase inhibitor	KCNA10
BRD-A38350138	ketoconazole	1.11 uM	sterol demethylase inhibitor	KCNA10
BRD-A38350138	ketoconazole	3.33 uM	sterol demethylase inhibitor	KCNA10
BRD-A38350138	ketoconazole	10 uM	sterol demethylase inhibitor	KCNA10
BRD-A97739905	ketoprofen	0.04 uM	cyclooxygenase inhibitor	PTGS1|PTGS2|SLC5A8
BRD-A97739905	ketoprofen	0.12 uM	cyclooxygenase inhibitor	PTGS1|PTGS2|SLC5A8
BRD-A97739905	ketoprofen	0.37 uM	cyclooxygenase inhibitor	PTGS1|PTGS2|SLC5A8
BRD-A97739905	ketoprofen	1.11 uM	cyclooxygenase inhibitor	PTGS1|PTGS2|SLC5A8
BRD-A97739905	ketoprofen	3.33 uM	cyclooxygenase inhibitor	PTGS1|PTGS2|SLC5A8
BRD-A97739905	ketoprofen	10 uM	cyclooxygenase inhibitor	PTGS1|PTGS2|SLC5A8
BRD-A40639672	ketorolac	0.04 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-A40639672	ketorolac	0.12 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-A40639672	ketorolac	0.37 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-A40639672	ketorolac	1.11 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-A40639672	ketorolac	3.33 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-A40639672	ketorolac	10 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K41213548	kw-2478	0.04 uM	hsp inhibitor	unknown
BRD-K41213548	kw-2478	0.12 uM	hsp inhibitor	unknown
BRD-K41213548	kw-2478	0.37 uM	hsp inhibitor	unknown
BRD-K41213548	kw-2478	1.11 uM	hsp inhibitor	unknown
BRD-K41213548	kw-2478	3.33 uM	hsp inhibitor	unknown
BRD-K41213548	kw-2478	10 uM	hsp inhibitor	unknown
BRD-A12237696	l-citrulline	0.04 uM	nitric oxide stimulant	ASS1|DDAH1|DDAH2|GPRC6A|NOS1|NOS2|NOS3|OTC|PADI1|PADI2|PADI3|PADI4|PADI6
BRD-A12237696	l-citrulline	0.12 uM	nitric oxide stimulant	ASS1|DDAH1|DDAH2|GPRC6A|NOS1|NOS2|NOS3|OTC|PADI1|PADI2|PADI3|PADI4|PADI6
BRD-A12237696	l-citrulline	0.37 uM	nitric oxide stimulant	ASS1|DDAH1|DDAH2|GPRC6A|NOS1|NOS2|NOS3|OTC|PADI1|PADI2|PADI3|PADI4|PADI6
BRD-A12237696	l-citrulline	1.11 uM	nitric oxide stimulant	ASS1|DDAH1|DDAH2|GPRC6A|NOS1|NOS2|NOS3|OTC|PADI1|PADI2|PADI3|PADI4|PADI6
BRD-A12237696	l-citrulline	3.33 uM	nitric oxide stimulant	ASS1|DDAH1|DDAH2|GPRC6A|NOS1|NOS2|NOS3|OTC|PADI1|PADI2|PADI3|PADI4|PADI6
