cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
pasireotide,0.922,0.907,0.963,0.695,0.731,0.409,3
pazopanib,0.861,0.711,0.931,0.871,0.773,0.079,3
pazufloxacin,0.928,0.948,0.72,0.807,0.844,0.965,3
pd123319,0.719,0.205,0.972,0.856,0.731,0.879,3
pd153035,0.901,0.735,0.478,0.904,0.893,0.737,2
pelitinib,0.77,0.815,0.823,0.071,0.11,0.001,2
pemirolast,0.955,0.013,0.92,0.8,0.513,0.59,3
penfluridol,0.903,0.515,0.725,0.856,0.276,0.636,2
penicillin-v-potassium,0.352,0.828,0.698,0.639,0.767,0.82,2
pentamidine,0.659,0.594,0.56,0.001,0.0,0.0,3
pentoxifylline,0.609,0.976,0.972,0.849,0.656,0.723,3
perhexiline,0.955,0.932,0.945,0.879,0.434,0.017,3
pf-02545920,0.834,0.195,0.549,0.397,0.525,0.0,3
pf-03084014,0.514,0.78,0.638,0.714,0.551,0.621,2
pf-03758309,0.771,0.268,0.188,0.151,0.066,0.248,2
pf-03814735,0.858,0.878,0.557,0.0,0.0,0.0,3
pf-04136309,0.984,0.913,0.82,0.684,0.905,0.645,2
pf-04447943,0.835,0.821,0.761,0.604,0.643,0.908,2
pf-04457845,0.906,0.191,0.93,0.221,0.66,0.179,3
pf-04620110,0.705,0.42,0.302,0.511,0.955,0.62,3
pf-04691502,0.873,0.469,0.011,0.0,0.0,0.0,3
ph-797804,0.862,0.783,0.962,0.791,0.781,0.398,3
pha-848125,0.859,0.511,0.058,0.084,0.01,0.0,3
phenazone,0.808,0.77,0.982,0.962,0.839,0.921,3
phenformin,0.834,0.54,0.643,0.587,0.61,0.199,2
phensuximide,0.818,0.856,0.931,0.901,0.896,0.929,3
phentermine,0.729,0.627,0.568,0.323,0.748,0.951,3
phentolamine,0.848,0.354,0.887,0.811,0.559,0.141,3
phenylacetylglutamine,0.705,0.853,0.931,0.76,0.675,0.151,3
phenylbutazone,0.848,0.76,0.806,0.057,0.736,0.825,3
phenylbutyrate,0.947,0.783,0.199,0.093,0.426,0.395,3
phenylephrine,0.574,0.803,0.743,0.785,0.848,0.704,3
phenytoin,0.866,0.963,0.969,0.904,0.914,0.94,3
physostigmine,0.918,0.838,0.786,0.94,0.735,0.796,2
pibenzimol,0.867,0.01,0.068,0.933,0.722,0.537,3
piclamilast,0.946,0.946,0.58,0.427,0.723,0.817,2
picolinic-acid,0.94,0.591,0.958,0.928,0.988,0.95,4
picotamide,0.859,0.618,0.817,0.726,0.721,0.733,3
piketoprofen,0.873,0.835,0.732,0.918,0.957,0.515,3
pilaralisib,0.835,0.949,0.993,0.955,0.877,0.575,3
pilocarpine,0.413,0.667,0.895,0.903,0.96,0.697,3
pimavanserin,0.916,0.921,0.818,0.852,0.877,0.079,3
pimecrolimus,0.891,0.824,0.617,0.328,0.909,0.081,3
pimobendan,0.956,0.533,0.528,0.904,0.863,0.594,2
pimozide,0.978,0.966,0.97,0.972,0.904,0.928,4
pinacidil,0.995,0.915,0.985,0.985,0.931,0.595,3
pinaverium,0.961,0.803,0.384,0.137,0.291,0.139,3
pinitol,0.469,0.824,0.734,0.053,0.81,0.917,3
pioglitazone,0.932,0.917,0.805,0.917,0.725,0.79,3
piperidolate,0.932,0.937,0.804,0.314,0.851,0.931,3
pirenoxine,0.73,0.771,0.542,0.924,0.931,0.875,3
pirenzepine,0.818,0.641,0.945,0.904,0.955,0.801,3
pirfenidone,0.926,0.911,0.953,0.926,0.81,0.917,3
piribedil,0.954,0.12,0.958,0.929,0.934,0.945,3
piroxicam,0.904,0.891,0.629,0.759,0.788,0.816,2
pitavastatin,0.836,0.959,0.812,0.952,0.347,0.0,3
pki-179,0.918,0.133,0.009,0.004,0.0,0.0,2
podophyllotoxin,0.002,0.002,0.14,0.007,0.01,0.033,3
pomalidomide,0.124,0.737,0.021,0.309,0.112,0.415,3
pramipexole,0.857,0.837,0.9,0.952,0.863,0.809,3
pranlukast,0.786,0.92,0.942,0.926,0.997,0.764,3
pravastatin,0.439,0.09,0.024,0.896,0.608,0.248,3
prazosin,0.739,0.907,0.941,0.643,0.353,0.947,3
prednisone,0.85,0.322,0.806,0.502,0.779,0.827,3
preladenant,0.972,0.885,0.883,0.792,0.707,0.887,2
primaquine,0.333,0.906,0.82,0.955,0.816,0.46,3
primidone,0.961,0.824,0.983,0.384,0.862,0.913,3
pritelivir,0.78,0.953,0.951,0.811,0.156,0.711,3
probenecid,0.872,0.966,0.972,0.926,0.918,0.904,3
probucol,0.373,0.709,0.983,0.762,0.617,0.361,3
procainamide,0.951,0.438,0.796,0.868,0.885,0.919,2
prochlorperazine,0.223,0.862,0.562,0.333,0.181,0.463,2
progesterone,0.792,0.947,0.941,0.911,0.361,0.702,3
proglumide,0.351,0.745,0.89,0.914,0.96,0.708,3
proguanil,0.882,0.847,0.941,0.871,0.892,0.935,3
propafenone,0.728,0.85,0.739,0.81,0.876,0.545,2
propentofylline,0.882,0.885,0.941,0.567,0.541,0.941,3
propranolol,0.934,0.662,0.833,0.952,0.642,0.759,3
protirelin,0.86,0.701,0.796,0.919,0.735,0.862,2
protriptyline,0.9,0.939,0.886,0.826,0.582,0.662,3
prx-08066,0.873,0.959,0.955,0.732,0.985,0.572,3
psi-6130,0.918,0.845,0.765,0.73,0.482,0.711,3
pterostilbene,0.926,0.754,0.842,0.808,0.704,0.319,3
pyrazinamide,0.912,0.886,0.958,0.684,0.71,0.128,3
pyrazinoylguanidine,0.709,0.849,0.699,0.585,0.886,0.841,3
quercetin,0.846,0.92,0.925,0.482,0.127,0.498,3
quetiapine,0.646,0.436,0.022,0.542,0.495,0.16,3
quiflapon,0.742,0.909,0.701,0.919,0.802,0.575,2
quinapril,0.795,0.866,0.913,0.108,0.807,0.9,3
quinidine,0.989,0.999,0.979,0.969,0.957,0.792,6
quizartinib,0.961,0.906,0.974,0.966,0.953,0.899,3
r-428,0.258,0.65,0.367,0.19,0.18,0.001,2
r547,0.036,0.413,0.001,0.0,0.0,0.0,3
rabeprazole,0.925,0.854,0.975,0.959,0.489,0.705,3
racecadotril,0.885,0.907,0.983,0.929,0.377,0.479,3
raclopride,0.489,0.894,0.956,0.904,0.842,0.935,3
radezolid,0.225,0.903,0.925,0.733,0.549,0.697,3
raf265,0.898,0.907,0.407,0.528,0.356,0.593,3
raloxifene,0.755,0.946,0.974,0.72,0.892,0.201,3
raltegravir,0.842,0.962,0.561,0.939,0.846,0.938,4
ramatroban,0.614,0.931,0.951,0.827,0.918,0.741,3
ramelteon,0.513,0.92,0.955,0.873,0.953,0.415,3
ramipril,0.791,0.847,0.958,0.862,0.918,0.855,3
ranitidine,0.519,0.05,0.759,0.698,0.063,0.038,3
ranolazine,0.96,0.9,0.188,0.677,0.765,0.505,3
rasagiline,0.722,0.83,0.668,0.733,0.843,0.213,2
rebamipide,0.679,0.919,0.941,0.714,0.815,0.691,3
reboxetine,0.864,0.839,0.903,0.927,0.831,0.857,3
refametinib,0.834,0.418,0.808,0.329,0.119,0.001,2
regadenoson,0.579,0.842,0.902,0.783,0.864,0.723,2
regorafenib,0.881,0.954,0.828,0.926,0.928,0.0,3
relcovaptan,0.764,0.577,0.993,0.929,0.932,0.448,3
repaglinide,0.526,0.818,0.932,0.493,0.82,0.45,3
reparixin,0.964,0.736,0.731,0.686,0.855,0.919,2
resatorvid,0.871,0.924,0.956,0.561,0.92,0.679,3
reserpine,0.955,0.89,0.769,0.811,0.965,0.879,2
resiquimod,0.616,0.4,0.872,0.849,0.709,0.507,2
resminostat,0.021,0.926,0.542,0.0,0.0,0.0,3
resveratrol,0.665,0.114,0.841,0.774,0.947,0.611,2
retapamulin,0.922,0.961,0.977,0.352,0.855,0.596,3
retigabine,0.643,0.945,0.903,0.873,0.367,0.841,3
rg-7388,0.905,0.937,0.897,0.023,0.0,0.001,2
rg2833,0.848,0.913,0.9,0.68,0.727,0.217,3
rg4733,0.876,0.745,0.913,0.362,0.805,0.374,3
ribavirin,0.906,0.859,0.773,0.936,0.922,0.937,3
rifabutin,0.893,0.961,0.813,0.677,0.365,0.117,3
rifaximin,0.358,0.953,0.757,0.831,0.876,0.58,3
rilmenidine,0.148,0.556,0.248,0.508,0.707,0.216,2
rilpivirine,0.983,0.72,0.714,0.874,0.849,0.364,2
rimantadine,0.924,0.603,0.818,0.907,0.642,0.961,3
rimcazole,0.526,0.858,0.673,0.826,0.755,0.0,3
rimexolone,0.004,0.077,0.0,0.016,0.0,0.031,3
rimonabant,0.28,0.023,0.321,0.677,0.642,0.52,3
riociguat,0.882,0.856,0.7,0.623,0.727,0.788,3
ripasudil,0.512,0.288,0.688,0.981,0.004,0.931,3
risperidone,0.699,0.246,0.153,0.392,0.279,0.421,3
ritodrine,0.872,0.785,0.873,0.944,0.877,0.782,3
rivaroxaban,0.807,0.921,0.963,0.936,0.875,0.965,3
rizatriptan,0.796,0.327,0.784,0.642,0.661,0.06,2
ro-4987655,0.775,0.093,0.033,0.05,0.0,0.001,2
rociletinib,0.458,0.051,0.876,0.459,0.191,0.0,3
rocuronium,0.887,0.967,0.878,0.911,0.96,0.907,3
roflumilast,0.95,0.932,0.981,0.956,0.914,0.749,4
rolipram,0.568,0.722,0.892,0.303,0.561,0.847,3
romidepsin,0.0,0.0,0.0,0.0,0.0,0.0,3
ropinirole,0.873,0.683,0.668,0.851,0.861,0.596,3
roquinimex,0.996,0.995,0.986,0.957,0.975,0.938,4
roscovitine,0.81,0.763,0.486,0.633,0.743,0.082,3
rosiglitazone,0.794,0.878,0.804,0.553,0.835,0.507,3
rosuvastatin,0.943,0.911,0.869,0.905,0.871,0.18,3
rotigotine,0.88,0.41,0.74,0.43,0.902,0.741,3
rottlerin,0.928,0.948,0.969,0.954,0.978,0.979,4
rotundine,0.733,0.403,0.496,0.939,0.907,0.917,3
roxithromycin,0.892,0.913,0.665,0.964,0.62,0.922,3
rs-127445,0.794,0.867,0.836,0.828,0.689,0.473,2
ru-58841,0.76,0.92,0.941,0.926,0.838,0.928,3
rucinol,0.904,0.84,0.919,0.783,0.805,0.736,2
rupatadine,0.958,0.01,0.969,0.026,0.0,0.536,3
rutin,0.918,0.864,0.772,0.511,0.345,0.436,2
s18986,0.93,0.919,0.906,0.826,0.872,0.716,3
safinamide,0.835,0.777,0.805,0.919,0.666,0.739,2
salvinorin-a,0.914,0.944,0.938,0.779,0.591,0.71,3
saquinavir,0.959,0.921,0.907,0.918,0.831,0.787,3
saracatinib,0.886,0.888,0.59,0.597,0.046,0.012,3
sarcosine,0.566,0.604,0.089,0.72,0.635,0.151,3
sasapyrine,0.94,0.94,0.871,0.946,0.761,0.879,3
saxagliptin,0.457,0.94,0.91,0.594,0.907,0.909,3
sb-683698,0.916,0.876,0.897,0.8,0.907,0.424,3
sb-705498,0.951,0.803,0.823,0.803,0.931,0.001,2
sb-743921,0.0,0.017,0.012,0.0,0.001,0.009,3
sb-756050,0.936,0.979,0.245,0.475,0.746,0.438,3
sb-939,0.752,0.443,0.008,0.0,0.0,0.0,3
sc-12267,0.882,0.936,0.715,0.25,0.844,0.64,3
scopolamine,0.961,0.961,0.813,0.821,0.962,0.468,3
sdz-nkt-343,0.758,0.953,0.826,0.852,0.913,0.85,2
secnidazole,0.862,0.422,0.648,0.624,0.586,0.799,3
selamectin,0.88,0.872,0.678,0.093,0.609,0.009,3
selegiline,0.764,0.88,0.902,0.673,0.862,0.619,2
selumetinib,0.223,0.015,0.002,0.003,0.0,0.0,3
semagacestat,0.705,0.193,0.956,0.26,0.85,0.951,3
semaxanib,0.227,0.387,0.421,0.131,0.526,0.63,3
senicapoc,0.657,0.767,0.93,0.701,0.81,0.79,3
seocalcitol,0.885,0.32,0.841,0.791,0.595,0.226,3
sep-227900,0.975,0.852,0.958,0.442,0.546,0.837,3
sertaconazole,0.801,0.813,0.372,0.9,0.707,0.181,2
sertindole,0.786,0.791,0.845,0.467,0.027,0.0,3
sertraline,0.162,0.463,0.464,0.585,0.153,0.0,3
setiptiline,0.197,0.802,0.743,0.61,0.773,0.793,3
sgi-1776,0.961,0.958,0.619,0.071,0.365,0.0,3
siguazodan,0.963,0.948,0.944,0.832,0.971,0.869,3
sildenafil,0.704,0.487,0.918,0.861,0.749,0.89,2
simeprevir,0.909,0.225,0.72,0.537,0.027,0.012,3
simvastatin,0.846,0.876,0.931,0.888,0.921,0.132,3
sirolimus,0.01,0.02,0.188,0.048,0.277,0.013,2
sk&f-10047-(+),0.847,0.963,0.3,0.929,0.861,0.339,3
snx-2112,0.856,0.824,0.234,0.0,0.0,0.0,3
sobetirome,0.907,0.32,0.747,0.577,0.709,0.957,3
sodium-gualenate,0.983,0.499,0.8,0.392,0.849,0.778,3
sodium-tanshinone-ii-a-sulfonate,0.864,0.609,0.704,0.116,0.9,0.794,3
sofalcone,0.75,0.948,0.941,0.851,0.92,0.752,3
sofosbuvir,0.876,0.957,0.93,0.0,0.872,0.62,3
solifenacin-succinate,0.925,0.891,0.849,0.884,0.909,0.207,3
sorbinil,0.674,0.862,0.904,0.731,0.802,0.928,2
sorbitol,0.834,0.941,0.903,0.88,0.953,0.89,3
sotalol,0.906,0.925,0.082,0.491,0.862,0.844,3
sotrastaurin,0.447,0.923,0.813,0.71,0.602,0.023,3
sparfloxacin,0.735,0.693,0.652,0.526,0.14,0.895,3
spironolactone,0.601,0.8,0.731,0.294,0.753,0.057,3
sr-2640,0.864,0.226,0.888,0.851,0.404,0.635,3
sr-33805,0.834,0.916,0.895,0.906,0.872,0.01,3
sta-5326,0.551,0.428,0.005,0.0,0.0,0.005,3
stavudine,0.839,0.655,0.972,0.881,0.797,0.308,3
su014813,0.592,0.877,0.904,0.442,0.91,0.633,2
sulbactam,0.969,0.277,0.941,0.755,0.931,0.841,3
sulbutiamine,0.587,0.877,0.615,0.355,0.845,0.01,3
sulfafurazole,0.791,0.919,0.927,0.936,0.243,0.928,3
sulfasalazine,0.784,0.549,0.859,0.795,0.846,0.826,2
sulforaphane,0.904,0.928,0.964,0.858,0.804,0.437,2
sumatriptan,0.557,0.639,0.721,0.767,0.92,0.915,3
sunitinib,0.143,0.583,0.189,0.001,0.001,0.0,3
suprofen,0.886,0.613,0.961,0.771,0.194,0.055,3
suvorexant,0.949,0.939,0.958,0.952,0.838,0.832,3
swainsonine,0.685,0.711,0.689,0.588,0.205,0.085,3
t-5224,0.969,0.897,0.959,0.951,0.838,0.498,3
tacalcitol,0.626,0.672,0.725,0.785,0.323,0.602,3
tacedinaline,0.299,0.655,0.239,0.597,0.305,0.0,2
tacrine,0.526,0.944,0.72,0.884,0.926,0.773,3
tacrolimus,0.93,0.926,0.918,0.656,0.842,0.313,2
tadalafil,0.975,0.828,0.972,0.927,0.914,0.924,3
tafamidis-meglumine,0.949,0.862,0.87,0.871,0.809,0.266,3
tagatose,0.312,0.916,0.759,0.958,0.381,0.862,2
tak-285,0.856,0.889,0.8,0.482,0.402,0.415,3
tak-733,0.0,0.0,0.0,0.0,0.0,0.0,3
tak-875,0.882,0.906,0.838,0.677,0.95,0.767,3
taladegib,0.904,0.71,0.897,0.69,0.68,0.487,2
talazoparib,0.918,0.856,0.666,0.819,0.804,0.642,2
talinolol,0.882,0.895,0.89,0.884,0.701,0.855,3
talmapimod,0.967,0.851,0.707,0.951,0.561,0.825,3
talnetant,0.856,0.846,0.383,0.807,0.95,0.642,3
taltirelin,0.914,0.19,0.741,0.906,0.866,0.117,3
tamibarotene,0.616,0.491,0.044,0.662,0.509,0.551,3
tamoxifen,0.946,0.798,0.898,0.886,0.93,0.696,2
tamsulosin,0.773,0.929,0.931,0.065,0.965,0.632,2
tanaproget,0.971,0.818,0.459,0.598,0.677,0.375,3
taranabant,0.661,0.473,0.364,0.509,0.54,0.687,3
targinine,0.937,0.914,0.757,0.191,0.868,0.796,3
tas-103,0.001,0.0,0.0,0.0,0.0,0.0,3
taselisib,0.969,0.675,0.348,0.157,0.247,0.01,3
tasisulam,0.81,0.958,0.755,0.753,0.965,0.723,3
tasquinimod,0.166,0.934,0.131,0.543,0.492,0.376,3
tazobactam,0.864,0.18,0.918,0.926,0.226,0.452,3
tebipenem,0.792,0.838,0.792,0.934,0.905,0.732,2
tecastemizole,0.961,0.955,0.842,0.763,0.87,0.941,3
tedizolid,0.923,0.878,0.775,0.634,0.825,0.447,3
tegobuvir,0.923,0.756,0.766,0.932,0.831,0.68,3
telatinib,0.904,0.937,0.883,0.834,0.85,0.923,2
telbivudine,0.892,0.963,0.486,0.945,0.52,0.507,3
telcagepant,0.563,0.896,0.796,0.942,0.673,0.251,3
telmesteine,0.849,0.558,0.963,0.785,0.92,0.009,3
telmisartan,0.918,0.617,0.804,0.905,0.778,0.52,2
telotristat,0.728,0.823,0.91,0.866,0.771,0.756,2
temazepam,0.865,0.946,0.959,0.919,0.736,0.966,3
temozolomide,0.721,0.9,0.813,0.918,0.452,0.017,3
temsirolimus,0.416,0.302,0.151,0.01,0.005,0.116,3
teneligliptin,0.88,0.924,0.21,0.976,0.881,0.945,3
tenidap,0.88,0.751,0.017,0.859,0.762,0.489,2
terbinafine,0.834,0.853,0.656,0.752,0.565,0.497,3
teroxirone,0.825,0.862,0.378,0.915,0.746,0.368,2
tesaglitazar,0.965,0.81,0.79,0.686,0.699,0.715,2
testosterone,0.918,0.789,0.792,0.541,0.828,0.576,3
tetrabenazine,0.834,0.871,0.839,0.866,0.946,0.839,2
tetracaine,0.921,0.642,0.967,0.951,0.597,0.79,3
tetrahydrouridine,0.928,0.85,0.802,0.0,0.74,0.515,2
tetrindole,0.468,0.815,0.324,0.609,0.11,0.333,2
tg-100801,0.797,0.595,0.676,0.36,0.077,0.595,2
thalidomide,0.854,0.84,0.911,0.59,0.413,0.88,2
theobromine,0.242,0.8,0.806,0.461,0.81,0.799,3
theophylline,0.676,0.918,0.951,0.926,0.872,0.928,3
thiocolchicoside,0.893,0.9,0.956,0.896,0.628,0.766,3
thioctic-acid,0.961,0.619,0.404,0.72,0.453,0.869,3
thioguanine,0.906,0.961,0.812,0.77,0.12,0.009,3
thiomersal,0.887,0.666,0.877,0.645,0.0,0.0,3
thioridazine,0.855,0.867,0.879,0.683,0.725,0.017,2
thiothixene,0.84,0.716,0.906,0.862,0.288,0.0,3
tiagabine,0.689,0.889,0.648,0.559,0.838,0.117,3
tiapride,0.934,0.886,0.972,0.61,0.907,0.799,3
tic10,0.847,0.896,0.633,0.575,0.92,0.218,3
ticagrelor,0.871,0.91,0.933,0.783,0.735,0.557,2
ticlopidine,0.885,0.792,0.931,0.944,0.937,0.887,3
tiludronate,0.401,0.446,0.987,0.929,0.261,0.698,3
timolol,0.846,0.916,0.942,0.676,0.955,0.328,3
timonacic,0.348,0.958,0.97,0.599,0.892,0.252,3
tioconazole,0.595,0.585,0.463,0.352,0.828,0.013,3
tioguanine,0.852,0.776,0.855,0.746,0.045,0.005,2
tipiracil,0.356,0.127,0.037,0.432,0.448,0.516,3
tirasemtiv,0.713,0.711,0.105,0.633,0.405,0.736,3
tirofiban,0.955,0.934,0.583,0.729,0.918,0.527,3
tivantinib,0.939,0.799,0.967,0.232,0.001,0.002,3
tivozanib,0.624,0.856,0.267,0.193,0.309,0.166,3
tizanidine,0.958,0.911,0.942,0.964,0.783,0.874,3
tobramycin,0.776,0.075,0.598,0.807,0.872,0.437,3
tofacitinib,0.691,0.905,0.325,0.019,0.002,0.599,2
tolazamide,0.851,0.722,0.645,0.468,0.743,0.086,3
tolbutamide,0.907,0.903,0.923,0.933,0.95,0.658,3
tolcapone,0.846,0.643,0.941,0.958,0.714,0.348,3
tolfenamic-acid,0.963,0.702,0.906,0.792,0.855,0.733,3
tolnaftate,0.818,0.868,0.728,0.8,0.652,0.004,3
tolperisone,0.885,0.301,0.733,0.861,0.661,0.839,2
tolvaptan,0.902,0.8,0.951,0.509,0.173,0.454,3
topiramate,0.905,0.861,0.772,0.834,0.714,0.827,2
torasemide,0.851,0.708,0.648,0.96,0.527,0.819,3
torcetrapib,0.961,0.911,0.956,0.834,0.998,0.506,3
torcitabine,0.963,0.866,0.934,0.793,0.914,0.767,3
tosedostat,0.602,0.783,0.131,0.416,0.329,0.056,3
tozasertib,0.578,0.769,0.132,0.583,0.066,0.841,3
tracazolate,0.866,0.814,0.924,0.504,0.842,0.555,3
tramiprosate,0.918,0.786,0.424,0.472,0.404,0.687,3
tranilast,0.646,0.955,0.686,0.246,0.834,0.805,3
trapidil,0.864,0.729,0.712,0.64,0.823,0.845,3
travoprost,0.806,0.874,0.57,0.677,0.647,0.752,3
trazodone,0.775,0.603,0.89,0.873,0.921,0.869,3
trehalose,0.7,0.558,0.889,0.191,0.066,0.304,3
triamcinolone,0.588,0.941,0.103,0.081,0.0,0.016,3
triamcinolone-acetonide,0.126,0.015,0.495,0.008,0.005,0.018,3
triamterene,0.938,0.737,0.478,0.845,0.609,0.093,3
triclabendazole,0.822,0.929,0.406,0.746,0.638,0.33,2
triclosan,0.881,0.814,0.953,0.373,0.868,0.0,3
triflupromazine,0.871,0.815,0.906,0.753,0.81,0.345,3
trifluridine,0.786,0.911,0.398,0.098,0.004,0.0,3
trilostane,0.567,0.952,0.557,0.895,0.831,0.89,3
trimebutine,0.838,0.7,0.51,0.589,0.248,0.58,3
trimetazidine,0.979,0.693,0.981,0.952,0.81,0.915,3
trimethoprim,0.943,0.914,0.902,0.759,0.854,0.662,2
trimipramine,0.596,0.756,0.458,0.817,0.633,0.186,3
triptorelin,0.79,0.862,0.898,0.856,0.795,0.439,2
troglitazone,0.402,0.359,0.283,0.561,0.213,0.012,3
trovafloxacin,0.893,0.866,0.931,0.717,0.868,0.199,3
tyrphostin-1,0.696,0.889,0.956,0.651,0.618,0.868,3
uk-383367,0.949,0.911,0.972,0.536,0.933,0.255,3
ulipristal,0.631,0.961,0.869,0.005,0.408,0.903,2
umeclidinium,0.838,0.851,0.884,0.851,0.71,0.433,2
urapidil,0.826,0.925,0.074,0.944,0.704,0.767,3
ursodeoxycholyltaurine,0.887,0.854,0.6,0.464,0.54,0.572,3
ursodiol,0.675,0.8,0.806,0.788,0.953,0.742,3
ursolic-acid,0.926,0.574,0.868,0.282,0.705,0.515,2
valdecoxib,0.628,0.6,0.179,0.502,0.601,0.953,3
valproic-acid,0.88,0.617,0.707,0.918,0.779,0.659,3
valrubicin,0.846,0.794,0.031,0.008,0.0,0.0,3
valsartan,0.834,0.961,0.987,0.951,0.978,0.777,3
vandetanib,0.616,0.411,0.421,0.821,0.645,0.036,3
vanoxerine,0.958,0.578,0.694,0.641,0.03,0.679,3
vardenafil,0.762,0.589,0.089,0.346,0.629,0.479,3
varenicline,0.966,0.919,0.803,0.893,0.902,0.743,3
varespladib,0.904,0.862,0.655,0.94,0.811,0.207,2
veliparib,0.049,0.557,0.698,0.564,0.42,0.491,3
vemurafenib,0.759,0.825,0.958,0.912,0.828,0.693,3
venlafaxine,0.896,0.857,0.127,0.084,0.929,0.801,3
verapamil,0.906,0.948,0.452,0.647,0.837,0.926,3
vgx-1027,0.873,0.643,0.307,0.8,0.835,0.895,3
vicriviroc,0.906,0.941,0.974,0.886,0.781,0.989,3
vidarabine,0.076,0.558,0.727,0.308,0.752,0.495,3
vilazodone,0.861,0.955,0.743,0.856,0.601,0.889,3
vinpocetine,0.256,0.266,0.036,0.731,0.673,0.067,3
vismodegib,0.795,0.903,0.932,0.919,0.92,0.669,3
voglibose,0.923,0.919,0.693,0.976,0.939,0.711,3
volasertib,0.0,0.001,0.005,0.0,0.0,0.0,3
voreloxin,0.874,0.888,0.942,0.352,0.932,0.821,3
voriconazole,0.748,0.556,0.828,0.952,0.924,0.723,3
vortioxetine,0.352,0.812,0.483,0.621,0.71,0.0,3
voxtalisib,0.977,0.929,0.956,0.771,0.488,0.0,3
vt-464,0.29,0.907,0.958,0.926,0.74,0.782,3
vtp-27999,0.56,0.907,0.878,0.873,0.765,0.58,3
vx-222,0.773,0.543,0.886,0.202,0.561,0.58,3
vx-661,0.261,0.789,0.624,0.423,0.323,0.425,2
vx-765,0.165,0.876,0.951,0.896,0.959,0.856,3
vx-809,0.922,0.319,0.558,0.831,0.709,0.368,2
xaliproden,0.854,0.796,0.828,0.904,0.542,0.804,2
xbd173,0.934,0.974,0.956,0.939,0.176,0.757,3
xl888,0.014,0.0,0.0,0.0,0.0,0.0,3
yohimbine,0.77,0.83,0.859,0.68,0.767,0.837,2
z160,0.834,0.954,0.91,0.418,0.761,0.527,3
zafirlukast,0.971,0.756,0.938,0.877,0.771,0.642,2
zalcitabine,0.875,0.903,0.972,0.943,0.76,0.847,3
zaldaride,0.925,0.876,0.981,0.505,0.852,0.0,3
zaleplon,0.896,0.825,0.937,0.914,0.76,0.469,3
zaprinast,0.593,0.756,0.865,0.471,0.705,0.456,2
zardaverine,0.28,0.769,0.766,0.664,0.852,0.889,3
zd-7114,0.871,0.786,0.009,0.79,0.698,0.001,2
zidovudine,0.566,0.313,0.454,0.605,0.323,0.469,3
ziprasidone,0.874,0.885,0.49,0.709,0.526,0.701,2
zk-200775,0.961,0.789,0.713,0.861,0.938,0.852,2
zk811752,0.468,0.849,0.784,0.569,0.049,0.004,2
zofenopril-calcium,0.466,0.895,0.636,0.783,0.898,0.854,2
zolpidem,0.918,0.662,0.84,0.286,0.78,0.75,2
zonisamide,0.843,0.545,0.815,0.949,0.761,0.759,2
zosuquidar,0.846,0.858,0.695,0.692,0.827,0.67,3
