compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
dimesna	2	1.11 uM	0.583	-0.0108978348065887	L1000	non_spherized	all_data
diminazene-aceturate	2	1.11 uM	0.288	0.042081594722263	L1000	non_spherized	all_data
dinaciclib	3	1.11 uM	0.0	0.7482154416420818	L1000	non_spherized	all_data
diosmin	3	1.11 uM	0.312	0.0196428535962334	L1000	non_spherized	all_data
diphenidol	3	1.11 uM	0.01	0.1453228357180137	L1000	non_spherized	all_data
dipraglurant	2	1.11 uM	0.463	0.0106646377840371	L1000	non_spherized	all_data
disopyramide	3	1.11 uM	0.007	0.1734816119178393	L1000	non_spherized	all_data
disulfiram	3	1.11 uM	0.07	0.076475667257234	L1000	non_spherized	all_data
dmp-777	3	1.11 uM	0.184	0.042751529608005	L1000	non_spherized	all_data
docetaxel	3	1.11 uM	0.0	0.3059478980673608	L1000	non_spherized	all_data
dofequidar	3	1.11 uM	0.785	-0.0446261495380868	L1000	non_spherized	all_data
donepezil	2	1.11 uM	0.453	0.0125463617154347	L1000	non_spherized	all_data
donitriptan	3	1.11 uM	0.109	0.0607171536913965	L1000	non_spherized	all_data
dopamine	3	1.11 uM	0.057	0.0839954743975703	L1000	non_spherized	all_data
doramapimod	2	1.11 uM	0.04	0.1647577256757429	L1000	non_spherized	all_data
dorzolamide	3	1.11 uM	0.307	0.0201695328499309	L1000	non_spherized	all_data
doxapram	3	1.11 uM	0.013	0.1366347766615595	L1000	non_spherized	all_data
doxazosin	2	1.11 uM	0.994	-0.2222775783678958	L1000	non_spherized	all_data
doxepin	2	1.11 uM	0.247	0.0546968607641738	L1000	non_spherized	all_data
doxifluridine	2	1.11 uM	0.306	0.039006122789039	L1000	non_spherized	all_data
doxofylline	3	1.11 uM	0.108	0.0620070405011562	L1000	non_spherized	all_data
doxorubicin	3	1.11 uM	0.0	0.6788720929131165	L1000	non_spherized	all_data
doxycycline-hyclate	2	1.11 uM	0.527	-0.0004090530239156	L1000	non_spherized	all_data
dpcpx	3	1.11 uM	0.058	0.0815767288995062	L1000	non_spherized	all_data
dpi-201106	3	1.11 uM	0.21	0.0375274438041866	L1000	non_spherized	all_data
dronedarone	3	1.11 uM	0.202	0.0382084522797157	L1000	non_spherized	all_data
droperidol	3	1.11 uM	0.01	0.1418517742809268	L1000	non_spherized	all_data
drospirenone	3	1.11 uM	0.026	0.1062929330860728	L1000	non_spherized	all_data
du-728	3	1.11 uM	0.237	0.0318637177898779	L1000	non_spherized	all_data
duloxetine	3	1.11 uM	0.062	0.0797184625071146	L1000	non_spherized	all_data
dutasteride	3	1.11 uM	0.074	0.07273686534535	L1000	non_spherized	all_data
e-2012	3	1.11 uM	0.415	0.0050483602053053	L1000	non_spherized	all_data
ebselen	3	1.11 uM	0.51	-0.0054266799466997	L1000	non_spherized	all_data
econazole	3	1.11 uM	0.097	0.0678763215100874	L1000	non_spherized	all_data
edoxaban	3	1.11 uM	0.575	-0.0129709579033648	L1000	non_spherized	all_data
edoxudine	3	1.11 uM	0.466	-0.0003124022715592	L1000	non_spherized	all_data
efaproxiral	3	1.11 uM	0.199	0.0386609282350957	L1000	non_spherized	all_data
efavirenz	3	1.11 uM	0.325	0.0176566461226515	L1000	non_spherized	all_data
eflornithine	3	1.11 uM	0.099	0.0666467913661026	L1000	non_spherized	all_data
elesclomol	3	1.11 uM	0.312	0.0196250703290745	L1000	non_spherized	all_data
emd-53998	3	1.11 uM	0.414	0.0053003223679978	L1000	non_spherized	all_data
emedastine	2	1.11 uM	0.336	0.0326319359286414	L1000	non_spherized	all_data
emtricitabine	3	1.11 uM	0.106	0.0637800726172778	L1000	non_spherized	all_data
enalapril	3	1.11 uM	0.101	0.0656036652964116	L1000	non_spherized	all_data
enoxacin	2	1.11 uM	0.488	0.006793431971039	L1000	non_spherized	all_data
entecavir	2	1.11 uM	0.469	0.0100065834497186	L1000	non_spherized	all_data
enzalutamide	3	1.11 uM	0.178	0.0445755825125785	L1000	non_spherized	all_data
eperezolid	3	1.11 uM	0.01	0.1464732994736467	L1000	non_spherized	all_data
epinastine	3	1.11 uM	0.103	0.0652808875928921	L1000	non_spherized	all_data
epinephrine	3	1.11 uM	0.437	0.0028983214032227	L1000	non_spherized	all_data
epirizole	3	1.11 uM	0.053	0.0878515631620999	L1000	non_spherized	all_data
epirubicin	3	1.11 uM	0.0	0.366340309221238	L1000	non_spherized	all_data
epitiostanol	4	1.11 uM	0.064	0.061578245954005	L1000	non_spherized	all_data
epothilone-b	3	1.11 uM	0.0	0.3998942082523731	L1000	non_spherized	all_data
equol	3	1.11 uM	0.14	0.0521561502998732	L1000	non_spherized	all_data
ercalcitriol	3	1.11 uM	0.073	0.0732201623706653	L1000	non_spherized	all_data
erlotinib	3	1.11 uM	0.019	0.1187698049275032	L1000	non_spherized	all_data
erteberel	3	1.11 uM	0.018	0.1269018993265717	L1000	non_spherized	all_data
erythromycin	6	1.11 uM	0.188	0.0232247468602125	L1000	non_spherized	all_data
escitalopram	3	1.11 uM	0.041	0.0944839949938088	L1000	non_spherized	all_data
esmolol	3	1.11 uM	0.263	0.0279685616277221	L1000	non_spherized	all_data
estramustine	3	1.11 uM	0.351	0.0137660061509589	L1000	non_spherized	all_data
estrone	3	1.11 uM	0.371	0.0107286995712384	L1000	non_spherized	all_data
etacrynic-acid	3	1.11 uM	0.443	0.0021136055601374	L1000	non_spherized	all_data
etanidazole	2	1.11 uM	0.192	0.0716882451684825	L1000	non_spherized	all_data
etazolate	3	1.11 uM	0.754	-0.0374300018628712	L1000	non_spherized	all_data
ethinyl-estradiol	3	1.11 uM	0.099	0.0665951676492911	L1000	non_spherized	all_data
ethylenediaminetetraacetic-acid	3	1.11 uM	0.146	0.0510071539869803	L1000	non_spherized	all_data
etizolam	3	1.11 uM	0.16	0.0480797375910656	L1000	non_spherized	all_data
etodolac	3	1.11 uM	0.135	0.0529790456867841	L1000	non_spherized	all_data
etofylline-clofibrate	3	1.11 uM	0.169	0.0459651011184954	L1000	non_spherized	all_data
etomidate	3	1.11 uM	0.296	0.0229637064412128	L1000	non_spherized	all_data
etomoxir	3	1.11 uM	0.01	0.1495472376345041	L1000	non_spherized	all_data
etoricoxib	3	1.11 uM	0.454	0.0011245088230301	L1000	non_spherized	all_data
etravirine	3	1.11 uM	0.068	0.0777545254030216	L1000	non_spherized	all_data
eugenol	3	1.11 uM	0.556	-0.011255510440218	L1000	non_spherized	all_data
everolimus	2	1.11 uM	0.0	0.3140761322624938	L1000	non_spherized	all_data
evp-6124	3	1.11 uM	0.414	0.0053156627694643	L1000	non_spherized	all_data
exalamide	3	1.11 uM	0.265	0.0272360658354499	L1000	non_spherized	all_data
exherin	2	1.11 uM	0.336	0.0329280941903473	L1000	non_spherized	all_data
fadrozole	3	1.11 uM	0.057	0.082226210913938	L1000	non_spherized	all_data
famciclovir	3	1.11 uM	0.265	0.0273745128598746	L1000	non_spherized	all_data
famotidine	3	1.11 uM	0.334	0.0163851779327972	L1000	non_spherized	all_data
faropenem	3	1.11 uM	0.233	0.0326281834045985	L1000	non_spherized	all_data
fasudil	2	1.11 uM	0.024	0.1847139895324889	L1000	non_spherized	all_data
favipiravir	3	1.11 uM	0.359	0.0127430463900481	L1000	non_spherized	all_data
febuxostat	2	1.11 uM	0.037	0.1693238156511992	L1000	non_spherized	all_data
felodipine	3	1.11 uM	0.265	0.0273289109317813	L1000	non_spherized	all_data
fenobam	2	1.11 uM	0.305	0.0393320896591474	L1000	non_spherized	all_data
fenoterol	3	1.11 uM	0.01	0.1472222866229812	L1000	non_spherized	all_data
fenticonazole	3	1.11 uM	0.451	0.0013924556994084	L1000	non_spherized	all_data
fexofenadine	3	1.11 uM	0.021	0.1154021379100721	L1000	non_spherized	all_data
fiacitabine	3	1.11 uM	0.163	0.0474914307894187	L1000	non_spherized	all_data
fidarestat	3	1.11 uM	0.418	0.0046560037502768	L1000	non_spherized	all_data
fidaxomicin	2	1.11 uM	0.248	0.0530975842303448	L1000	non_spherized	all_data
filgotinib	3	1.11 uM	0.024	0.1114543783548648	L1000	non_spherized	all_data
fipronil	2	1.11 uM	0.226	0.0623509825639954	L1000	non_spherized	all_data
firategrast	3	1.11 uM	0.009	0.1582698382584004	L1000	non_spherized	all_data
flavoxate	2	1.11 uM	0.044	0.1572728691325025	L1000	non_spherized	all_data
flecainide	3	1.11 uM	0.008	0.1627947946957808	L1000	non_spherized	all_data
fluconazole	3	1.11 uM	0.183	0.0428730117012894	L1000	non_spherized	all_data
fludarabine-phosphate	3	1.11 uM	0.534	-0.0084407864130168	L1000	non_spherized	all_data
fludroxycortide	3	1.11 uM	0.002	0.2528734708082123	L1000	non_spherized	all_data
flumatinib	3	1.11 uM	0.459	0.0006818358391282	L1000	non_spherized	all_data
flumazenil	3	1.11 uM	0.128	0.0555569359337983	L1000	non_spherized	all_data
fluorometholone	2	1.11 uM	0.0	0.4492422454658366	L1000	non_spherized	all_data
fluorouracil	3	1.11 uM	0.068	0.0776576576696609	L1000	non_spherized	all_data
fluphenazine	3	1.11 uM	0.103	0.0650777840044012	L1000	non_spherized	all_data
fluspirilene	2	1.11 uM	0.275	0.0456772629797229	L1000	non_spherized	all_data
fluticasone	3	1.11 uM	0.0	0.4069837819271248	L1000	non_spherized	all_data
flutrimazole	3	1.11 uM	0.264	0.0275789289556189	L1000	non_spherized	all_data
fluvoxamine	3	1.11 uM	0.178	0.0443535059830645	L1000	non_spherized	all_data
folic-acid	3	1.11 uM	0.425	0.004044882043343	L1000	non_spherized	all_data
fomepizole	3	1.11 uM	0.214	0.0361246224466514	L1000	non_spherized	all_data
fomocaine	3	1.11 uM	0.194	0.0406343412955447	L1000	non_spherized	all_data
formestane	3	1.11 uM	0.017	0.1280253380763102	L1000	non_spherized	all_data
formoterol	2	1.11 uM	0.487	0.0070997659651266	L1000	non_spherized	all_data
forskolin	3	1.11 uM	0.009	0.1539204770369216	L1000	non_spherized	all_data
fosfomycin	2	1.11 uM	0.367	0.02722577352995	L1000	non_spherized	all_data
fostamatinib	3	1.11 uM	0.008	0.1646388293871223	L1000	non_spherized	all_data
fpl-62064	3	1.11 uM	0.073	0.0735103016933415	L1000	non_spherized	all_data
ftorafur	3	1.11 uM	0.169	0.0460338159654169	L1000	non_spherized	all_data
fulvestrant	4	1.11 uM	0.756	-0.0225031187744742	L1000	non_spherized	all_data
fusidic-acid	3	1.11 uM	0.283	0.0249860284455491	L1000	non_spherized	all_data
gabapentin	3	1.11 uM	0.103	0.0652647630928229	L1000	non_spherized	all_data
ganaxolone	3	1.11 uM	0.556	-0.0112682536810451	L1000	non_spherized	all_data
gatifloxacin	3	1.11 uM	0.124	0.0577877744447523	L1000	non_spherized	all_data
gdc-0068	2	1.11 uM	0.134	0.0918369019688094	L1000	non_spherized	all_data
gdc-0152	3	1.11 uM	0.007	0.179993474591389	L1000	non_spherized	all_data
gdc-0199	3	1.11 uM	0.213	0.036568210329626	L1000	non_spherized	all_data
gdc-0834	3	1.11 uM	0.07	0.0749436199254389	L1000	non_spherized	all_data
gefitinib	3	1.11 uM	0.309	0.0198859158426672	L1000	non_spherized	all_data
gemcitabine	3	1.11 uM	0.0	0.3935919748574398	L1000	non_spherized	all_data
gemfibrozil	3	1.11 uM	0.227	0.0337046371052481	L1000	non_spherized	all_data
gemifloxacin	3	1.11 uM	0.287	0.0239151467294495	L1000	non_spherized	all_data
genz-644282	3	1.11 uM	0.0	0.5822034799481101	L1000	non_spherized	all_data
gimeracil	3	1.11 uM	0.234	0.0320418768154089	L1000	non_spherized	all_data
ginkgolide-b	3	1.11 uM	0.026	0.1059449099780784	L1000	non_spherized	all_data
glasdegib	3	1.11 uM	0.011	0.1412642998340759	L1000	non_spherized	all_data
glimepiride	3	1.11 uM	0.13	0.0545532232033626	L1000	non_spherized	all_data
glipizide	3	1.11 uM	0.089	0.0689385454964499	L1000	non_spherized	all_data
gliquidone	3	1.11 uM	0.009	0.1524724867427076	L1000	non_spherized	all_data
glycitein	3	1.11 uM	0.01	0.1429172885303454	L1000	non_spherized	all_data
glycopyrrolate	3	1.11 uM	0.023	0.1131347996987531	L1000	non_spherized	all_data
golvatinib	3	1.11 uM	0.215	0.0359272841834438	L1000	non_spherized	all_data
goserelin-acetate	3	1.11 uM	0.024	0.1083839724605362	L1000	non_spherized	all_data
granisetron	2	1.11 uM	0.395	0.0231432819593518	L1000	non_spherized	all_data
grazoprevir	3	1.11 uM	0.322	0.0181774629430592	L1000	non_spherized	all_data
griseofulvin	3	1.11 uM	0.237	0.0317733792197102	L1000	non_spherized	all_data
gsk1292263	2	1.11 uM	0.426	0.0179720017045677	L1000	non_spherized	all_data
gsk256066	3	1.11 uM	0.143	0.0516190389862969	L1000	non_spherized	all_data
gsk2636771	2	1.11 uM	0.039	0.1668255952857437	L1000	non_spherized	all_data
guanabenz	3	1.11 uM	0.133	0.0539038009904027	L1000	non_spherized	all_data
guanadrel	3	1.11 uM	0.717	-0.0311418483372556	L1000	non_spherized	all_data
guanethidine	2	1.11 uM	0.255	0.0508554103455669	L1000	non_spherized	all_data
gw842166	3	1.11 uM	0.814	-0.0505471083573506	L1000	non_spherized	all_data
halcinonide	3	1.11 uM	0.005	0.2117809775532829	L1000	non_spherized	all_data
haloperidol	3	1.11 uM	0.024	0.1113413899140089	L1000	non_spherized	all_data
hc-030031	3	1.11 uM	0.01	0.1496282870329708	L1000	non_spherized	all_data
hesperidin	3	1.11 uM	0.222	0.0349603310789606	L1000	non_spherized	all_data
hexachlorophene	3	1.11 uM	0.007	0.1759514839005055	L1000	non_spherized	all_data
histamine	4	1.11 uM	0.067	0.0600508685537134	L1000	non_spherized	all_data
homochlorcyclizine	3	1.11 uM	0.249	0.030372271470592	L1000	non_spherized	all_data
homoharringtonine	2	1.11 uM	0.0	0.7114497254769584	L1000	non_spherized	all_data
hydrocortisone	2	1.11 uM	0.0	0.3320095455307214	L1000	non_spherized	all_data
hydroxyurea	3	1.11 uM	0.069	0.0768407205033062	L1000	non_spherized	all_data
hymecromone	2	1.11 uM	0.032	0.1729139701278542	L1000	non_spherized	all_data
hypericin	3	1.11 uM	0.231	0.032843949257174	L1000	non_spherized	all_data
ib-meca	3	1.11 uM	0.125	0.0570501765846749	L1000	non_spherized	all_data
ibrutinib	3	1.11 uM	0.008	0.1667975610632325	L1000	non_spherized	all_data
ibudilast	3	1.11 uM	0.089	0.069028877167839	L1000	non_spherized	all_data
ibuprofen	3	1.11 uM	0.312	0.0196358668558293	L1000	non_spherized	all_data
ibutamoren	3	1.11 uM	0.257	0.0293125065480804	L1000	non_spherized	all_data
ici-162846	3	1.11 uM	0.041	0.0937347700013974	L1000	non_spherized	all_data
ici-185,282	3	1.11 uM	0.474	-0.0017675459575532	L1000	non_spherized	all_data
ici-192605	3	1.11 uM	0.237	0.0317957723002911	L1000	non_spherized	all_data
idalopirdine	3	1.11 uM	0.019	0.1186257174670917	L1000	non_spherized	all_data
idelalisib	3	1.11 uM	0.261	0.0285012836051077	L1000	non_spherized	all_data
idoxuridin	3	1.11 uM	0.014	0.1338066886717651	L1000	non_spherized	all_data
iguratimod	2	1.11 uM	0.176	0.0763555249524922	L1000	non_spherized	all_data
ilomastat	3	1.11 uM	0.734	-0.0341840784748776	L1000	non_spherized	all_data
imexon	3	1.11 uM	0.005	0.218359137458259	L1000	non_spherized	all_data
imiloxan	3	1.11 uM	0.056	0.0856277770169234	L1000	non_spherized	all_data
imipramine	3	1.11 uM	0.127	0.0561203297892715	L1000	non_spherized	all_data
imiquimod	2	1.11 uM	0.806	-0.0589151772330906	L1000	non_spherized	all_data
indacaterol	3	1.11 uM	0.01	0.1514262930347171	L1000	non_spherized	all_data
indapamide	3	1.11 uM	0.007	0.1728039438569862	L1000	non_spherized	all_data
indibulin	3	1.11 uM	0.01	0.1463648052961768	L1000	non_spherized	all_data
indinavir	3	1.11 uM	0.027	0.1033206473387699	L1000	non_spherized	all_data
indiplon	3	1.11 uM	0.171	0.0450905478596188	L1000	non_spherized	all_data
indirubin	2	1.11 uM	0.129	0.094069458515985	L1000	non_spherized	all_data
indobufen	3	1.11 uM	0.169	0.046024922901754	L1000	non_spherized	all_data
indole	4	1.11 uM	0.292	0.0196734635397165	L1000	non_spherized	all_data
indoprofen	3	1.11 uM	0.126	0.0565650843708672	L1000	non_spherized	all_data
indoramin	2	1.11 uM	0.552	-0.004424803568803	L1000	non_spherized	all_data
ingenol-mebutate	3	1.11 uM	0.0	0.4272551117096581	L1000	non_spherized	all_data
inosine	3	1.11 uM	0.035	0.0988227309984261	L1000	non_spherized	all_data
iowh032	3	1.11 uM	0.18	0.0442581285454205	L1000	non_spherized	all_data
ipratropium	2	1.11 uM	0.107	0.1031296707731499	L1000	non_spherized	all_data
ipriflavone	3	1.11 uM	0.401	0.0071774392419476	L1000	non_spherized	all_data
irinotecan	3	1.11 uM	0.16	0.0482916679596149	L1000	non_spherized	all_data
isbufylline	3	1.11 uM	0.463	-0.0001294291961426	L1000	non_spherized	all_data
isoconazole	3	1.11 uM	0.076	0.0720757545602504	L1000	non_spherized	all_data
isosorbide	3	1.11 uM	0.088	0.0697248766672579	L1000	non_spherized	all_data
isradipine	2	1.11 uM	0.085	0.1152385015258811	L1000	non_spherized	all_data
istaroxime	2	1.11 uM	0.093	0.1106339302674116	L1000	non_spherized	all_data
itopride	3	1.11 uM	0.263	0.0280795552051325	L1000	non_spherized	all_data
ivabradine	3	1.11 uM	0.474	-0.0020353937457411	L1000	non_spherized	all_data
ivacaftor	3	1.11 uM	0.49	-0.0038339930487564	L1000	non_spherized	all_data
ivermectin	3	1.11 uM	0.01	0.1495629366785071	L1000	non_spherized	all_data
ixabepilone	3	1.11 uM	0.0	0.4462421260198986	L1000	non_spherized	all_data
josamycin	3	1.11 uM	0.057	0.0828799241403058	L1000	non_spherized	all_data
kakonein	3	1.11 uM	0.196	0.0392506661551165	L1000	non_spherized	all_data
kbg	4	1.11 uM	0.075	0.0564582772525133	L1000	non_spherized	all_data
kd-023	3	1.11 uM	0.042	0.0930855630355939	L1000	non_spherized	all_data
kd025	3	1.11 uM	0.009	0.1529811670290469	L1000	non_spherized	all_data
ketoconazole	3	1.11 uM	0.274	0.025949793192848	L1000	non_spherized	all_data
ketoprofen	3	1.11 uM	0.01	0.1457267034246267	L1000	non_spherized	all_data
ketorolac	3	1.11 uM	0.556	-0.0113295375042525	L1000	non_spherized	all_data
ketotifen	3	1.11 uM	0.437	0.0029477438871027	L1000	non_spherized	all_data
kpt-330	3	1.11 uM	0.0	0.7022602101905986	L1000	non_spherized	all_data
kw-2449	3	1.11 uM	0.109	0.0607356223716849	L1000	non_spherized	all_data
kw-2478	3	1.11 uM	0.006	0.1886974850630315	L1000	non_spherized	all_data
kx2-391	3	1.11 uM	0.0	0.5777196490194837	L1000	non_spherized	all_data
l-citrulline	3	1.11 uM	0.652	-0.0235505438052736	L1000	non_spherized	all_data
l-name	3	1.11 uM	0.353	0.0135628492721771	L1000	non_spherized	all_data
labetalol	3	1.11 uM	0.024	0.1118802201221704	L1000	non_spherized	all_data
lacitol	3	1.11 uM	0.041	0.0946198009806323	L1000	non_spherized	all_data
lacosamide	3	1.11 uM	0.163	0.0473415987962783	L1000	non_spherized	all_data
lamivudine	4	1.11 uM	0.037	0.0803807522432985	L1000	non_spherized	all_data
lamotrigine	2	1.11 uM	0.518	0.0013307664140213	L1000	non_spherized	all_data
lapatinib	3	1.11 uM	0.024	0.1080650895832847	L1000	non_spherized	all_data
latanoprost	3	1.11 uM	0.043	0.0924308668553531	L1000	non_spherized	all_data
lcl-161	3	1.11 uM	0.041	0.0938486049147792	L1000	non_spherized	all_data
ledipasvir	3	1.11 uM	0.073	0.0735659034894665	L1000	non_spherized	all_data
leflunomide	2	1.11 uM	0.259	0.0497053197405925	L1000	non_spherized	all_data
lenalidomide	2	1.11 uM	0.61	-0.0166601578525048	L1000	non_spherized	all_data
lenvatinib	3	1.11 uM	0.16	0.0483112950372962	L1000	non_spherized	all_data
lerisetron	3	1.11 uM	0.166	0.0469397117094051	L1000	non_spherized	all_data
lestaurtinib	2	1.11 uM	0.0	0.4839886475299573	L1000	non_spherized	all_data
letermovir	2	1.11 uM	0.253	0.0512137989353111	L1000	non_spherized	all_data
levalbuterol	3	1.11 uM	0.105	0.063804749403067	L1000	non_spherized	all_data
levamisole	3	1.11 uM	0.408	0.0061734236928062	L1000	non_spherized	all_data
levcromakalim	2	1.11 uM	0.491	0.0056457537571584	L1000	non_spherized	all_data
levobunolol	3	1.11 uM	0.361	0.0123239190517702	L1000	non_spherized	all_data
levocabastine	3	1.11 uM	0.262	0.0283302998650598	L1000	non_spherized	all_data
levocetirizine	3	1.11 uM	0.025	0.1071055750365822	L1000	non_spherized	all_data
levofloxacin	3	1.11 uM	0.057	0.0840002279287491	L1000	non_spherized	all_data
levomequitazine	3	1.11 uM	0.167	0.0464808534782562	L1000	non_spherized	all_data
levonorgestrel	3	1.11 uM	0.024	0.1090589712943584	L1000	non_spherized	all_data
levosimendan	4	1.11 uM	0.014	0.1071081118196445	L1000	non_spherized	all_data
levothyroxine	3	1.11 uM	0.12	0.0585587010084306	L1000	non_spherized	all_data
licochalcone-a	2	1.11 uM	0.168	0.0807912664349064	L1000	non_spherized	all_data
lidamidine	3	1.11 uM	0.337	0.0157199816647103	L1000	non_spherized	all_data
lidocaine	3	1.11 uM	0.321	0.0184466464447398	L1000	non_spherized	all_data
lidoflazine	3	1.11 uM	0.258	0.029091564416894	L1000	non_spherized	all_data
linezolid	2	1.11 uM	0.53	-0.0012341225702293	L1000	non_spherized	all_data
linifanib	3	1.11 uM	0.125	0.056772183134919	L1000	non_spherized	all_data
linopirdine	3	1.11 uM	0.024	0.1076527491243729	L1000	non_spherized	all_data
linsitinib	3	1.11 uM	0.043	0.0928129874743441	L1000	non_spherized	all_data
liranaftate	3	1.11 uM	0.374	0.0104834178424163	L1000	non_spherized	all_data
lisofylline	3	1.11 uM	0.057	0.08532256334903	L1000	non_spherized	all_data
lobenzarit	3	1.11 uM	0.578	-0.0135241568677661	L1000	non_spherized	all_data
lodoxamide	3	1.11 uM	0.46	0.0005633844664911	L1000	non_spherized	all_data
lofexidine	3	1.11 uM	0.199	0.0386608100280821	L1000	non_spherized	all_data
lomeguatrib	3	1.11 uM	0.07	0.0756387802027329	L1000	non_spherized	all_data
lomerizine	3	1.11 uM	0.357	0.012925352891417	L1000	non_spherized	all_data
lomitapide	3	1.11 uM	0.024	0.1099311930331715	L1000	non_spherized	all_data
lonidamine	2	1.11 uM	0.093	0.1102752295200238	L1000	non_spherized	all_data
loperamide	3	1.11 uM	0.434	0.0034608169330173	L1000	non_spherized	all_data
loratadine	3	1.11 uM	0.05	0.0891064146629449	L1000	non_spherized	all_data
lorazepam	3	1.11 uM	0.728	-0.0328018938020887	L1000	non_spherized	all_data
lorcaserin	3	1.11 uM	0.413	0.0055770104213964	L1000	non_spherized	all_data
lorglumide	3	1.11 uM	0.194	0.0405624694211492	L1000	non_spherized	all_data
losmapimod	3	1.11 uM	0.224	0.0343888882213513	L1000	non_spherized	all_data
loxoprofen	3	1.11 uM	0.696	-0.0280854056046565	L1000	non_spherized	all_data
lucitanib	3	1.11 uM	0.488	-0.0035140826578979	L1000	non_spherized	all_data
luliconazole	3	1.11 uM	0.377	0.0101969134643396	L1000	non_spherized	all_data
lupanine	3	1.11 uM	0.533	-0.0083654949671067	L1000	non_spherized	all_data
lx1031	3	1.11 uM	0.123	0.0580421170753562	L1000	non_spherized	all_data
ly2228820	3	1.11 uM	0.305	0.0208041574489206	L1000	non_spherized	all_data
ly2334737	3	1.11 uM	0.109	0.0602460155683907	L1000	non_spherized	all_data
ly2784544	3	1.11 uM	0.21	0.0372813788074606	L1000	non_spherized	all_data
ly2811376	3	1.11 uM	0.013	0.1365061471136905	L1000	non_spherized	all_data
ly2874455	3	1.11 uM	0.0	0.3502140012328919	L1000	non_spherized	all_data
ly2886721	3	1.11 uM	0.056	0.0865915015783547	L1000	non_spherized	all_data
manumycin-a	3	1.11 uM	0.555	-0.0110674611330825	L1000	non_spherized	all_data
maprotiline	3	1.11 uM	0.225	0.0342216027784745	L1000	non_spherized	all_data
maraviroc	3	1.11 uM	0.46	0.0003768523922813	L1000	non_spherized	all_data
maribavir	2	1.11 uM	0.427	0.0169928124303859	L1000	non_spherized	all_data
marimastat	3	1.11 uM	0.178	0.0443150871296113	L1000	non_spherized	all_data
masitinib	3	1.11 uM	0.053	0.0877626470372924	L1000	non_spherized	all_data
masoprocol	2	1.11 uM	0.043	0.1576579189102178	L1000	non_spherized	all_data
maxacalcitol	3	1.11 uM	0.264	0.0276726570606417	L1000	non_spherized	all_data
mazindol	3	1.11 uM	0.719	-0.0315889339334408	L1000	non_spherized	all_data
mbx-2982	3	1.11 uM	0.058	0.0812311713461777	L1000	non_spherized	all_data
mcpp	2	1.11 uM	0.305	0.0391484418671381	L1000	non_spherized	all_data
mebendazole	3	1.11 uM	0.109	0.0613218704347428	L1000	non_spherized	all_data
mecamylamine	3	1.11 uM	0.035	0.0983731898096287	L1000	non_spherized	all_data
meclozine	3	1.11 uM	0.01	0.1500579832245216	L1000	non_spherized	all_data
medrysone	3	1.11 uM	0.003	0.2410230235378282	L1000	non_spherized	all_data
meglitinide	3	1.11 uM	0.455	0.0009897170107233	L1000	non_spherized	all_data
meisoindigo	3	1.11 uM	0.018	0.1217937948966879	L1000	non_spherized	all_data
mek162	3	1.11 uM	0.0	0.3740992814573045	L1000	non_spherized	all_data
melatonin	3	1.11 uM	0.036	0.0970317332458541	L1000	non_spherized	all_data
meloxicam	2	1.11 uM	0.017	0.1937107555999727	L1000	non_spherized	all_data
melperone	3	1.11 uM	0.637	-0.0214228893697078	L1000	non_spherized	all_data
menadione	2	1.11 uM	0.067	0.1321777585583008	L1000	non_spherized	all_data
mepacrine	3	1.11 uM	0.238	0.0317041149777141	L1000	non_spherized	all_data
mepazine	3	1.11 uM	0.283	0.0248739186389311	L1000	non_spherized	all_data
mephentermine	3	1.11 uM	0.146	0.0509993097025486	L1000	non_spherized	all_data
mepyramine	2	1.11 uM	0.15	0.0856152095740318	L1000	non_spherized	all_data
merbarone	3	1.11 uM	0.33	0.0170414568324598	L1000	non_spherized	all_data
mericitabine	3	1.11 uM	0.015	0.1309591384255615	L1000	non_spherized	all_data
merimepodib	3	1.11 uM	0.252	0.0300494947888984	L1000	non_spherized	all_data
mestranol	3	1.11 uM	0.474	-0.0019661139590972	L1000	non_spherized	all_data
mesulergine	3	1.11 uM	0.234	0.0322895259654655	L1000	non_spherized	all_data
metamizole	2	1.11 uM	0.011	0.2120797299489263	L1000	non_spherized	all_data
metenkephalin	3	1.11 uM	0.637	-0.0214247702409016	L1000	non_spherized	all_data
metergoline	3	1.11 uM	0.321	0.0186132656946535	L1000	non_spherized	all_data
methazolamide	3	1.11 uM	0.917	-0.0851189426678508	L1000	non_spherized	all_data
methimazole	3	1.11 uM	0.255	0.0297744857566879	L1000	non_spherized	all_data
methiopril	3	1.11 uM	0.165	0.0471410394807696	L1000	non_spherized	all_data
methocarbamol	3	1.11 uM	0.227	0.0334419703119019	L1000	non_spherized	all_data
methoxsalen	3	1.11 uM	0.28	0.0252233270547106	L1000	non_spherized	all_data
methyldopa	3	1.11 uM	0.555	-0.0111201824152944	L1000	non_spherized	all_data
methylnaltrexone	3	1.11 uM	0.015	0.1312080250155421	L1000	non_spherized	all_data
methylprednisolone	3	1.11 uM	0.0	0.471207289889579	L1000	non_spherized	all_data
metixene	3	1.11 uM	0.05	0.0889054045350762	L1000	non_spherized	all_data
metoclopramide	2	1.11 uM	0.26	0.0486974866866278	L1000	non_spherized	all_data
metolazone	3	1.11 uM	0.187	0.0423987449664865	L1000	non_spherized	all_data
