cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
rilpivirine,0.663,0.405,0.345,0.405,0.474,0.099,2
rimantadine,0.227,0.013,0.072,0.245,0.022,0.38,3
rimcazole,0.102,0.666,0.217,0.732,0.122,0.0,3
rimexolone,0.0,0.006,0.0,0.003,0.0,0.003,3
rimonabant,0.242,0.116,0.738,0.724,0.403,0.185,3
riociguat,0.14,0.112,0.051,0.039,0.069,0.118,3
ripasudil,0.556,0.387,0.376,0.265,0.035,0.689,3
risperidone,0.57,0.582,0.335,0.133,0.291,0.114,3
ritodrine,0.399,0.354,0.137,0.307,0.171,0.134,3
rizatriptan,0.235,0.023,0.153,0.168,0.074,0.009,2
ro-4987655,0.214,0.008,0.008,0.003,0.0,0.001,2
rociletinib,0.677,0.045,0.325,0.197,0.028,0.0,3
rocuronium,0.413,0.598,0.431,0.459,0.391,0.256,3
roflumilast,0.081,0.177,0.299,0.144,0.174,0.016,4
rolipram,0.206,0.597,0.563,0.608,0.149,0.36,3
ropinirole,0.325,0.254,0.276,0.38,0.166,0.181,3
roscovitine,0.227,0.156,0.07,0.128,0.111,0.009,3
rosuvastatin,0.785,0.32,0.128,0.171,0.172,0.019,3
rotigotine,0.123,0.012,0.097,0.008,0.106,0.06,3
rottlerin,0.045,0.167,0.095,0.15,0.084,0.214,4
rotundine,0.153,0.021,0.147,0.52,0.265,0.246,3
roxithromycin,0.331,0.371,0.05,0.412,0.028,0.554,3
rs-127445,0.12,0.288,0.209,0.23,0.145,0.107,2
ru-58841,0.102,0.451,0.479,0.37,0.177,0.165,3
rucinol,0.52,0.245,0.52,0.24,0.323,0.113,2
rutin,0.276,0.184,0.155,0.067,0.049,0.071,2
s18986,0.372,0.221,0.107,0.057,0.086,0.13,3
safinamide,0.281,0.325,0.254,0.53,0.107,0.082,2
salvinorin-a,0.379,0.451,0.388,0.108,0.038,0.187,3
saquinavir,0.77,0.589,0.292,0.508,0.143,0.284,3
saracatinib,0.36,0.166,0.072,0.04,0.005,0.002,3
sarcosine,0.18,0.221,0.478,0.146,0.38,0.219,3
sasapyrine,0.394,0.235,0.103,0.387,0.05,0.16,3
sb-683698,0.413,0.331,0.227,0.146,0.279,0.09,3
sb-705498,0.569,0.187,0.378,0.402,0.596,0.0,2
sb-743921,0.0,0.004,0.0,0.0,0.0,0.001,3
sb-756050,0.199,0.057,0.012,0.026,0.058,0.022,3
sb-939,0.061,0.02,0.0,0.0,0.0,0.0,3
sc-12267,0.199,0.191,0.137,0.014,0.196,0.08,3
sdz-nkt-343,0.412,0.676,0.437,0.351,0.676,0.277,2
secnidazole,0.422,0.158,0.149,0.532,0.375,0.348,3
selamectin,0.248,0.423,0.088,0.007,0.058,0.002,3
selegiline,0.044,0.433,0.488,0.14,0.476,0.521,2
selumetinib,0.013,0.005,0.0,0.0,0.0,0.0,3
semagacestat,0.042,0.012,0.239,0.006,0.098,0.045,3
semaxanib,0.037,0.021,0.026,0.016,0.038,0.105,3
senicapoc,0.101,0.422,0.581,0.167,0.171,0.421,3
seocalcitol,0.337,0.102,0.498,0.292,0.173,0.206,3
sertaconazole,0.193,0.147,0.026,0.361,0.091,0.031,2
sertindole,0.327,0.279,0.517,0.584,0.022,0.0,3
sertraline,0.458,0.31,0.359,0.443,0.092,0.0,3
sgi-1776,0.159,0.451,0.02,0.006,0.017,0.0,3
siguazodan,0.647,0.466,0.334,0.196,0.501,0.427,3
sildenafil,0.144,0.021,0.381,0.232,0.136,0.463,2
simeprevir,0.461,0.066,0.273,0.124,0.02,0.004,3
simvastatin,0.267,0.542,0.378,0.259,0.272,0.009,3
sk&f-10047-(+),0.285,0.288,0.013,0.381,0.11,0.013,3
snx-2112,0.117,0.111,0.004,0.0,0.0,0.0,3
sobetirome,0.452,0.02,0.107,0.025,0.022,0.65,3
sodium-tanshinone-ii-a-sulfonate,0.176,0.031,0.056,0.007,0.171,0.118,3
sofalcone,0.199,0.423,0.462,0.069,0.398,0.054,3
sofosbuvir,0.517,0.668,0.681,0.0,0.439,0.166,3
solifenacin-succinate,0.276,0.565,0.274,0.194,0.359,0.045,3
sorbinil,0.07,0.396,0.166,0.075,0.247,0.511,2
sorbitol,0.233,0.311,0.361,0.297,0.354,0.267,3
sotalol,0.365,0.317,0.002,0.049,0.34,0.281,3
sotrastaurin,0.021,0.108,0.477,0.132,0.142,0.004,3
spironolactone,0.021,0.151,0.097,0.007,0.037,0.002,3
sr-2640,0.063,0.036,0.094,0.147,0.088,0.034,3
sr-33805,0.182,0.453,0.253,0.266,0.551,0.002,3
sta-5326,0.032,0.036,0.0,0.0,0.0,0.0,3
stavudine,0.041,0.026,0.264,0.123,0.038,0.008,3
su014813,0.051,0.336,0.423,0.043,0.342,0.116,2
sulbactam,0.565,0.013,0.282,0.124,0.142,0.173,3
sulbutiamine,0.3,0.567,0.309,0.159,0.276,0.009,3
sulfafurazole,0.151,0.472,0.514,0.486,0.011,0.355,3
sulfasalazine,0.202,0.05,0.683,0.23,0.536,0.441,2
sulforaphane,0.457,0.297,0.768,0.225,0.251,0.07,2
sunitinib,0.04,0.475,0.025,0.001,0.0,0.0,3
suprofen,0.166,0.049,0.303,0.065,0.01,0.002,3
suvorexant,0.54,0.149,0.293,0.884,0.048,0.133,3
swainsonine,0.506,0.817,0.377,0.401,0.31,0.077,3
t-5224,0.423,0.374,0.498,0.295,0.043,0.014,3
tacalcitol,0.061,0.116,0.073,0.234,0.016,0.019,3
tacedinaline,0.495,0.507,0.122,0.244,0.065,0.0,2
tacrine,0.019,0.346,0.089,0.097,0.135,0.098,3
tacrolimus,0.263,0.328,0.466,0.059,0.252,0.031,2
tadalafil,0.428,0.068,0.307,0.184,0.546,0.092,3
tafamidis-meglumine,0.487,0.128,0.135,0.365,0.132,0.011,3
tak-733,0.0,0.0,0.0,0.0,0.0,0.0,3
tak-875,0.151,0.226,0.072,0.66,0.318,0.282,3
talazoparib,0.387,0.365,0.198,0.193,0.217,0.103,2
talinolol,0.14,0.149,0.136,0.418,0.093,0.185,3
talmapimod,0.601,0.08,0.142,0.558,0.108,0.318,3
talnetant,0.137,0.074,0.013,0.075,0.22,0.066,3
taltirelin,0.121,0.007,0.077,0.105,0.171,0.003,3
tamoxifen,0.786,0.189,0.328,0.427,0.55,0.117,2
tamsulosin,0.21,0.431,0.439,0.001,0.655,0.083,2
tanaproget,0.411,0.149,0.016,0.019,0.032,0.013,3
targinine,0.282,0.226,0.07,0.01,0.049,0.097,3
tas-103,0.0,0.0,0.0,0.0,0.0,0.0,3
tasisulam,0.311,0.627,0.462,0.213,0.772,0.126,3
tasquinimod,0.427,0.586,0.08,0.299,0.135,0.252,3
tebipenem,0.388,0.443,0.426,0.313,0.551,0.327,2
tecastemizole,0.396,0.371,0.107,0.073,0.128,0.413,3
tedizolid,0.273,0.371,0.267,0.233,0.092,0.106,3
tegobuvir,0.231,0.367,0.15,0.437,0.108,0.157,3
telatinib,0.343,0.438,0.426,0.207,0.315,0.573,2
telbivudine,0.439,0.61,0.12,0.639,0.024,0.009,3
telcagepant,0.018,0.107,0.047,0.233,0.027,0.004,3
telmesteine,0.072,0.041,0.421,0.326,0.158,0.001,3
telmisartan,0.415,0.101,0.148,0.183,0.218,0.048,2
telotristat,0.089,0.323,0.457,0.459,0.239,0.578,2
temazepam,0.815,0.591,0.379,0.313,0.044,0.484,3
temozolomide,0.273,0.622,0.449,0.846,0.103,0.009,3
temsirolimus,0.006,0.01,0.003,0.002,0.0,0.004,3
teneligliptin,0.276,0.194,0.004,0.565,0.198,0.263,3
terbinafine,0.14,0.125,0.05,0.057,0.034,0.118,3
teroxirone,0.525,0.281,0.041,0.401,0.202,0.059,2
tesaglitazar,0.711,0.405,0.233,0.31,0.151,0.236,2
testosterone,0.285,0.043,0.207,0.011,0.206,0.072,3
tetrabenazine,0.167,0.412,0.293,0.215,0.584,0.398,2
tetracaine,0.227,0.026,0.319,0.126,0.026,0.077,3
tetrindole,0.797,0.446,0.467,0.69,0.067,0.121,2
tg-100801,0.552,0.521,0.472,0.452,0.083,0.404,2
thalidomide,0.401,0.282,0.452,0.131,0.04,0.307,2
theophylline,0.012,0.16,0.215,0.108,0.177,0.156,3
thiocolchicoside,0.305,0.484,0.632,0.024,0.035,0.282,3
thioctic-acid,0.591,0.152,0.05,0.365,0.02,0.294,3
thioguanine,0.233,0.263,0.072,0.04,0.01,0.001,3
thiomersal,0.407,0.021,0.115,0.043,0.0,0.0,3
thioridazine,0.401,0.345,0.503,0.089,0.176,0.006,2
thiothixene,0.061,0.041,0.08,0.056,0.009,0.0,3
tiagabine,0.285,0.31,0.347,0.109,0.069,0.025,3
tiapride,0.509,0.366,0.341,0.024,0.66,0.15,3
tic10,0.176,0.149,0.025,0.042,0.469,0.02,3
ticlopidine,0.342,0.066,0.216,0.408,0.34,0.213,3
tiludronate,0.024,0.076,0.714,0.434,0.011,0.13,3
timolol,0.208,0.215,0.471,0.075,0.588,0.035,3
timonacic,0.007,0.229,0.247,0.023,0.142,0.008,3
tioconazole,0.514,0.242,0.41,0.19,0.213,0.008,3
tioguanine,0.33,0.231,0.379,0.158,0.006,0.002,2
tirasemtiv,0.59,0.222,0.893,0.241,0.38,0.631,3
tirofiban,0.812,0.775,0.307,0.224,0.628,0.234,3
tivantinib,0.251,0.093,0.293,0.01,0.0,0.0,3
tivozanib,0.227,0.423,0.145,0.36,0.043,0.022,3
tizanidine,0.288,0.163,0.575,0.241,0.113,0.242,3
tobramycin,0.032,0.005,0.013,0.046,0.142,0.007,3
tolazamide,0.483,0.521,0.397,0.128,0.406,0.009,3
tolbutamide,0.143,0.194,0.236,0.383,0.304,0.09,3
tolcapone,0.165,0.079,0.676,0.708,0.116,0.019,3
tolfenamic-acid,0.677,0.037,0.112,0.025,0.086,0.065,3
tolperisone,0.551,0.05,0.24,0.411,0.139,0.445,2
topiramate,0.297,0.392,0.209,0.48,0.148,0.435,2
torasemide,0.421,0.092,0.363,0.51,0.025,0.367,3
torcetrapib,0.637,0.31,0.15,0.143,0.815,0.03,3
torcitabine,0.262,0.095,0.193,0.142,0.245,0.135,3
tosedostat,0.021,0.03,0.004,0.006,0.014,0.002,3
tozasertib,0.419,0.105,0.022,0.089,0.014,0.095,3
tracazolate,0.375,0.204,0.12,0.018,0.09,0.077,3
tramiprosate,0.138,0.086,0.024,0.011,0.018,0.022,3
tranilast,0.061,0.67,0.044,0.008,0.263,0.299,3
trapidil,0.077,0.08,0.042,0.024,0.145,0.092,3
travoprost,0.159,0.139,0.052,0.07,0.038,0.157,3
trazodone,0.11,0.021,0.18,0.109,0.334,0.318,3
triamcinolone,0.089,0.824,0.024,0.008,0.0,0.003,3
triamcinolone-acetonide,0.007,0.002,0.009,0.002,0.0,0.002,3
triamterene,0.331,0.023,0.013,0.213,0.026,0.004,3
triclabendazole,0.361,0.556,0.045,0.234,0.123,0.045,2
triflupromazine,0.285,0.166,0.307,0.119,0.368,0.036,3
trifluridine,0.051,0.439,0.036,0.007,0.0,0.0,3
trilostane,0.194,0.727,0.05,0.208,0.116,0.282,3
trimetazidine,0.458,0.03,0.565,0.365,0.042,0.146,3
trimethoprim,0.521,0.505,0.426,0.33,0.488,0.171,2
triptorelin,0.369,0.356,0.546,0.519,0.223,0.084,2
troglitazone,0.23,0.769,0.203,0.101,0.137,0.01,3
trovafloxacin,0.198,0.146,0.225,0.07,0.155,0.015,3
tyrphostin-1,0.023,0.139,0.22,0.023,0.02,0.145,3
uk-383367,0.361,0.364,0.692,0.069,0.451,0.029,3
ulipristal,0.126,0.525,0.247,0.0,0.038,0.463,2
umeclidinium,0.232,0.274,0.293,0.253,0.118,0.063,2
urapidil,0.081,0.286,0.003,0.281,0.083,0.127,3
ursodeoxycholyltaurine,0.196,0.078,0.052,0.01,0.03,0.105,3
ursolic-acid,0.567,0.147,0.439,0.048,0.203,0.146,2
valdecoxib,0.297,0.462,0.336,0.37,0.228,0.606,3
valproic-acid,0.269,0.074,0.161,0.453,0.166,0.282,3
valrubicin,0.73,0.468,0.044,0.003,0.0,0.0,3
valsartan,0.077,0.308,0.73,0.334,0.34,0.193,3
vandetanib,0.032,0.014,0.024,0.316,0.025,0.002,3
vanoxerine,0.647,0.052,0.085,0.018,0.0,0.083,3
vardenafil,0.413,0.282,0.11,0.129,0.207,0.6,3
varenicline,0.282,0.165,0.055,0.124,0.142,0.072,3
varespladib,0.434,0.363,0.158,0.749,0.306,0.024,2
veliparib,0.118,0.561,0.661,0.734,0.299,0.378,3
vemurafenib,0.322,0.306,0.387,0.607,0.146,0.119,3
venlafaxine,0.928,0.522,0.217,0.023,0.735,0.882,3
verapamil,0.261,0.443,0.035,0.019,0.349,0.489,3
vgx-1027,0.111,0.149,0.009,0.295,0.042,0.336,3
vicriviroc,0.101,0.421,0.492,0.335,0.029,0.09,3
vidarabine,0.133,0.514,0.095,0.188,0.649,0.297,3
vilazodone,0.358,0.688,0.387,0.158,0.463,0.281,3
vinpocetine,0.352,0.139,0.012,0.401,0.682,0.145,3
vismodegib,0.151,0.394,0.282,0.491,0.229,0.433,3
voglibose,0.565,0.345,0.14,0.581,0.612,0.326,3
volasertib,0.0,0.001,0.0,0.0,0.0,0.0,3
voreloxin,0.218,0.212,0.303,0.009,0.451,0.24,3
voriconazole,0.399,0.045,0.214,0.474,0.43,0.166,3
vortioxetine,0.128,0.226,0.18,0.233,0.366,0.0,3
voxtalisib,0.701,0.776,0.293,0.109,0.022,0.0,3
vt-464,0.09,0.605,0.624,0.365,0.206,0.269,3
vtp-27999,0.034,0.095,0.112,0.086,0.031,0.03,3
vx-222,0.286,0.872,0.549,0.124,0.206,0.61,3
vx-661,0.019,0.162,0.079,0.036,0.025,0.076,2
vx-765,0.016,0.062,0.181,0.33,0.406,0.218,3
vx-809,0.45,0.028,0.104,0.256,0.221,0.128,2
xaliproden,0.498,0.182,0.232,0.423,0.079,0.171,2
xbd173,0.383,0.445,0.428,0.417,0.006,0.176,3
yohimbine,0.184,0.343,0.258,0.221,0.199,0.289,2
z160,0.105,0.495,0.135,0.015,0.103,0.08,3
zafirlukast,0.539,0.209,0.401,0.367,0.248,0.262,2
zalcitabine,0.383,0.211,0.279,0.321,0.038,0.159,3
zaldaride,0.384,0.534,0.475,0.018,0.207,0.0,3
zaleplon,0.151,0.074,0.137,0.095,0.038,0.016,3
zaprinast,0.147,0.272,0.367,0.073,0.155,0.102,2
zd-7114,0.328,0.421,0.002,0.411,0.128,0.001,2
zidovudine,0.127,0.396,0.334,0.152,0.384,0.115,3
ziprasidone,0.255,0.485,0.052,0.229,0.077,0.521,2
zk-200775,0.565,0.248,0.165,0.496,0.588,0.641,2
zk811752,0.032,0.344,0.258,0.075,0.011,0.002,2
zofenopril-calcium,0.035,0.323,0.109,0.141,0.298,0.376,2
zonisamide,0.196,0.044,0.197,0.561,0.12,0.151,2
zosuquidar,0.147,0.118,0.069,0.026,0.047,0.114,3
