cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
pasireotide,0.218,0.413,0.347,0.061,0.08,0.053,3
pazopanib,0.076,0.039,0.13,0.17,0.068,0.001,3
pazufloxacin,0.276,0.298,0.128,0.232,0.505,0.505,3
pd123319,0.067,0.001,0.455,0.089,0.082,0.254,3
pd153035,0.303,0.185,0.102,0.147,0.429,0.153,2
pelitinib,0.19,0.355,0.206,0.023,0.025,0.0,2
pemirolast,0.235,0.001,0.257,0.124,0.022,0.172,3
penfluridol,0.725,0.275,0.526,0.693,0.194,0.354,2
penicillin-v-potassium,0.248,0.402,0.094,0.169,0.381,0.406,2
pentamidine,0.158,0.257,0.142,0.001,0.001,0.0,3
pentoxifylline,0.181,0.583,0.66,0.133,0.053,0.08,3
perhexiline,0.539,0.162,0.322,0.236,0.011,0.001,3
pf-02545920,0.191,0.196,0.157,0.126,0.074,0.001,3
pf-03084014,0.091,0.274,0.244,0.235,0.105,0.237,2
pf-03758309,0.147,0.033,0.032,0.026,0.018,0.017,2
pf-03814735,0.08,0.078,0.019,0.001,0.001,0.0,3
pf-04136309,0.418,0.281,0.198,0.132,0.458,0.159,2
pf-04447943,0.219,0.195,0.179,0.127,0.134,0.398,2
pf-04457845,0.473,0.002,0.206,0.001,0.101,0.004,3
pf-04620110,0.505,0.089,0.12,0.339,0.357,0.496,3
pf-04691502,0.255,0.028,0.001,0.0,0.0,0.0,3
ph-797804,0.056,0.065,0.266,0.076,0.069,0.006,3
pha-848125,0.209,0.01,0.001,0.001,0.001,0.0,3
phenazone,0.104,0.064,0.471,0.441,0.339,0.426,3
phenformin,0.414,0.185,0.198,0.245,0.104,0.049,2
phensuximide,0.139,0.444,0.264,0.438,0.29,0.228,3
phentermine,0.01,0.035,0.006,0.001,0.061,0.16,3
phentolamine,0.061,0.013,0.089,0.053,0.019,0.001,3
phenylacetylglutamine,0.474,0.628,0.783,0.178,0.575,0.121,3
phenylbutazone,0.109,0.048,0.056,0.001,0.122,0.111,3
phenylbutyrate,0.851,0.484,0.062,0.042,0.353,0.08,3
phenylephrine,0.044,0.061,0.198,0.025,0.107,0.078,3
phenytoin,0.178,0.445,0.477,0.297,0.35,0.457,3
physostigmine,0.501,0.104,0.185,0.735,0.195,0.269,2
pibenzimol,0.175,0.001,0.001,0.37,0.09,0.077,3
piclamilast,0.339,0.424,0.058,0.054,0.131,0.281,2
picolinic-acid,0.088,0.004,0.046,0.044,0.304,0.193,4
picotamide,0.18,0.16,0.252,0.332,0.083,0.229,3
piketoprofen,0.172,0.089,0.051,0.212,0.254,0.023,3
pilaralisib,0.105,0.353,0.723,0.229,0.086,0.066,3
pilocarpine,0.022,0.038,0.126,0.295,0.422,0.116,3
pimavanserin,0.145,0.175,0.127,0.105,0.179,0.001,3
pimecrolimus,0.107,0.066,0.03,0.002,0.112,0.001,3
pimobendan,0.53,0.046,0.06,0.344,0.413,0.097,2
pimozide,0.105,0.102,0.207,0.203,0.043,0.203,4
pinacidil,0.917,0.088,0.598,0.603,0.58,0.126,3
pinaverium,0.183,0.455,0.402,0.301,0.333,0.038,3
pinitol,0.066,0.091,0.065,0.001,0.086,0.139,3
pioglitazone,0.393,0.25,0.061,0.399,0.143,0.225,3
piperidolate,0.276,0.08,0.023,0.159,0.785,0.527,3
pirenoxine,0.08,0.119,0.055,0.654,0.308,0.575,3
pirenzepine,0.128,0.022,0.278,0.141,0.413,0.056,3
pirfenidone,0.081,0.312,0.283,0.104,0.061,0.342,3
piribedil,0.27,0.001,0.342,0.193,0.186,0.196,3
piroxicam,0.585,0.551,0.069,0.27,0.157,0.276,2
pitavastatin,0.069,0.37,0.13,0.505,0.048,0.001,3
pki-179,0.371,0.032,0.003,0.003,0.0,0.0,2
podophyllotoxin,0.001,0.001,0.001,0.001,0.001,0.001,3
pomalidomide,0.262,0.252,0.015,0.513,0.048,0.353,3
pramipexole,0.162,0.126,0.258,0.644,0.183,0.289,3
pranlukast,0.053,0.056,0.229,0.08,0.916,0.084,3
pravastatin,0.061,0.028,0.033,0.286,0.32,0.116,3
prazosin,0.124,0.333,0.386,0.225,0.015,0.533,3
prednisone,0.214,0.017,0.119,0.085,0.256,0.089,3
preladenant,0.461,0.199,0.179,0.109,0.159,0.356,2
primaquine,0.033,0.275,0.139,0.393,0.172,0.107,3
primidone,0.527,0.248,0.389,0.002,0.165,0.315,3
pritelivir,0.135,0.309,0.253,0.22,0.044,0.275,3
probenecid,0.048,0.335,0.344,0.322,0.086,0.284,3
probucol,0.134,0.266,0.938,0.236,0.319,0.134,3
procainamide,0.412,0.044,0.24,0.235,0.448,0.302,2
prochlorperazine,0.023,0.366,0.096,0.063,0.02,0.119,2
progesterone,0.263,0.309,0.327,0.175,0.089,0.161,3
proglumide,0.002,0.053,0.159,0.157,0.226,0.24,3
proguanil,0.269,0.152,0.225,0.118,0.214,0.445,3
propafenone,0.182,0.342,0.27,0.403,0.343,0.283,2
propentofylline,0.333,0.421,0.289,0.124,0.064,0.58,3
propranolol,0.247,0.166,0.104,0.572,0.172,0.183,3
protirelin,0.274,0.199,0.199,0.451,0.259,0.413,2
protriptyline,0.551,0.347,0.48,0.443,0.162,0.196,3
prx-08066,0.282,0.632,0.319,0.33,0.792,0.111,3
psi-6130,0.214,0.307,0.13,0.172,0.062,0.137,3
pterostilbene,0.383,0.11,0.069,0.333,0.159,0.044,3
pyrazinamide,0.356,0.21,0.314,0.154,0.139,0.001,3
pyrazinoylguanidine,0.062,0.208,0.111,0.091,0.464,0.346,3
quercetin,0.022,0.069,0.712,0.015,0.001,0.2,3
quetiapine,0.295,0.356,0.037,0.513,0.372,0.093,3
quiflapon,0.113,0.409,0.084,0.451,0.201,0.079,2
quinapril,0.052,0.111,0.209,0.001,0.056,0.093,3
quinidine,0.055,0.351,0.147,0.015,0.019,0.009,6
quizartinib,0.802,0.073,0.225,0.857,0.618,0.042,3
r-428,0.564,0.504,0.402,0.079,0.093,0.0,2
r547,0.074,0.111,0.001,0.0,0.0,0.0,3
rabeprazole,0.214,0.066,0.166,0.517,0.003,0.031,3
racecadotril,0.237,0.313,0.674,0.464,0.012,0.052,3
raclopride,0.005,0.626,0.594,0.263,0.269,0.366,3
radezolid,0.001,0.152,0.206,0.072,0.025,0.058,3
raf265,0.126,0.076,0.01,0.022,0.006,0.048,3
raloxifene,0.13,0.253,0.475,0.048,0.122,0.022,3
raltegravir,0.193,0.115,0.021,0.128,0.125,0.074,4
ramatroban,0.033,0.353,0.376,0.22,0.257,0.516,3
ramelteon,0.15,0.263,0.496,0.212,0.662,0.051,3
ramipril,0.229,0.116,0.307,0.117,0.139,0.16,3
ranitidine,0.337,0.016,0.36,0.29,0.081,0.006,3
ranolazine,0.174,0.119,0.002,0.048,0.067,0.022,3
rasagiline,0.253,0.384,0.334,0.325,0.438,0.023,2
rebamipide,0.248,0.462,0.269,0.116,0.13,0.186,3
reboxetine,0.477,0.408,0.376,0.445,0.255,0.289,3
refametinib,0.126,0.054,0.17,0.045,0.009,0.0,2
regadenoson,0.078,0.073,0.254,0.17,0.274,0.169,2
regorafenib,0.332,0.375,0.106,0.37,0.226,0.001,3
relcovaptan,0.25,0.002,0.954,0.652,0.326,0.001,3
repaglinide,0.005,0.121,0.287,0.03,0.068,0.007,3
reparixin,0.367,0.366,0.233,0.454,0.206,0.547,2
resatorvid,0.273,0.564,0.634,0.056,0.522,0.048,3
reserpine,0.342,0.128,0.214,0.404,0.458,0.797,2
resiquimod,0.034,0.039,0.253,0.244,0.069,0.082,2
resminostat,0.032,0.356,0.111,0.001,0.0,0.0,3
resveratrol,0.187,0.086,0.512,0.461,0.782,0.236,2
retapamulin,0.619,0.62,0.532,0.01,0.161,0.159,3
retigabine,0.03,0.145,0.05,0.139,0.015,0.116,3
rg-7388,0.32,0.636,0.299,0.006,0.0,0.0,2
rg2833,0.106,0.13,0.209,0.117,0.069,0.002,3
rg4733,0.214,0.119,0.263,0.028,0.13,0.046,3
ribavirin,0.21,0.062,0.044,0.069,0.066,0.421,3
rifabutin,0.563,0.758,0.848,0.246,0.195,0.013,3
rifaximin,0.009,0.182,0.08,0.13,0.154,0.041,3
rilmenidine,0.212,0.741,0.309,0.406,0.459,0.484,2
rilpivirine,0.607,0.368,0.276,0.374,0.442,0.081,2
rimantadine,0.17,0.002,0.053,0.232,0.02,0.315,3
rimcazole,0.085,0.611,0.191,0.696,0.122,0.001,3
rimexolone,0.001,0.001,0.001,0.001,0.001,0.001,3
rimonabant,0.186,0.103,0.708,0.692,0.376,0.149,3
riociguat,0.112,0.096,0.036,0.048,0.077,0.093,3
ripasudil,0.493,0.327,0.331,0.257,0.044,0.618,3
risperidone,0.513,0.496,0.307,0.128,0.29,0.089,3
ritodrine,0.332,0.307,0.116,0.302,0.178,0.112,3
rivaroxaban,0.073,0.454,0.35,0.333,0.155,0.37,3
rizatriptan,0.201,0.038,0.12,0.159,0.074,0.014,2
ro-4987655,0.184,0.014,0.008,0.008,0.0,0.0,2
rociletinib,0.632,0.042,0.294,0.191,0.03,0.0,3
rocuronium,0.339,0.527,0.37,0.429,0.37,0.203,3
roflumilast,0.06,0.128,0.241,0.129,0.152,0.015,4
rolipram,0.154,0.518,0.524,0.583,0.154,0.297,3
romidepsin,0.0,0.0,0.0,0.0,0.0,0.0,3
ropinirole,0.263,0.212,0.24,0.359,0.171,0.143,3
roquinimex,0.424,0.419,0.326,0.152,0.31,0.308,4
roscovitine,0.169,0.13,0.048,0.124,0.116,0.002,3
rosiglitazone,0.103,0.053,0.053,0.044,0.124,0.011,3
rosuvastatin,0.726,0.276,0.107,0.164,0.18,0.01,3
rotigotine,0.104,0.002,0.076,0.002,0.111,0.044,3
rottlerin,0.038,0.118,0.076,0.138,0.073,0.16,4
rotundine,0.121,0.006,0.122,0.502,0.27,0.202,3
roxithromycin,0.27,0.317,0.034,0.381,0.033,0.457,3
rs-127445,0.101,0.259,0.179,0.218,0.135,0.086,2
ru-58841,0.086,0.369,0.422,0.35,0.186,0.13,3
rucinol,0.447,0.226,0.461,0.23,0.283,0.094,2
rupatadine,0.241,0.001,0.21,0.001,0.001,0.069,3
rutin,0.223,0.187,0.123,0.073,0.055,0.068,2
s18986,0.307,0.186,0.086,0.067,0.086,0.11,3
safinamide,0.226,0.291,0.208,0.496,0.09,0.076,2
salvinorin-a,0.313,0.367,0.339,0.111,0.05,0.152,3
saquinavir,0.717,0.508,0.258,0.489,0.148,0.229,3
saracatinib,0.296,0.139,0.049,0.048,0.001,0.001,3
sarcosine,0.133,0.189,0.421,0.135,0.359,0.178,3
sasapyrine,0.32,0.2,0.08,0.367,0.064,0.128,3
saxagliptin,0.002,0.332,0.24,0.044,0.246,0.332,3
sb-683698,0.338,0.286,0.196,0.137,0.276,0.066,3
sb-705498,0.504,0.19,0.311,0.371,0.569,0.0,2
sb-743921,0.001,0.001,0.001,0.001,0.001,0.001,3
sb-756050,0.148,0.048,0.002,0.04,0.068,0.015,3
sb-939,0.052,0.006,0.001,0.0,0.0,0.0,3
sc-12267,0.148,0.166,0.112,0.011,0.21,0.056,3
scopolamine,0.284,0.587,0.137,0.247,0.126,0.029,3
sdz-nkt-343,0.348,0.632,0.375,0.334,0.674,0.252,2
secnidazole,0.347,0.133,0.123,0.513,0.351,0.289,3
selamectin,0.191,0.341,0.066,0.001,0.068,0.001,3
selegiline,0.061,0.391,0.431,0.137,0.444,0.454,2
selumetinib,0.005,0.001,0.001,0.001,0.001,0.001,3
semagacestat,0.039,0.002,0.203,0.001,0.101,0.033,3
semaxanib,0.033,0.01,0.02,0.015,0.048,0.079,3
senicapoc,0.083,0.339,0.544,0.157,0.178,0.34,3
seocalcitol,0.276,0.084,0.445,0.276,0.185,0.166,3
sep-227900,0.471,0.069,0.333,0.005,0.048,0.111,3
sertaconazole,0.167,0.133,0.028,0.349,0.085,0.035,2
sertindole,0.263,0.232,0.473,0.561,0.016,0.0,3
sertraline,0.376,0.269,0.315,0.416,0.089,0.001,3
setiptiline,0.009,0.078,0.068,0.056,0.191,0.162,3
sgi-1776,0.122,0.367,0.011,0.001,0.01,0.001,3
siguazodan,0.604,0.376,0.306,0.186,0.486,0.342,3
sildenafil,0.124,0.035,0.32,0.219,0.124,0.404,2
simeprevir,0.376,0.056,0.235,0.121,0.013,0.001,3
simvastatin,0.208,0.464,0.332,0.247,0.273,0.002,3
sirolimus,0.004,0.005,0.033,0.008,0.063,0.005,2
sk&f-10047-(+),0.228,0.247,0.006,0.36,0.113,0.005,3
snx-2112,0.095,0.092,0.001,0.001,0.0,0.0,3
sobetirome,0.37,0.005,0.084,0.035,0.015,0.564,3
sodium-gualenate,0.081,0.015,0.022,0.005,0.066,0.111,3
sodium-tanshinone-ii-a-sulfonate,0.13,0.024,0.042,0.001,0.179,0.094,3
sofalcone,0.148,0.342,0.402,0.076,0.375,0.042,3
sofosbuvir,0.444,0.615,0.66,0.0,0.416,0.133,3
solifenacin-succinate,0.221,0.48,0.237,0.186,0.341,0.033,3
sorbinil,0.077,0.359,0.132,0.078,0.23,0.449,2
sorbitol,0.18,0.27,0.316,0.285,0.341,0.21,3
sotalol,0.305,0.273,0.001,0.056,0.334,0.225,3
sotrastaurin,0.015,0.089,0.416,0.126,0.141,0.001,3
sparfloxacin,0.048,0.076,0.029,0.084,0.002,0.305,3
spironolactone,0.012,0.126,0.076,0.001,0.048,0.001,3
sr-2640,0.053,0.03,0.069,0.138,0.088,0.023,3
sr-33805,0.134,0.37,0.22,0.257,0.529,0.001,3
sta-5326,0.028,0.028,0.001,0.001,0.001,0.001,3
stavudine,0.039,0.017,0.225,0.12,0.052,0.002,3
su014813,0.065,0.303,0.354,0.054,0.303,0.099,2
sulbactam,0.505,0.002,0.25,0.121,0.145,0.137,3
sulbutiamine,0.247,0.489,0.273,0.148,0.275,0.002,3
sulfafurazole,0.12,0.386,0.465,0.471,0.002,0.295,3
sulfasalazine,0.174,0.061,0.632,0.218,0.504,0.382,2
sulforaphane,0.377,0.266,0.731,0.212,0.233,0.065,2
sumatriptan,0.056,0.295,0.061,0.203,0.451,0.377,3
sunitinib,0.036,0.389,0.019,0.001,0.001,0.0,3
suprofen,0.124,0.044,0.268,0.069,0.002,0.001,3
suvorexant,0.474,0.126,0.261,0.892,0.061,0.111,3
swainsonine,0.425,0.782,0.332,0.375,0.307,0.051,3
t-5224,0.35,0.319,0.445,0.276,0.056,0.006,3
tacalcitol,0.051,0.103,0.053,0.225,0.006,0.012,3
tacedinaline,0.412,0.458,0.093,0.234,0.068,0.0,2
tacrine,0.01,0.298,0.066,0.093,0.13,0.072,3
tacrolimus,0.217,0.298,0.404,0.068,0.235,0.034,2
tadalafil,0.35,0.061,0.27,0.173,0.523,0.068,3
tafamidis-meglumine,0.408,0.111,0.111,0.346,0.13,0.002,3
tagatose,0.023,0.24,0.117,0.522,0.055,0.386,2
tak-285,0.12,0.14,0.12,0.022,0.025,0.017,3
tak-733,0.001,0.0,0.0,0.0,0.0,0.0,3
tak-875,0.12,0.191,0.053,0.64,0.315,0.225,3
taladegib,0.343,0.269,0.396,0.157,0.109,0.069,2
talazoparib,0.321,0.331,0.165,0.19,0.208,0.085,2
talinolol,0.112,0.126,0.111,0.389,0.089,0.151,3
talmapimod,0.551,0.068,0.119,0.535,0.111,0.266,3
talnetant,0.111,0.066,0.002,0.081,0.23,0.048,3
taltirelin,0.103,0.001,0.056,0.106,0.175,0.001,3
tamibarotene,0.08,0.048,0.001,0.186,0.048,0.058,3
tamoxifen,0.744,0.193,0.269,0.398,0.519,0.102,2
tamsulosin,0.179,0.387,0.375,0.006,0.647,0.077,2
tanaproget,0.335,0.126,0.009,0.022,0.043,0.005,3
taranabant,0.056,0.035,0.104,0.191,0.069,0.196,3
targinine,0.225,0.191,0.048,0.002,0.062,0.069,3
tas-103,0.001,0.001,0.0,0.0,0.0,0.0,3
taselisib,0.152,0.022,0.001,0.001,0.001,0.001,3
tasisulam,0.251,0.557,0.402,0.203,0.727,0.104,3
tasquinimod,0.35,0.505,0.058,0.289,0.13,0.203,3
tazobactam,0.186,0.013,0.551,0.319,0.044,0.073,3
tebipenem,0.323,0.398,0.366,0.297,0.522,0.283,2
tecastemizole,0.322,0.317,0.082,0.08,0.126,0.334,3
tedizolid,0.21,0.317,0.226,0.225,0.089,0.08,3
tegobuvir,0.179,0.313,0.124,0.408,0.111,0.126,3
telatinib,0.282,0.396,0.366,0.198,0.278,0.507,2
telbivudine,0.361,0.533,0.104,0.627,0.022,0.002,3
telcagepant,0.01,0.089,0.033,0.225,0.029,0.001,3
telmesteine,0.061,0.038,0.367,0.316,0.165,0.001,3
telmisartan,0.354,0.092,0.114,0.184,0.209,0.047,2
telotristat,0.079,0.283,0.397,0.423,0.221,0.518,2
temazepam,0.777,0.513,0.333,0.307,0.058,0.377,3
temozolomide,0.21,0.55,0.388,0.857,0.107,0.002,3
temsirolimus,0.001,0.001,0.001,0.001,0.001,0.001,3
teneligliptin,0.221,0.166,0.001,0.544,0.21,0.209,3
tenidap,0.245,0.155,0.004,0.35,0.206,0.108,2
terbinafine,0.111,0.109,0.035,0.063,0.044,0.094,3
teroxirone,0.452,0.253,0.045,0.369,0.196,0.056,2
tesaglitazar,0.659,0.368,0.198,0.289,0.141,0.219,2
testosterone,0.228,0.039,0.178,0.009,0.221,0.048,3
tetrabenazine,0.143,0.368,0.245,0.206,0.56,0.352,2
tetracaine,0.172,0.017,0.289,0.123,0.025,0.052,3
tetrahydrouridine,0.375,0.518,0.27,0.0,0.185,0.156,2
tetrindole,0.758,0.41,0.406,0.659,0.069,0.104,2
tg-100801,0.48,0.469,0.413,0.414,0.079,0.355,2
thalidomide,0.334,0.254,0.396,0.127,0.046,0.274,2
theobromine,0.068,0.292,0.157,0.254,0.64,0.346,3
theophylline,0.002,0.134,0.185,0.111,0.187,0.126,3
thiocolchicoside,0.248,0.4,0.609,0.033,0.044,0.225,3
thioctic-acid,0.532,0.127,0.035,0.347,0.013,0.243,3
thioguanine,0.181,0.225,0.053,0.048,0.002,0.001,3
thiomersal,0.334,0.006,0.093,0.053,0.001,0.0,3
thioridazine,0.331,0.309,0.45,0.089,0.165,0.005,2
thiothixene,0.048,0.037,0.058,0.061,0.002,0.001,3
tiagabine,0.228,0.269,0.313,0.116,0.076,0.017,3
tiapride,0.435,0.312,0.309,0.029,0.638,0.124,3
tic10,0.13,0.126,0.019,0.052,0.455,0.012,3
ticagrelor,0.122,0.199,0.256,0.124,0.238,0.085,2
ticlopidine,0.282,0.057,0.186,0.377,0.333,0.172,3
tiludronate,0.022,0.067,0.684,0.403,0.002,0.11,3
timolol,0.154,0.185,0.408,0.082,0.564,0.025,3
timonacic,0.002,0.191,0.214,0.028,0.141,0.002,3
tioconazole,0.441,0.205,0.361,0.176,0.226,0.002,3
tioguanine,0.274,0.216,0.311,0.155,0.008,0.003,2
tipiracil,0.555,0.27,0.035,0.056,0.12,0.242,3
tirasemtiv,0.529,0.19,0.911,0.228,0.359,0.548,3
tirofiban,0.769,0.717,0.27,0.21,0.607,0.191,3
tivantinib,0.195,0.08,0.261,0.005,0.001,0.001,3
tivozanib,0.167,0.341,0.12,0.341,0.056,0.015,3
tizanidine,0.232,0.134,0.533,0.228,0.118,0.198,3
tobramycin,0.028,0.001,0.006,0.056,0.145,0.001,3
tofacitinib,0.212,0.356,0.058,0.005,0.0,0.127,2
tolazamide,0.397,0.446,0.347,0.124,0.382,0.002,3
tolbutamide,0.115,0.166,0.202,0.362,0.301,0.066,3
tolcapone,0.124,0.068,0.658,0.681,0.119,0.011,3
tolfenamic-acid,0.631,0.033,0.089,0.035,0.086,0.048,3
tolnaftate,0.2,0.29,0.119,0.315,0.079,0.001,3
tolperisone,0.473,0.061,0.199,0.382,0.126,0.386,2
tolvaptan,0.127,0.333,0.217,0.108,0.058,0.032,3
topiramate,0.246,0.356,0.179,0.443,0.135,0.37,2
torasemide,0.347,0.08,0.319,0.489,0.022,0.306,3
torcetrapib,0.583,0.269,0.124,0.134,0.783,0.022,3
torcitabine,0.203,0.08,0.166,0.134,0.255,0.112,3
tosedostat,0.015,0.023,0.001,0.001,0.005,0.001,3
tozasertib,0.343,0.089,0.013,0.089,0.005,0.069,3
tracazolate,0.309,0.172,0.099,0.019,0.089,0.051,3
tramiprosate,0.111,0.074,0.015,0.007,0.011,0.015,3
tranilast,0.051,0.618,0.029,0.002,0.27,0.247,3
trapidil,0.065,0.068,0.029,0.03,0.154,0.068,3
travoprost,0.123,0.122,0.037,0.079,0.053,0.126,3
trazodone,0.089,0.01,0.148,0.116,0.327,0.266,3
trehalose,0.152,0.276,0.563,0.068,0.019,0.142,3
triamcinolone,0.076,0.786,0.016,0.002,0.001,0.001,3
triamcinolone-acetonide,0.002,0.001,0.002,0.001,0.001,0.001,3
triamterene,0.27,0.013,0.006,0.202,0.025,0.001,3
triclabendazole,0.299,0.507,0.049,0.219,0.102,0.045,2
triclosan,0.428,0.068,0.553,0.028,0.124,0.0,3
triflupromazine,0.228,0.139,0.27,0.119,0.349,0.025,3
trifluridine,0.044,0.359,0.025,0.001,0.001,0.001,3
trilostane,0.143,0.672,0.034,0.196,0.119,0.225,3
trimebutine,0.056,0.056,0.012,0.022,0.001,0.038,3
trimetazidine,0.375,0.022,0.527,0.347,0.056,0.12,3
trimethoprim,0.448,0.454,0.365,0.304,0.452,0.159,2
trimipramine,0.068,0.089,0.019,0.124,0.106,0.002,3
triptorelin,0.307,0.32,0.5,0.482,0.212,0.078,2
troglitazone,0.174,0.709,0.172,0.101,0.137,0.002,3
trovafloxacin,0.146,0.124,0.196,0.076,0.161,0.006,3
tyrphostin-1,0.021,0.122,0.191,0.025,0.015,0.119,3
uk-383367,0.296,0.309,0.671,0.076,0.435,0.022,3
ulipristal,0.104,0.473,0.205,0.003,0.041,0.404,2
umeclidinium,0.199,0.246,0.245,0.246,0.098,0.06,2
urapidil,0.068,0.241,0.001,0.27,0.082,0.107,3
ursodeoxycholyltaurine,0.145,0.068,0.037,0.005,0.035,0.079,3
ursodiol,0.002,0.107,0.152,0.134,0.408,0.08,3
ursolic-acid,0.503,0.133,0.382,0.058,0.198,0.137,2
valdecoxib,0.246,0.372,0.307,0.35,0.243,0.513,3
valproic-acid,0.209,0.066,0.13,0.424,0.172,0.225,3
valrubicin,0.686,0.377,0.03,0.001,0.0,0.0,3
valsartan,0.065,0.263,0.699,0.32,0.333,0.154,3
vandetanib,0.025,0.002,0.016,0.307,0.022,0.001,3
vanoxerine,0.603,0.048,0.062,0.02,0.001,0.062,3
vardenafil,0.337,0.236,0.089,0.126,0.225,0.502,3
varenicline,0.225,0.137,0.041,0.122,0.141,0.048,3
varespladib,0.367,0.33,0.125,0.726,0.274,0.028,2
veliparib,0.098,0.477,0.635,0.703,0.295,0.313,3
vemurafenib,0.258,0.262,0.335,0.583,0.154,0.096,3
venlafaxine,0.914,0.447,0.19,0.026,0.693,0.837,3
verapamil,0.203,0.362,0.024,0.022,0.338,0.382,3
vgx-1027,0.089,0.126,0.002,0.276,0.056,0.276,3
vicriviroc,0.083,0.339,0.441,0.32,0.035,0.066,3
vidarabine,0.107,0.434,0.072,0.175,0.633,0.246,3
vilazodone,0.295,0.633,0.337,0.145,0.445,0.225,3
vinpocetine,0.29,0.122,0.002,0.375,0.66,0.119,3
vismodegib,0.119,0.331,0.248,0.475,0.247,0.344,3
voglibose,0.505,0.296,0.117,0.559,0.583,0.272,3
volasertib,0.001,0.001,0.001,0.0,0.0,0.0,3
voreloxin,0.16,0.179,0.268,0.002,0.434,0.196,3
voriconazole,0.331,0.042,0.181,0.454,0.408,0.13,3
vortioxetine,0.105,0.191,0.152,0.225,0.344,0.001,3
voxtalisib,0.658,0.718,0.259,0.112,0.015,0.001,3
vt-464,0.077,0.529,0.596,0.346,0.221,0.211,3
vtp-27999,0.029,0.08,0.089,0.086,0.037,0.022,3
vx-222,0.228,0.868,0.505,0.122,0.221,0.516,3
vx-661,0.03,0.155,0.073,0.045,0.03,0.069,2
vx-765,0.006,0.056,0.154,0.319,0.382,0.175,3
vx-809,0.371,0.046,0.084,0.248,0.212,0.111,2
xaliproden,0.413,0.185,0.196,0.391,0.079,0.162,2
xbd173,0.314,0.365,0.37,0.388,0.001,0.139,3
xl888,0.001,0.0,0.0,0.0,0.0,0.0,3
yohimbine,0.156,0.304,0.211,0.208,0.19,0.259,2
z160,0.086,0.414,0.111,0.012,0.106,0.056,3
zafirlukast,0.461,0.204,0.339,0.352,0.23,0.239,2
zalcitabine,0.313,0.175,0.246,0.313,0.053,0.128,3
zaldaride,0.315,0.456,0.415,0.016,0.225,0.001,3
zaleplon,0.12,0.066,0.116,0.092,0.048,0.006,3
zaprinast,0.128,0.245,0.3,0.076,0.147,0.084,2
zardaverine,0.035,0.123,0.686,0.17,0.389,0.68,3
zd-7114,0.273,0.375,0.003,0.382,0.108,0.0,2
zidovudine,0.105,0.332,0.306,0.14,0.362,0.089,3
ziprasidone,0.214,0.437,0.058,0.216,0.076,0.454,2
zk-200775,0.502,0.233,0.13,0.458,0.564,0.605,2
zk811752,0.052,0.307,0.21,0.077,0.013,0.001,2
zofenopril-calcium,0.054,0.283,0.086,0.138,0.27,0.326,2
zolpidem,0.38,0.101,0.106,0.036,0.219,0.08,2
zonisamide,0.17,0.057,0.159,0.518,0.101,0.141,2
zosuquidar,0.116,0.104,0.048,0.037,0.061,0.088,3
