cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
rilpivirine,0.0,0.0,0.0,0.0,0.0,0.0,5
rimantadine,0.033,0.008,0.0,0.0,0.019,0.003,5
rimcazole,0.152,0.023,0.037,0.01,0.0,0.0,5
rimexolone,0.0,0.0,0.0,0.0,0.0,0.0,5
rimonabant,0.0,0.061,0.003,0.0,0.0,0.0,5
riociguat,0.125,0.509,0.547,0.011,0.005,0.003,5
ripasudil,0.017,0.028,0.0,0.0,0.0,0.0,5
risperidone,0.052,0.0,0.0,0.0,0.0,0.0,5
ritodrine,0.0,0.0,0.0,0.0,0.0,0.0,5
rizatriptan,0.336,0.0,0.0,0.0,0.0,0.0,5
ro-4987655,0.0,0.0,0.0,0.0,0.0,0.0,5
rociletinib,0.023,0.16,0.0,0.0,0.0,0.0,5
rocuronium,0.002,0.143,0.117,0.568,0.017,0.057,5
roflumilast,0.0,0.0,0.0,0.0,0.002,0.008,4
rolipram,0.0,0.007,0.0,0.0,0.003,0.03,5
ropinirole,0.243,0.065,0.011,0.0,0.0,0.02,5
roscovitine,0.002,0.149,0.154,0.011,0.0,0.0,5
rosuvastatin,0.106,0.803,0.275,0.0,0.049,0.099,5
rotigotine,0.326,0.008,0.025,0.0,0.31,0.083,5
rottlerin,0.0,0.004,0.0,0.001,0.0,0.001,4
rotundine,0.0,0.0,0.0,0.0,0.007,0.071,5
roxithromycin,0.016,0.0,0.0,0.0,0.0,0.0,5
rs-127445,0.054,0.012,0.286,0.035,0.037,0.003,5
ru-58841,0.0,0.048,0.318,0.157,0.015,0.139,5
rucinol,0.0,0.021,0.0,0.0,0.0,0.003,5
rutin,0.246,0.262,0.0,0.006,0.006,0.021,5
s18986,0.232,0.436,0.323,0.19,0.336,0.281,4
safinamide,0.0,0.001,0.018,0.0,0.0,0.014,5
salvinorin-a,0.0,0.013,0.0,0.0,0.01,0.008,5
saquinavir,0.0,0.008,0.002,0.0,0.0,0.0,5
saracatinib,0.0,0.0,0.0,0.0,0.0,0.0,5
sarcosine,0.032,0.117,0.04,0.006,0.016,0.003,5
sasapyrine,0.028,0.001,0.002,0.011,0.003,0.003,5
sb-683698,0.031,0.04,0.369,0.0,0.0,0.0,5
sb-705498,0.662,0.048,0.001,0.006,0.0,0.0,5
sb-743921,0.0,0.0,0.0,0.0,0.0,0.0,5
sb-756050,0.202,0.464,0.95,0.322,0.03,0.003,5
sb-939,0.0,0.0,0.0,0.0,0.0,0.0,5
sc-12267,0.0,0.257,0.015,0.0,0.0,0.0,5
sdz-nkt-343,0.0,0.0,0.0,0.0,0.0,0.0,5
secnidazole,0.119,0.017,0.769,0.0,0.445,0.62,5
selamectin,0.329,0.06,0.0,0.0,0.0,0.0,5
selegiline,0.871,0.012,0.631,0.078,0.252,0.184,5
selumetinib,0.0,0.0,0.0,0.0,0.0,0.0,5
semagacestat,0.0,0.0,0.0,0.0,0.0,0.0,5
semaxanib,0.0,0.0,0.0,0.0,0.0,0.0,5
senicapoc,0.0,0.01,0.1,0.0,0.006,0.024,5
seocalcitol,0.0,0.0,0.0,0.0,0.0,0.002,5
sertaconazole,0.301,0.382,0.0,0.0,0.0,0.0,5
sertindole,0.002,0.0,0.0,0.001,0.0,0.0,5
sertraline,0.011,0.004,0.088,0.0,0.0,0.0,5
sgi-1776,0.011,0.001,0.0,0.0,0.0,0.0,5
siguazodan,0.0,0.129,0.001,0.105,0.051,0.095,5
sildenafil,0.0,0.0,0.003,0.011,0.0,0.046,5
simeprevir,0.0,0.0,0.0,0.0,0.0,0.0,5
simvastatin,0.0,0.0,0.0,0.0,0.0,0.0,5
sk&f-10047-(+),0.025,0.036,0.0,0.006,0.278,0.034,5
snx-2112,0.007,0.0,0.0,0.0,0.0,0.0,5
sobetirome,0.002,0.06,0.301,0.198,0.033,0.202,5
sodium-tanshinone-ii-a-sulfonate,0.49,0.108,0.175,0.01,0.0,0.092,5
sofalcone,0.226,0.009,0.009,0.004,0.074,0.001,4
sofosbuvir,0.031,0.061,0.04,0.0,0.0,0.0,5
solifenacin-succinate,0.004,0.526,0.087,0.0,0.001,0.0,5
sorbinil,0.172,0.067,0.225,0.117,0.51,0.62,5
sorbitol,0.009,0.211,0.091,0.045,0.014,0.003,5
sotalol,0.0,0.0,0.024,0.0,0.015,0.017,5
sotrastaurin,0.103,0.053,0.015,0.0,0.0,0.0,5
spironolactone,0.001,0.117,0.038,0.038,0.002,0.0,5
sr-2640,0.054,0.003,0.002,0.0,0.0,0.0,5
sr-33805,0.844,0.528,0.088,0.0,0.001,0.0,2
sta-5326,0.0,0.0,0.0,0.0,0.0,0.0,2
stavudine,0.054,0.061,0.0,0.0,0.0,0.0,5
su014813,0.453,0.317,0.046,0.0,0.0,0.0,5
sulbactam,0.023,0.0,0.001,0.005,0.007,0.071,5
sulbutiamine,0.0,0.001,0.003,0.138,0.008,0.003,5
sulfafurazole,0.079,0.191,0.054,0.306,0.224,0.055,5
sulfasalazine,0.675,0.221,0.695,0.223,0.085,0.381,5
sulforaphane,0.001,0.001,0.002,0.0,0.0,0.0,5
sunitinib,0.003,0.0,0.0,0.0,0.0,0.0,5
suprofen,0.0,0.008,0.16,0.068,0.107,0.036,5
suvorexant,0.1,0.109,0.011,0.0,0.237,0.0,5
swainsonine,0.0,0.0,0.0,0.0,0.0,0.0,5
t-5224,0.023,0.0,0.105,0.17,0.531,0.064,5
tacalcitol,0.0,0.0,0.0,0.0,0.0,0.0,5
tacedinaline,0.051,0.0,0.0,0.0,0.0,0.0,5
tacrine,0.011,0.006,0.003,0.031,0.012,0.0,5
tacrolimus,0.011,0.525,0.0,0.0,0.0,0.0,5
tadalafil,0.007,0.031,0.019,0.053,0.011,0.003,5
tafamidis-meglumine,0.009,0.004,0.03,0.052,0.041,0.003,5
tak-733,0.0,0.0,0.0,0.0,0.0,0.0,5
tak-875,0.0,0.0,0.0,0.0,0.004,0.0,5
talazoparib,0.0,0.0,0.0,0.0,0.0,0.0,5
talinolol,0.051,0.982,0.042,0.074,0.011,0.006,5
talmapimod,0.0,0.0,0.0,0.0,0.0,0.0,5
talnetant,0.001,0.001,0.031,0.312,0.0,0.0,5
taltirelin,0.002,0.048,0.015,0.671,0.012,0.438,5
tamoxifen,0.0,0.0,0.003,0.052,0.0,0.0,5
tamsulosin,0.339,0.164,0.359,0.131,0.308,0.315,5
tanaproget,0.001,0.084,0.0,0.0,0.0,0.0,5
targinine,0.0,0.0,0.203,0.118,0.015,0.025,5
tas-103,0.0,0.0,0.0,0.0,0.0,0.0,5
tasisulam,0.665,0.755,0.747,0.799,0.26,0.017,2
tasquinimod,0.021,0.0,0.0,0.0,0.0,0.0,5
tebipenem,0.057,0.164,0.002,0.018,0.007,0.024,5
tecastemizole,0.079,0.001,0.001,0.006,0.005,0.0,5
tedizolid,0.0,0.0,0.0,0.0,0.0,0.0,5
tegobuvir,0.146,0.021,0.193,0.113,0.0,0.0,5
telatinib,0.305,0.056,0.091,0.652,0.051,0.0,5
telbivudine,0.003,0.398,0.003,0.008,0.021,0.028,5
telcagepant,0.084,0.208,0.021,0.0,0.215,0.071,5
telmesteine,0.0,0.0,0.009,0.138,0.283,0.013,5
telmisartan,0.073,0.065,0.003,0.0,0.0,0.0,5
telotristat,0.181,0.223,0.323,0.074,0.0,0.0,5
temazepam,0.001,0.003,0.439,0.0,0.0,0.048,5
temozolomide,0.048,0.036,0.027,0.019,0.128,0.015,5
temsirolimus,0.0,0.0,0.0,0.0,0.0,0.0,10
teneligliptin,0.0,0.0,0.0,0.0,0.0,0.002,5
terbinafine,0.005,0.003,0.653,0.055,0.655,0.003,5
teroxirone,0.0,0.0,0.0,0.0,0.0,0.0,5
tesaglitazar,0.0,0.0,0.0,0.0,0.0,0.002,5
testosterone,0.0,0.0,0.0,0.0,0.0,0.0,5
tetrabenazine,0.009,0.0,0.182,0.372,0.012,0.002,5
tetracaine,0.278,0.986,0.105,0.103,0.0,0.0,5
tetrindole,0.017,0.0,0.0,0.0,0.0,0.0,5
tg-100801,0.049,0.001,0.0,0.0,0.0,0.0,5
thalidomide,0.131,0.508,0.009,0.146,0.509,0.176,5
theophylline,0.0,0.0,0.0,0.0,0.0,0.008,5
thiocolchicoside,0.048,0.0,0.031,0.006,0.037,0.0,5
thioctic-acid,0.051,0.0,0.0,0.0,0.0,0.0,5
thioguanine,0.0,0.0,0.001,0.0,0.0,0.0,5
thiomersal,0.0,0.0,0.0,0.0,0.0,0.0,5
thioridazine,0.007,0.04,0.093,0.011,0.0,0.0,5
thiothixene,0.007,0.0,0.008,0.0,0.0,0.0,5
tiagabine,0.007,0.0,0.0,0.0,0.0,0.0,5
tiapride,0.028,0.065,0.0,0.001,0.011,0.034,5
tic10,0.298,0.871,0.002,0.0,0.005,0.003,5
ticlopidine,0.196,0.456,0.095,0.122,0.004,0.002,4
tiludronate,0.011,0.097,0.003,0.156,0.554,0.145,5
timolol,0.0,0.008,0.024,0.016,0.0,0.065,5
timonacic,0.0,0.001,0.04,0.012,0.002,0.264,5
tioconazole,0.022,0.0,0.037,0.0,0.0,0.003,5
tioguanine,0.0,0.098,0.0,0.0,0.0,0.0,5
tirasemtiv,0.205,0.146,0.352,0.041,0.113,0.003,5
tirofiban,0.419,0.926,0.556,0.605,0.406,0.961,2
tivantinib,0.0,0.001,0.002,0.0,0.0,0.0,5
tivozanib,0.547,0.165,0.0,0.0,0.0,0.0,5
tizanidine,0.001,0.001,0.015,0.0,0.012,0.068,5
tobramycin,0.59,0.653,0.426,0.669,0.011,0.029,5
tolazamide,0.858,0.0,0.358,0.045,0.0,0.021,5
tolbutamide,0.0,0.0,0.005,0.016,0.005,0.003,5
tolcapone,0.0,0.001,0.011,0.004,0.008,0.0,5
tolfenamic-acid,0.0,0.0,0.0,0.0,0.0,0.001,5
tolperisone,0.035,0.002,0.0,0.054,0.0,0.042,5
topiramate,0.034,0.052,0.015,0.24,0.051,0.387,5
torasemide,0.0,0.0,0.002,0.011,0.041,0.003,5
torcetrapib,0.148,0.004,0.199,0.0,0.0,0.0,5
torcitabine,0.172,0.0,0.07,0.002,0.22,0.004,5
tosedostat,0.0,0.0,0.0,0.0,0.0,0.0,5
tozasertib,0.159,0.0,0.0,0.0,0.0,0.0,5
tracazolate,0.0,0.0,0.003,0.0,0.0,0.0,5
tramiprosate,0.044,0.045,0.031,0.017,0.001,0.053,5
tranilast,0.0,0.0,0.0,0.0,0.0,0.0,5
trapidil,0.0,0.0,0.013,0.004,0.011,0.095,5
travoprost,0.0,0.0,0.0,0.0,0.0,0.0,5
trazodone,0.087,0.001,0.0,0.333,0.007,0.004,5
triamcinolone,0.888,0.007,0.003,0.002,0.004,0.02,2
triamcinolone-acetonide,0.0,0.0,0.0,0.0,0.0,0.0,5
triamterene,0.0,0.021,0.002,0.033,0.0,0.0,5
triclabendazole,0.0,0.0,0.005,0.0,0.0,0.0,5
triflupromazine,0.0,0.0,0.0,0.05,0.0,0.0,5
trifluridine,0.0,0.0,0.0,0.0,0.0,0.0,5
trilostane,0.0,0.001,0.003,0.0,0.0,0.0,5
trimetazidine,0.209,0.081,0.078,0.038,0.58,0.774,5
trimethoprim,0.766,0.001,0.014,0.0,0.0,0.003,5
triptorelin,0.025,0.362,0.463,0.014,0.051,0.034,5
troglitazone,0.0,0.0,0.0,0.0,0.0,0.0,5
trovafloxacin,0.042,0.151,0.626,0.238,0.001,0.0,4
tyrphostin-1,0.028,0.012,0.0,0.0,0.007,0.014,5
uk-383367,0.151,0.332,0.002,0.198,0.01,0.0,5
ulipristal,0.0,0.021,0.0,0.0,0.005,0.003,5
umeclidinium,0.0,0.001,0.0,0.0,0.002,0.05,5
urapidil,0.0,0.002,0.022,0.035,0.005,0.014,5
ursodeoxycholyltaurine,0.606,0.803,0.385,0.736,0.165,0.319,5
ursolic-acid,0.0,0.001,0.0,0.0,0.0,0.0,5
valdecoxib,0.0,0.097,0.0,0.0,0.012,0.003,5
valproic-acid,0.747,0.272,0.256,0.129,0.811,0.53,2
valrubicin,0.0,0.0,0.0,0.0,0.0,0.0,5
valsartan,0.516,0.347,0.044,0.041,0.007,0.044,5
vandetanib,0.0,0.0,0.0,0.0,0.0,0.0,5
vanoxerine,0.0,0.013,0.028,0.0,0.007,0.0,5
vardenafil,0.0,0.0,0.0,0.0,0.0,0.0,5
varenicline,0.044,0.331,0.587,0.01,0.214,0.003,5
varespladib,0.093,0.0,0.051,0.045,0.219,0.024,5
veliparib,0.028,0.0,0.0,0.0,0.002,0.001,5
vemurafenib,0.0,0.001,0.0,0.0,0.0,0.0,5
venlafaxine,0.023,0.288,0.099,0.058,0.09,0.087,5
verapamil,0.009,0.246,0.004,0.0,0.011,0.003,5
vgx-1027,0.0,0.0,0.0,0.0,0.033,0.004,5
vicriviroc,0.375,0.012,0.018,0.031,0.0,0.001,5
vidarabine,0.0,0.0,0.0,0.0,0.0,0.0,5
vilazodone,0.001,0.0,0.001,0.0,0.0,0.0,5
vinpocetine,0.159,0.008,0.015,0.055,0.0,0.0,5
vismodegib,0.077,0.089,0.009,0.002,0.03,0.003,5
voglibose,0.011,0.567,0.022,0.336,0.002,0.0,5
volasertib,0.0,0.0,0.0,0.0,0.0,0.0,5
voreloxin,0.078,0.003,0.028,0.0,0.0,0.0,5
voriconazole,0.587,0.317,0.267,0.033,0.028,0.041,5
vortioxetine,0.066,0.351,0.102,0.263,0.0,0.0,5
voxtalisib,0.017,0.01,0.0,0.0,0.0,0.0,5
vt-464,0.752,0.35,0.343,0.009,0.002,0.003,5
vtp-27999,0.227,0.007,0.019,0.023,0.11,0.014,5
vx-222,0.009,0.012,0.011,0.055,0.005,0.003,5
vx-661,0.0,0.377,0.011,0.08,0.0,0.002,5
vx-765,0.0,0.0,0.036,0.038,0.114,0.069,5
vx-809,0.0,0.023,0.003,0.011,0.021,0.001,5
xaliproden,0.105,0.68,0.051,0.64,0.826,0.08,5
xbd173,0.079,0.0,0.003,0.007,0.036,0.001,5
yohimbine,0.105,0.213,0.443,0.011,0.08,0.003,5
z160,0.001,0.031,0.015,0.0,0.0,0.0,5
zafirlukast,0.001,0.07,0.028,0.001,0.011,0.003,5
zalcitabine,0.119,0.007,0.011,0.268,0.0,0.0,5
zaldaride,0.0,0.03,0.0,0.01,0.03,0.0,5
zaleplon,0.001,0.107,0.002,0.089,0.325,0.005,5
zaprinast,0.0,0.001,0.005,0.019,0.682,0.003,5
zd-7114,0.0,0.0,0.001,0.0,0.007,0.003,5
zidovudine,0.0,0.001,0.0,0.0,0.0,0.0,5
ziprasidone,0.055,0.057,0.002,0.0,0.0,0.0,5
zk-200775,0.0,0.001,0.0,0.01,0.0,0.001,5
zk811752,0.008,0.001,0.0,0.0,0.0,0.0,5
zofenopril-calcium,0.0,0.0,0.0,0.012,0.005,0.036,5
zonisamide,0.484,0.368,0.002,0.01,0.445,0.011,5
zosuquidar,0.0,0.043,0.0,0.019,0.0,0.0,5
