cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,cpd_size
nicaraven,0.032,0.41,0.542,0.128,0.573,0.536,3
nicardipine,0.014,0.067,0.139,0.03,0.105,0.053,3
nicergoline,0.885,0.876,0.426,0.945,0.102,0.169,2
nicotinamide,0.703,0.293,0.046,0.901,0.172,0.557,3
nicotine,0.277,0.005,0.057,0.033,0.053,0.125,3
niguldipine,0.547,0.555,0.536,0.084,0.247,0.803,3
nikethamide,0.269,0.663,0.212,0.074,0.384,0.237,2
nilotinib,0.386,0.871,0.923,0.086,0.062,0.004,3
nimesulide,0.797,0.925,0.824,0.677,0.121,0.153,2
nimodipine,0.085,0.71,0.66,0.471,0.061,0.27,3
nintedanib,0.214,0.551,0.964,0.275,0.865,0.015,3
nisoxetine,0.489,0.547,0.39,0.431,0.418,0.662,2
nitrendipine,0.002,0.89,0.629,0.867,0.268,0.124,3
nizofenone,0.15,0.11,0.385,0.38,0.211,0.028,2
nms-1286937,0.028,0.0,0.0,0.0,0.0,0.0,3
norethindrone,0.002,0.001,0.0,0.02,0.683,0.571,3
norethisterone,0.39,0.096,0.283,0.179,0.452,0.198,2
norfloxacin,0.037,0.338,0.054,0.048,0.195,0.014,2
norgestrel,0.003,0.05,0.026,0.001,0.009,0.581,3
nortriptyline,0.308,0.12,0.435,0.204,0.007,0.0,3
noscapine,0.226,0.082,0.18,0.099,0.161,0.38,3
novobiocin,0.355,0.14,0.869,0.02,0.837,0.029,3
nsi-189,0.843,0.782,0.679,0.827,0.436,0.269,2
nutlin-3,0.001,0.007,0.046,0.692,0.002,0.0,3
nvp-dpp728,0.072,0.534,0.642,0.763,0.091,0.147,2
nxy-059,0.813,0.846,0.218,0.701,0.471,0.072,3
o6-benzylguanine,0.232,0.333,0.381,0.357,0.131,0.063,2
odanacatib,0.012,0.343,0.118,0.171,0.355,0.042,3
ofloxacin,0.012,0.37,0.13,0.006,0.342,0.364,3
oglemilast,0.185,0.759,0.11,0.848,0.009,0.005,3
olaparib,0.495,0.639,0.57,0.613,0.005,0.023,3
olmesartan,0.136,0.136,0.422,0.617,0.703,0.063,2
omecamtiv-mecarbil,0.409,0.064,0.023,0.018,0.049,0.082,3
omeprazole,0.315,0.222,0.264,0.481,0.702,0.082,2
ondansetron,0.282,0.176,0.185,0.848,0.504,0.361,2
oprozomib,0.085,0.0,0.0,0.0,0.0,0.0,3
orantinib,0.19,0.056,0.191,0.346,0.05,0.169,2
ore1001,0.092,0.596,0.069,0.211,0.06,0.051,3
org-9768,0.508,0.448,0.026,0.888,0.42,0.234,3
orlistat,0.222,0.274,0.245,0.405,0.076,0.07,2
orphenadrine,0.983,1.0,0.917,0.924,0.29,0.395,2
orteronel,0.466,0.525,0.152,0.526,0.109,0.545,3
oseltamivir-carboxylate,0.532,0.849,0.513,0.282,0.293,0.031,3
ostarine,0.077,0.19,0.06,0.001,0.008,0.005,3
otamixaban,0.105,0.143,0.441,0.046,0.156,0.739,3
otilonium,0.134,0.017,0.006,0.029,0.801,0.197,3
ots167,0.001,0.0,0.0,0.0,0.0,0.0,2
oxandrolone,0.372,0.499,0.166,0.189,0.161,0.051,3
oxaprozin,0.299,0.259,0.048,0.15,0.175,0.124,2
oxatomide,0.394,0.744,0.859,0.612,0.363,0.013,4
oxfendazole,0.007,0.858,0.585,0.481,0.307,0.676,3
oxiconazole,0.408,0.199,0.042,0.02,0.017,0.023,3
oxiperomide,0.046,0.437,0.694,0.031,0.053,0.014,2
oxybenzone,0.692,0.614,0.327,0.664,0.028,0.053,3
oxybuprocaine,0.202,0.02,0.933,0.282,0.029,0.017,3
oxybutynin,0.08,0.067,0.177,0.068,0.066,0.077,3
oxymetazoline,0.344,0.042,0.751,0.463,0.89,0.546,2
oxypurinol,0.648,0.289,0.037,0.61,0.401,0.79,3
ozagrel,0.985,0.555,0.431,0.798,0.823,0.058,2
pa-824,0.316,0.058,0.705,0.295,0.25,0.532,3
paclitaxel,0.003,0.0,0.0,0.0,0.0,0.0,3
palbociclib,0.966,0.001,0.0,0.0,0.0,0.0,3
palmitoylethanolamide,0.0,0.243,0.964,0.888,0.067,0.317,3
palomid-529,0.041,0.022,0.615,0.359,0.9,0.058,3
palonosetron,0.173,0.059,0.047,0.059,0.02,0.127,3
palovarotene,0.009,0.002,0.0,0.0,0.0,0.0,3
papaverine,0.293,0.794,0.167,0.838,0.702,0.008,2
paracetamol,0.042,0.092,0.169,0.427,0.892,0.342,3
paroxetine,0.445,0.371,0.73,0.266,0.068,0.097,3
pasireotide,0.13,0.261,0.298,0.01,0.037,0.018,3
pazopanib,0.976,0.067,0.697,0.071,0.007,0.0,3
pazufloxacin,0.388,0.316,0.14,0.177,0.521,0.666,3
pd123319,0.852,0.36,0.547,0.234,0.035,0.088,3
pd153035,0.344,0.132,0.012,0.147,0.345,0.074,2
pelitinib,0.058,0.068,0.06,0.005,0.021,0.001,2
pemirolast,0.46,0.771,0.066,0.334,0.235,0.051,3
penfluridol,0.742,0.021,0.206,0.878,0.059,0.453,2
penicillin-v-potassium,0.258,0.133,0.06,0.025,0.405,0.483,2
pentamidine,0.037,0.088,0.609,0.001,0.0,0.0,3
pentoxifylline,0.272,0.311,0.946,0.02,0.253,0.034,3
perhexiline,0.898,0.295,0.922,0.413,0.122,0.002,3
pf-02545920,0.092,0.119,0.262,0.012,0.043,0.002,3
pf-03084014,0.016,0.336,0.141,0.077,0.09,0.07,2
pf-03758309,0.012,0.0,0.005,0.015,0.006,0.009,2
pf-03814735,0.214,0.011,0.0,0.0,0.0,0.0,3
pf-04136309,0.336,0.551,0.473,0.644,0.451,0.417,2
pf-04447943,0.037,0.095,0.642,0.358,0.36,0.615,2
pf-04457845,0.347,0.737,0.874,0.262,0.047,0.0,3
pf-04620110,0.519,0.014,0.018,0.161,0.672,0.961,3
pf-04691502,0.028,0.004,0.0,0.0,0.0,0.0,3
ph-797804,0.031,0.045,0.588,0.079,0.122,0.125,3
pha-848125,0.055,0.004,0.018,0.001,0.001,0.0,3
phenazone,0.146,0.89,0.567,0.198,0.677,0.036,3
phenformin,0.144,0.019,0.025,0.3,0.298,0.007,2
phensuximide,0.878,0.704,0.481,0.239,0.536,0.448,3
phentermine,0.219,0.024,0.034,0.044,0.171,0.116,3
phentolamine,0.802,0.003,0.788,0.472,0.476,0.193,3
phenylacetylglutamine,0.654,0.867,0.919,0.201,0.752,0.501,3
phenylbutazone,0.005,0.013,0.004,0.044,0.008,0.03,3
phenylbutyrate,0.887,0.461,0.004,0.0,0.151,0.056,3
phenylephrine,0.033,0.685,0.272,0.354,0.711,0.072,3
phenytoin,0.182,0.316,0.144,0.079,0.116,0.747,3
phorbol-myristate-acetate,0.0,0.0,0.0,0.0,0.0,0.0,3
physostigmine,0.277,0.337,0.155,0.942,0.198,0.094,2
pibenzimol,0.214,0.41,0.73,0.209,0.02,0.006,3
piclamilast,0.612,0.74,0.649,0.146,0.457,0.143,2
picolinic-acid,0.302,0.793,0.921,0.639,0.467,0.212,4
picotamide,0.119,0.261,0.018,0.283,0.03,0.204,3
piketoprofen,0.164,0.36,0.361,0.293,0.514,0.472,3
pilaralisib,0.692,0.997,0.998,0.983,0.554,0.053,3
pilocarpine,0.549,0.105,0.365,0.648,0.099,0.064,3
pimavanserin,0.103,0.137,0.055,0.029,0.073,0.0,3
pimecrolimus,0.476,0.024,0.004,0.0,0.167,0.002,3
pimobendan,0.219,0.387,0.395,0.048,0.759,0.323,2
pimozide,0.055,0.036,0.37,0.342,0.205,0.498,4
pinacidil,0.987,0.208,0.841,0.864,0.787,0.038,3
pinaverium,0.935,0.191,0.138,0.189,0.167,0.351,3
pinitol,0.193,0.099,0.023,0.262,0.271,0.257,3
pioglitazone,0.935,0.455,0.162,0.353,0.076,0.088,3
piperidolate,0.39,0.199,0.368,0.036,0.124,0.074,3
pirenoxine,0.614,0.137,0.352,0.885,0.418,0.824,3
pirenzepine,0.037,0.234,0.261,0.093,0.557,0.193,3
pirfenidone,0.525,0.349,0.383,0.355,0.228,0.375,3
piribedil,0.063,0.292,0.389,0.126,0.528,0.184,3
piroxicam,0.516,0.468,0.045,0.327,0.466,0.538,2
pitavastatin,0.105,0.145,0.04,0.904,0.002,0.0,3
pki-179,0.398,0.0,0.0,0.0,0.0,0.001,2
podophyllotoxin,0.0,0.0,0.0,0.0,0.0,0.0,3
pomalidomide,0.176,0.111,0.004,0.779,0.11,0.491,3
pramipexole,0.055,0.737,0.226,0.427,0.637,0.233,3
pranlukast,0.327,0.32,0.515,0.391,0.419,0.382,3
pravastatin,0.0,0.015,0.16,0.169,0.167,0.127,3
prazosin,0.134,0.857,0.761,0.242,0.644,0.905,3
prednisone,0.603,0.145,0.106,0.071,0.178,0.006,3
preladenant,0.559,0.179,0.172,0.31,0.198,0.341,2
primaquine,0.017,0.4,0.833,0.4,0.205,0.018,3
primidone,0.697,0.05,0.133,0.157,0.23,0.051,3
pritelivir,0.099,0.595,0.123,0.15,0.232,0.286,3
probenecid,0.387,0.227,0.588,0.331,0.368,0.196,3
probucol,0.01,0.15,0.972,0.018,0.23,0.029,3
procainamide,0.294,0.325,0.16,0.25,0.27,0.038,2
prochlorperazine,0.306,0.337,0.239,0.218,0.482,0.109,2
progesterone,0.028,0.137,0.088,0.341,0.061,0.359,3
proglumide,0.204,0.364,0.189,0.52,0.227,0.739,3
proguanil,0.039,0.049,0.072,0.28,0.478,0.712,3
propafenone,0.178,0.206,0.052,0.297,0.52,0.358,2
propentofylline,0.22,0.372,0.291,0.018,0.011,0.126,3
propranolol,0.22,0.067,0.436,0.526,0.118,0.074,3
protirelin,0.087,0.684,0.81,0.675,0.262,0.269,2
protriptyline,0.576,0.816,0.475,0.675,0.257,0.178,3
prx-08066,0.173,0.34,0.828,0.885,0.972,0.233,3
psi-6130,0.123,0.099,0.062,0.028,0.138,0.031,3
pterostilbene,0.724,0.014,0.933,0.057,0.032,0.049,3
pyrazinamide,0.31,0.069,0.051,0.029,0.009,0.235,3
pyrazinoylguanidine,0.03,0.15,0.153,0.024,0.16,0.057,3
quercetin,0.131,0.137,0.091,0.0,0.045,0.033,3
quetiapine,0.459,0.681,0.017,0.596,0.793,0.061,3
quiflapon,0.394,0.447,0.756,0.102,0.41,0.252,2
quinapril,0.058,0.007,0.007,0.012,0.005,0.016,3
quinidine,0.598,0.759,0.044,0.055,0.013,0.014,6
quizartinib,0.444,0.233,0.599,0.725,0.499,0.103,3
r-428,0.437,0.693,0.526,0.016,0.045,0.002,2
r547,0.087,0.185,0.0,0.0,0.0,0.0,3
rabeprazole,0.692,0.207,0.169,0.285,0.308,0.011,3
racecadotril,0.008,0.029,0.065,0.093,0.39,0.031,3
raclopride,0.184,0.386,0.677,0.126,0.089,0.412,3
radezolid,0.003,0.045,0.03,0.023,0.129,0.001,3
raf265,0.005,0.322,0.004,0.017,0.002,0.004,3
raloxifene,0.275,0.539,0.529,0.845,0.167,0.029,3
raltegravir,0.015,0.004,0.002,0.023,0.038,0.082,4
ramatroban,0.082,0.207,0.169,0.476,0.622,0.392,3
ramelteon,0.028,0.365,0.433,0.445,0.335,0.067,3
ramipril,0.033,0.213,0.287,0.646,0.074,0.168,3
ranitidine,0.728,0.003,0.09,0.353,0.008,0.0,3
ranolazine,0.163,0.894,0.622,0.474,0.107,0.201,3
rasagiline,0.177,0.158,0.075,0.3,0.361,0.018,2
rebamipide,0.059,0.426,0.241,0.674,0.389,0.065,3
reboxetine,0.277,0.377,0.189,0.24,0.308,0.392,3
refametinib,0.718,0.209,0.107,0.005,0.002,0.0,2
regadenoson,0.258,0.088,0.874,0.692,0.392,0.351,2
regorafenib,0.077,0.747,0.346,0.513,0.005,0.0,3
relcovaptan,0.202,0.467,0.866,0.625,0.18,0.123,3
repaglinide,0.001,0.005,0.007,0.0,0.034,0.019,3
reparixin,0.582,0.774,0.411,0.381,0.759,0.621,2
resatorvid,0.037,0.188,0.726,0.014,0.073,0.018,3
reserpine,0.255,0.67,0.19,0.509,0.613,0.895,2
resiquimod,0.395,0.485,0.461,0.651,0.214,0.139,2
resminostat,0.027,0.316,0.069,0.0,0.0,0.0,3
resveratrol,0.033,0.206,0.395,0.66,0.977,0.4,2
retapamulin,0.189,0.407,0.837,0.21,0.807,0.023,3
retigabine,0.107,0.34,0.453,0.273,0.089,0.06,3
rg-7388,0.383,0.586,0.243,0.0,0.001,0.0,2
rg2833,0.157,0.441,0.335,0.029,0.008,0.0,3
rg4733,0.028,0.084,0.068,0.009,0.011,0.21,3
ribavirin,0.193,0.525,0.2,0.343,0.071,0.625,3
rifabutin,0.779,0.996,0.933,0.176,0.06,0.0,3
rifaximin,0.015,0.62,0.34,0.4,0.384,0.548,3
rilmenidine,0.124,0.594,0.218,0.15,0.716,0.451,2
rilpivirine,0.871,0.581,0.246,0.583,0.369,0.094,2
rimantadine,0.44,0.073,0.012,0.012,0.084,0.317,3
rimcazole,0.002,0.797,0.082,0.548,0.031,0.0,3
rimexolone,0.0,0.014,0.0,0.0,0.0,0.002,3
rimonabant,0.323,0.016,0.751,0.815,0.394,0.126,3
riociguat,0.334,0.018,0.019,0.083,0.005,0.074,3
ripasudil,0.485,0.311,0.322,0.575,0.009,0.98,3
risperidone,0.515,0.552,0.745,0.01,0.183,0.065,3
ritodrine,0.253,0.185,0.396,0.416,0.566,0.503,3
rivaroxaban,0.028,0.475,0.435,0.957,0.984,0.928,3
rizatriptan,0.141,0.928,0.044,0.185,0.052,0.007,2
ro-4987655,0.012,0.0,0.0,0.003,0.0,0.0,2
rociletinib,0.779,0.008,0.926,0.295,0.001,0.0,3
rocuronium,0.81,0.264,0.049,0.088,0.377,0.239,3
roflumilast,0.096,0.059,0.022,0.056,0.024,0.182,4
rolipram,0.063,0.591,0.102,0.449,0.286,0.976,3
romidepsin,0.0,0.0,0.0,0.0,0.0,0.0,3
ropinirole,0.731,0.906,0.226,0.358,0.559,0.016,3
roquinimex,0.315,0.071,0.095,0.036,0.115,0.169,4
roscovitine,0.126,0.014,0.012,0.133,0.009,0.001,3
rosiglitazone,0.087,0.094,0.012,0.071,0.13,0.045,3
rosuvastatin,0.847,0.752,0.012,0.014,0.008,0.03,3
rotigotine,0.822,0.014,0.361,0.004,0.692,0.335,3
rottlerin,0.209,0.318,0.229,0.041,0.184,0.162,4
rotundine,0.132,0.011,0.2,0.163,0.037,0.42,3
roxithromycin,0.398,0.631,0.433,0.217,0.167,0.051,3
rs-127445,0.826,0.19,0.465,0.128,0.177,0.394,2
ru-58841,0.558,0.293,0.76,0.589,0.263,0.121,3
rucinol,0.265,0.179,0.594,0.138,0.318,0.341,2
rupatadine,0.545,0.0,0.705,0.0,0.0,0.031,3
rutin,0.559,0.828,0.779,0.22,0.238,0.195,2
s18986,0.485,0.371,0.323,0.295,0.579,0.186,3
safinamide,0.237,0.217,0.109,0.473,0.158,0.469,2
salvinorin-a,0.429,0.122,0.805,0.041,0.521,0.536,3
saquinavir,0.922,0.511,0.856,0.198,0.344,0.022,3
saracatinib,0.159,0.101,0.021,0.0,0.0,0.0,3
sarcosine,0.074,0.115,0.461,0.489,0.076,0.178,3
sasapyrine,0.837,0.788,0.024,0.191,0.657,0.193,3
saxagliptin,0.028,0.259,0.032,0.027,0.008,0.349,3
sb-683698,0.035,0.674,0.028,0.068,0.328,0.08,3
sb-705498,0.479,0.508,0.526,0.456,0.519,0.0,2
sb-743921,0.0,0.0,0.0,0.0,0.0,0.0,3
sb-756050,0.686,0.5,0.152,0.903,0.363,0.146,3
sb-939,0.03,0.001,0.0,0.0,0.0,0.0,3
sc-12267,0.474,0.359,0.455,0.201,0.278,0.158,3
scopolamine,0.261,0.701,0.023,0.013,0.098,0.002,3
sdz-nkt-343,0.296,0.915,0.373,0.047,0.811,0.026,2
secnidazole,0.201,0.049,0.029,0.899,0.222,0.066,3
selamectin,0.56,0.426,0.042,0.001,0.004,0.005,3
selegiline,0.108,0.914,0.074,0.115,0.418,0.399,2
selumetinib,0.004,0.0,0.0,0.0,0.0,0.0,3
semagacestat,0.22,0.111,0.027,0.012,0.082,0.263,3
semaxanib,0.015,0.003,0.018,0.012,0.009,0.031,3
senicapoc,0.085,0.26,0.135,0.191,0.298,0.074,3
seocalcitol,0.467,0.063,0.147,0.026,0.007,0.077,3
sep-227900,0.981,0.742,0.811,0.24,0.988,0.646,3
sertaconazole,0.529,0.069,0.247,0.62,0.051,0.007,2
sertindole,0.103,0.366,0.332,0.566,0.002,0.0,3
sertraline,0.409,0.101,0.066,0.341,0.087,0.0,3
setiptiline,0.025,0.969,0.042,0.041,0.177,0.16,3
sgi-1776,0.012,0.007,0.004,0.001,0.002,0.0,3
siguazodan,0.486,0.182,0.16,0.527,0.634,0.082,3
sildenafil,0.036,0.283,0.431,0.614,0.369,0.147,2
simeprevir,0.519,0.05,0.166,0.101,0.029,0.006,3
simvastatin,0.102,0.382,0.77,0.002,0.623,0.0,3
sirolimus,0.0,0.0,0.0,0.005,0.004,0.002,2
sk&f-10047-(+),0.508,0.533,0.408,0.996,0.549,0.041,3
snx-2112,0.529,0.392,0.0,0.0,0.0,0.0,3
sobetirome,0.161,0.651,0.751,0.722,0.345,0.592,3
sodium-gualenate,0.034,0.001,0.004,0.02,0.009,0.002,3
sodium-tanshinone-ii-a-sulfonate,0.069,0.144,0.157,0.27,0.188,0.051,3
sofalcone,0.046,0.847,0.552,0.4,0.102,0.084,3
sofosbuvir,0.342,0.681,0.734,0.0,0.355,0.215,3
solifenacin-succinate,0.35,0.397,0.931,0.08,0.378,0.022,3
sorbinil,0.306,0.447,0.451,0.633,0.278,0.803,2
sorbitol,0.113,0.251,0.194,0.026,0.775,0.08,3
sotalol,0.019,0.042,0.038,0.091,0.195,0.051,3
sotrastaurin,0.005,0.166,0.066,0.002,0.002,0.0,3
sparfloxacin,0.012,0.007,0.262,0.018,0.001,0.964,3
spironolactone,0.059,0.084,0.038,0.094,0.059,0.0,3
sr-2640,0.33,0.094,0.849,0.126,0.281,0.096,3
sr-33805,0.683,0.671,0.682,0.561,0.777,0.002,3
sta-5326,0.034,0.006,0.0,0.0,0.0,0.0,3
stavudine,0.317,0.754,0.441,0.07,0.565,0.146,3
su014813,0.26,0.227,0.236,0.23,0.348,0.096,2
sulbactam,0.982,0.882,0.015,0.103,0.419,0.64,3
sulbutiamine,0.446,0.157,0.549,0.098,0.302,0.002,3
sulfafurazole,0.226,0.348,0.764,0.715,0.428,0.122,3
sulfasalazine,0.052,0.038,0.469,0.173,0.218,0.574,2
sulforaphane,0.396,0.642,0.534,0.702,0.12,0.148,2
sumatriptan,0.035,0.082,0.004,0.367,0.798,0.661,3
sunitinib,0.004,0.336,0.0,0.0,0.0,0.0,3
suprofen,0.131,0.147,0.651,0.224,0.008,0.036,3
suvorexant,0.576,0.421,0.413,0.881,0.368,0.276,3
swainsonine,0.08,0.929,0.289,0.174,0.26,0.152,3
t-5224,0.199,0.092,0.385,0.728,0.9,0.855,3
tacalcitol,0.025,0.024,0.361,0.03,0.003,0.018,3
tacedinaline,0.293,0.651,0.003,0.08,0.012,0.0,2
tacrine,0.223,0.661,0.012,0.367,0.207,0.186,3
tacrolimus,0.569,0.657,0.08,0.436,0.078,0.353,2
tadalafil,0.45,0.5,0.844,0.182,0.228,0.323,3
tafamidis-meglumine,0.261,0.014,0.144,0.187,0.031,0.039,3
tagatose,0.163,0.654,0.357,0.74,0.764,0.422,2
tak-285,0.092,0.974,0.026,0.882,0.002,0.042,3
tak-733,0.0,0.0,0.0,0.0,0.0,0.0,3
tak-875,0.232,0.371,0.261,0.432,0.185,0.077,3
taladegib,0.39,0.301,0.471,0.777,0.586,0.026,2
talazoparib,0.481,0.269,0.402,0.121,0.185,0.04,2
talinolol,0.189,0.166,0.352,0.295,0.102,0.317,3
talmapimod,0.409,0.075,0.03,0.358,0.073,0.036,3
talnetant,0.965,0.767,0.64,0.029,0.456,0.031,3
taltirelin,0.077,0.058,0.755,0.416,0.87,0.08,3
tamibarotene,0.027,0.006,0.006,0.002,0.001,0.006,3
tamoxifen,0.53,0.684,0.493,0.54,0.557,0.164,2
tamsulosin,0.752,0.621,0.081,0.392,0.769,0.414,2
tanaproget,0.522,0.369,0.013,0.001,0.008,0.0,3
taranabant,0.003,0.007,0.04,0.173,0.055,0.086,3
targinine,0.261,0.217,0.138,0.761,0.648,0.135,3
tas-103,0.0,0.0,0.0,0.0,0.0,0.0,3
taselisib,0.146,0.137,0.012,0.001,0.001,0.0,3
tasisulam,0.119,0.708,0.507,0.01,0.903,0.002,3
tasquinimod,0.092,0.197,0.047,0.17,0.145,0.074,3
tazobactam,0.425,0.918,0.819,0.063,0.009,0.006,3
tebipenem,0.341,0.422,0.19,0.436,0.465,0.221,2
tecastemizole,0.594,0.399,0.676,0.998,0.948,0.594,3
tedizolid,0.092,0.313,0.289,0.012,0.008,0.051,3
tegobuvir,0.005,0.241,0.22,0.121,0.345,0.506,3
telatinib,0.889,0.964,0.489,0.831,0.465,0.854,2
telbivudine,0.492,0.825,0.445,0.673,0.379,0.038,3
telcagepant,0.296,0.378,0.279,0.155,0.068,0.051,3
telmesteine,0.102,0.034,0.811,0.237,0.118,0.342,3
telmisartan,0.298,0.017,0.055,0.688,0.088,0.173,2
telotristat,0.498,0.423,0.493,0.404,0.387,0.293,2
temazepam,0.46,0.474,0.321,0.334,0.118,0.632,3
temozolomide,0.034,0.589,0.798,0.997,0.008,0.037,3
temsirolimus,0.0,0.0,0.0,0.0,0.0,0.0,3
teneligliptin,0.454,0.836,0.305,0.384,0.16,0.444,3
tenidap,0.618,0.109,0.012,0.502,0.019,0.014,2
terbinafine,0.018,0.014,0.048,0.001,0.001,0.005,3
teroxirone,0.535,0.228,0.301,0.65,0.119,0.046,2
tesaglitazar,0.794,0.232,0.227,0.049,0.254,0.111,2
testosterone,0.019,0.119,0.074,0.03,0.245,0.056,3
tetrabenazine,0.279,0.497,0.476,0.402,0.675,0.664,2
tetracaine,0.343,0.893,0.446,0.115,0.469,0.166,3
tetrahydrouridine,0.111,0.326,0.585,0.0,0.043,0.007,2
tetrindole,0.757,0.914,0.315,0.685,0.024,0.066,2
tg-100801,0.189,0.251,0.236,0.346,0.049,0.019,2
thalidomide,0.685,0.284,0.305,0.793,0.13,0.856,2
theobromine,0.005,0.049,0.611,0.083,0.444,0.118,3
theophylline,0.184,0.064,0.559,0.914,0.521,0.413,3
thiocolchicoside,0.241,0.936,0.854,0.263,0.557,0.343,3
thioctic-acid,0.798,0.107,0.402,0.101,0.002,0.06,3
thioguanine,0.4,0.997,0.684,0.029,0.0,0.0,3
thiomersal,0.194,0.034,0.147,0.024,0.0,0.0,3
thioridazine,0.289,0.594,0.636,0.24,0.116,0.004,2
thiothixene,0.288,0.183,0.024,0.033,0.002,0.0,3
tiagabine,0.153,0.131,0.286,0.184,0.868,0.845,3
tiapride,0.295,0.194,0.038,0.353,0.359,0.111,3
tic10,0.028,0.09,0.015,0.905,0.273,0.015,3
ticagrelor,0.144,0.625,0.418,0.34,0.518,0.086,2
ticlopidine,0.532,0.289,0.026,0.643,0.551,0.599,3
tiludronate,0.146,0.004,0.992,0.12,0.37,0.245,3
timolol,0.831,0.752,0.62,0.324,0.265,0.053,3
timonacic,0.152,0.652,0.696,0.229,0.105,0.639,3
tioconazole,0.233,0.111,0.44,0.117,0.904,0.002,3
tioguanine,0.434,0.203,0.17,0.23,0.004,0.001,2
tipifarnib-P2,0.005,0.192,0.361,0.039,0.009,0.004,3
tipiracil,0.775,0.183,0.019,0.062,0.011,0.214,3
tirasemtiv,0.874,0.145,0.899,0.101,0.161,0.689,3
tirofiban,0.668,0.824,0.113,0.02,0.301,0.097,3
tivantinib,0.544,0.857,0.144,0.001,0.0,0.0,3
tivozanib,0.012,0.094,0.026,0.126,0.002,0.002,3
tizanidine,0.171,0.094,0.711,0.124,0.143,0.03,3
tobramycin,0.048,0.147,0.357,0.572,0.015,0.134,3
tofacitinib,0.068,0.574,0.0,0.008,0.0,0.09,2
tolazamide,0.646,0.122,0.481,0.018,0.099,0.055,3
tolbutamide,0.692,0.197,0.286,0.886,0.831,0.122,3
tolcapone,0.016,0.047,0.338,0.225,0.197,0.029,3
tolfenamic-acid,0.544,0.017,0.189,0.364,0.796,0.263,3
tolnaftate,0.095,0.334,0.034,0.007,0.007,0.0,3
tolperisone,0.169,0.002,0.236,0.247,0.452,0.805,2
tolvaptan,0.248,0.302,0.018,0.109,0.002,0.002,3
topiramate,0.042,0.353,0.285,0.208,0.387,0.221,2
torasemide,0.236,0.441,0.822,0.522,0.775,0.184,3
torcetrapib,0.626,0.069,0.08,0.08,0.915,0.006,3
torcitabine,0.099,0.972,0.78,0.075,0.416,0.065,3
tosedostat,0.003,0.042,0.004,0.001,0.002,0.0,3
tozasertib,0.069,0.063,0.001,0.002,0.002,0.051,3
tracazolate,0.271,0.857,0.638,0.174,0.983,0.188,3
tramiprosate,0.319,0.429,0.12,0.02,0.022,0.068,3
tranilast,0.119,0.426,0.011,0.177,0.807,0.036,3
trapidil,0.692,0.621,0.186,0.236,0.195,0.157,3
travoprost,0.189,0.02,0.082,0.164,0.376,0.33,3
trazodone,0.002,0.016,0.004,0.002,0.237,0.233,3
trehalose,0.019,0.049,0.77,0.001,0.003,0.016,3
triamcinolone,0.272,0.608,0.004,0.036,0.002,0.031,3
triamcinolone-acetonide,0.014,0.001,0.048,0.001,0.002,0.0,3
triamterene,0.146,0.185,0.046,0.237,0.027,0.0,3
triclabendazole,0.649,0.733,0.402,0.697,0.03,0.04,2
triclosan,0.122,0.484,0.345,0.072,0.118,0.0,3
triflupromazine,0.32,0.067,0.035,0.032,0.083,0.025,3
trifluridine,0.732,0.502,0.039,0.0,0.0,0.0,3
trilostane,0.255,0.819,0.0,0.083,0.039,0.084,3
trimebutine,0.091,0.017,0.019,0.024,0.895,0.706,3
trimetazidine,0.326,0.194,0.387,0.224,0.25,0.027,3
trimethoprim,0.713,0.387,0.442,0.178,0.298,0.139,2
trimipramine,0.087,0.045,0.127,0.973,0.213,0.027,3
triptorelin,0.088,0.209,0.72,0.409,0.483,0.22,2
troglitazone,0.007,0.893,0.177,0.144,0.009,0.002,3
trovafloxacin,0.495,0.79,0.971,0.841,0.009,0.002,3
tyrphostin-1,0.058,0.642,0.427,0.365,0.083,0.134,3
uk-383367,0.501,0.371,0.742,0.377,0.447,0.002,3
ulipristal,0.553,0.617,0.075,0.21,0.107,0.255,2
umeclidinium,0.785,0.68,0.912,0.774,0.58,0.241,2
urapidil,0.128,0.005,0.057,0.135,0.052,0.066,3
ursodeoxycholyltaurine,0.772,0.392,0.287,0.528,0.935,0.188,3
ursodiol,0.032,0.012,0.556,0.851,0.068,0.051,3
ursolic-acid,0.537,0.055,0.391,0.053,0.067,0.011,2
valdecoxib,0.223,0.572,0.365,0.805,0.082,0.263,3
valproic-acid,0.021,0.263,0.012,0.93,0.057,0.221,3
valrubicin,0.935,0.84,0.012,0.0,0.0,0.0,3
valsartan,0.535,0.84,0.829,0.191,0.948,0.913,3
vandetanib,0.119,0.316,0.076,0.117,0.001,0.0,3
vanoxerine,0.65,0.059,0.019,0.007,0.5,0.033,3
vardenafil,0.159,0.233,0.106,0.002,0.18,0.889,3
varenicline,0.049,0.144,0.61,0.442,0.054,0.801,3
varespladib,0.321,0.049,0.05,0.982,0.006,0.068,2
veliparib,0.023,0.819,0.378,0.966,0.286,0.394,3
vemurafenib,0.016,0.252,0.28,0.42,0.085,0.008,3
venlafaxine,0.993,0.949,0.245,0.007,0.983,0.984,3
verapamil,0.214,0.185,0.427,0.761,0.029,0.051,3
vgx-1027,0.336,0.08,0.297,0.571,0.292,0.299,3
vicriviroc,0.362,0.511,0.436,0.157,0.2,0.368,3
