compound	no_of_compounds	well	dose_recode	median_score	p_value
arofylline	3	I09	4	-0.0285856678389245	0.716
arry-334543	3	D09	4	0.0145291335137617	0.301
artesunate	3	M15	4	0.0933384538590186	0.02
asa-404	3	G09	4	0.0225745785962649	0.271
asc-j9	3	P09	4	-0.0474001577383675	0.924
asenapine	3	I15	4	-0.0280913365119728	0.725
aspirin	3	O21	4	0.0523127299807044	0.143
at13387	3	F03	4	0.2895269402354229	0.0
ataluren	3	I03	4	0.0074370670203372	0.365
atenolol	2	B15	4	-0.0547468365981132	0.839
atipamezole	3	F15	4	0.0039406295673518	0.329
atn-161	4	D03	4	-0.0211405975074021	0.706
atomoxetine	3	E09	4	-0.0330222965446233	0.785
atorvastatin	3	H03	4	0.0431883407050368	0.153
atracurium	3	J21	4	-0.0437901817839555	0.879
atrasentan	3	D21	4	-0.020891216639525	0.638
av-608	3	G21	4	-0.0169663796003599	0.673
avagacestat	3	J03	4	0.0158170538327152	0.293
avanafil	3	L15	4	-0.00266460476759	0.431
avasimibe	3	B09	4	0.1811824529596991	0.005
avl-292	3	A21	4	0.1519542770542252	0.002
avn-944	3	A15	4	0.1894727040167172	0.005
azacitidine	3	L15	4	0.3320857530423552	0.0
azathioprine	3	F21	4	-0.0688369719063976	0.977
azd1208	3	G03	4	0.0342153014967908	0.176
azd1480	3	L21	4	-0.0124605025863489	0.568
azd1981	3	B15	4	0.0277258477587327	0.232
azd2014	3	H03	4	0.1962688085963249	0.0
azd3514	3	D21	4	0.0964927192087215	0.01
azd4547	3	B21	4	0.2209526804061876	0.001
azd5363	3	N09	4	0.0216297836052173	0.223
azd7545	3	B09	4	-0.0631842581495529	0.959
azd7687	3	L15	4	0.078643084183466	0.041
azd7762	3	P09	4	0.0718717391404408	0.048
azd8931	3	M03	4	0.1382769043274619	0.004
azd9668	3	L21	4	0.1062988662388342	0.021
azelaic-acid	3	F15	4	0.0138095644146949	0.244
azelastine	3	E09	4	0.2184708273421741	0.0
balaglitazone	4	B09	4	-0.0380205666308627	0.916
balapiravir	3	M15	4	-0.0442090947793657	0.888
balicatib	3	P21	4	0.0508171764148154	0.118
balsalazide	3	J09	4	0.1219546312723657	0.007
bambuterol	3	I21	4	-0.0121456842857528	0.585
bardoxolone-methyl	3	H15	4	0.530841365758908	0.0
basimglurant	3	E09	4	-0.0149874937583244	0.628
batimastat	3	A21	4	0.0587465404383459	0.102
bavisant	2	O15	4	-0.0311168512490702	0.728
bay-87-2243	3	H03	4	0.3031541299820943	0.0
bazedoxifene	3	H09	4	-0.033248882238453	0.768
bci-540	3	I09	4	0.0451104157070295	0.1
beclomethasone-dipropionate	3	O15	4	0.2375188403397063	0.0
belinostat	3	L21	4	0.4373993183237633	0.0
bemegride	3	N09	4	0.1003634937655664	0.016
benazepril	3	M15	4	0.056500982986785	0.072
bendamustine	3	J03	4	-0.0388447739270041	0.817
bendroflumethiazide	3	O15	4	0.0633188950037674	0.089
benzbromarone	3	P21	4	0.042927102365643	0.139
benzthiazide	3	E21	4	0.0610747578635729	0.092
benzydamine	3	J03	4	-0.032304174284031	0.749
benzylpenicillin	3	L21	4	-0.0265858014045994	0.718
bepotastine	3	C03	4	0.0346157799858497	0.214
berberine	3	L15	4	0.1397801399299657	0.011
betahistine	3	J21	4	0.0177627582724627	0.251
betulinic-acid	3	B15	4	0.0821643304224471	0.045
bevirimat-dimeglumine	3	G21	4	-0.0226884437498811	0.73
bexarotene	3	A15	4	-0.0026499892739069	0.465
bezafibrate	3	K15	4	-0.0184014249465572	0.621
bicalutamide	3	E03	4	0.0316395645181963	0.276
bifemelane	3	A15	4	0.0393601976013521	0.182
bifonazole	2	F03	4	0.1405428986273469	0.055
bimatoprost	3	J21	4	-0.052274951049958	0.927
bindarit	3	O15	4	-0.0325257207611757	0.819
biperiden	3	C09	4	0.0629012577161484	0.053
birinapant	3	H21	4	0.0715872842589343	0.037
bisindolylmaleimide	3	B15	4	0.0334258370454924	0.203
bisoprolol	3	F15	4	0.0730493326715541	0.04
bitopertin	3	I09	4	0.021030732725956	0.226
blonanserin	3	C09	4	-0.0233984085105169	0.68
bms-599626	3	K21	4	0.0172682796933107	0.275
bms-707035	3	O21	4	-0.0471987520722455	0.907
bms-927711	3	A15	4	0.0419376114603571	0.176
bopindolol	3	M21	4	0.0297829368885253	0.178
bortezomib	3	D15	4	0.5710501259315414	0.0
bosentan	2	E03	4	0.1241443260380474	0.068
bosutinib	3	N21	4	0.0112469593973136	0.345
brequinar	3	K21	4	0.0771260438303424	0.04
bretazenil	3	N15	4	0.0147217127656388	0.305
brexpiprazole	3	F03	4	-0.0027583056137151	0.544
brivanib	3	C03	4	0.044341359095878	0.162
brivudine	3	H15	4	-0.0177612412448471	0.666
bromocriptine	3	H09	4	-0.0011286755502336	0.482
broxuridine	3	M21	4	0.0294697085495926	0.178
bruceantin	2	O09	4	0.7152484113565708	0.0
bts-54505	3	C09	4	0.0599787085779307	0.058
bucladesine	3	P21	4	0.0377128983141241	0.164
budipine	2	P09	4	-0.0248642237988447	0.668
bumetanide	3	M09	4	-0.0424822216026601	0.816
bupivacaine	4	G09	4	-0.0408640603578324	0.952
bupropion	3	F03	4	-0.0639877879729929	0.929
buspirone	2	L03	4	0.0713477158300983	0.177
butoconazole	3	E21	4	0.0852421184447598	0.042
butorphanol-(+)-tartrate	3	L15	4	0.0148449697041495	0.272
bvd-523	3	D15	4	0.1660685243410727	0.001
cabazitaxel	3	J21	4	0.2321776329233622	0.0
cabergoline	3	P21	4	-0.0047739260624058	0.562
cabozantinib	3	C03	4	0.1633902738606525	0.002
caffeine	4	L09	4	0.0483454653786774	0.056
calcitriol	3	I15	4	0.0109485420641258	0.365
camicinal	3	M09	4	0.0003150988575077	0.407
camptothecin	3	D09	4	0.6459438200631381	0.0
canagliflozin	3	M09	4	0.0165537766492198	0.274
candesartan	3	I21	4	-0.0477170473448105	0.902
canertinib	3	B09	4	-0.0111257422702917	0.621
canrenoic-acid	3	L15	4	0.021812436790031	0.23
capecitabine	3	K15	4	0.0237652052091445	0.232
capsaicin	3	P15	4	0.0190078388912908	0.289
carbachol	2	E15	4	0.0605731703088556	0.167
carbamazepine	3	N03	4	0.1817560901004745	0.007
carbenoxolone	3	F03	4	0.2612014706316246	0.001
carbimazole	3	E03	4	-0.0022369943862581	0.622
carglumic-acid	3	N21	4	0.0555768349977729	0.11
cariprazine	3	J21	4	-0.0145198073982628	0.62
carisoprodol	3	N21	4	0.0380561820537658	0.182
carprofen	3	I15	4	0.0260355765776373	0.23
carvedilol	3	N09	4	0.0045326460109023	0.339
cb-10-277-(free-acid)	3	N09	4	-0.0233266963686428	0.683
cc-401	3	D21	4	0.0274954191659068	0.174
cc-930	3	J03	4	-0.0568525986029301	0.931
cediranib	3	F21	4	-0.023387470921992	0.706
cefdinir	3	B15	4	-0.0062840201177253	0.492
cefepime	3	A15	4	0.0990875344769173	0.044
cefoperazone	4	I21	4	-0.0001794934153689	0.395
cefotetan	2	N21	4	0.1000603599289348	0.081
cefozopran	3	L21	4	-0.0370714687099978	0.835
celecoxib	4	L15	4	-0.0197877687985397	0.703
cep-37440	3	O09	4	0.150457362243285	0.007
cepharanthine	3	D21	4	0.0249483547850362	0.187
cgp12177	3	H03	4	0.0032981457547582	0.428
chlorambucil	3	D21	4	0.0661898252334831	0.039
chlormezanone	3	O21	4	0.0390188263400322	0.204
chloroxine	3	I09	4	-0.0554077164065381	0.925
chlorphenamine	3	D03	4	0.0004227328972932	0.397
chlorpromazine	3	G09	4	0.0380935382602812	0.181
chlorpropamide	3	A15	4	0.0908003888579981	0.05
chlortalidone	3	O09	4	-0.026321393560854	0.717
cholic-acid	3	M15	4	0.0212147087424158	0.278
choline-alfoscerate	3	J21	4	-0.0136212842239579	0.609
cianidanol	3	J09	4	0.06015220284915	0.07
ciclesonide	3	M03	4	0.2142588766557588	0.0
ciglitazone	3	D15	4	0.0248755662568371	0.225
cilengitide	3	C15	4	-0.0340870530544391	0.751
cilomilast	3	F03	4	-0.0031428199135217	0.546
cilostazol	3	L15	4	0.1544398158541668	0.011
cimetidine	3	O15	4	0.0973337820717517	0.029
cinaciguat	3	P21	4	0.02496871662993	0.259
cinepazide	3	L15	4	0.0119190362318057	0.291
cinnarizine	3	N03	4	-0.0168398448076727	0.658
cinoxacin	3	K15	4	0.0935189642447775	0.013
ciprofloxacin	3	C15	4	0.0918288626477697	0.024
cisapride	3	F03	4	0.0561837383679824	0.128
citalopram	3	C15	4	0.0127515106964986	0.336
cladribine	3	K03	4	0.0658711769951292	0.067
clarithromycin	3	H09	4	-0.0205721973567141	0.657
clenbuterol	2	H03	4	0.1136548381048943	0.076
climbazole	3	A09	4	0.0641986980685659	0.096
clinafloxacin	3	G09	4	-0.0857611531711415	0.992
clindamycin	3	F03	4	-0.0367675965851351	0.788
clinofibrate	3	G21	4	0.1235067933901374	0.016
clioquinol	3	H03	4	0.0055201648631977	0.418
clobetasol	3	D15	4	0.4074475213763546	0.0
clofarabine	3	I21	4	0.2681062526562343	0.0
clofazimine	3	D03	4	-0.004589567796177	0.434
clofibric-acid	3	A21	4	-0.0223014073066005	0.702
clofoctol	4	L21	4	-0.0212718582847934	0.706
clomethiazole	3	O09	4	0.0308018176436654	0.214
clomifene	3	E21	4	0.0440455586881655	0.141
clonazepam	3	D21	4	-0.0151396152105424	0.578
clonidine	3	B21	4	-0.0065554784013286	0.495
clotrimazole	3	B21	4	-0.0553487635393202	0.921
clozapine	3	A09	4	0.0545449541461102	0.12
co-102862	3	H15	4	0.0069883590243853	0.419
cobimetinib	4	O21	4	0.2574196857536901	0.0
colchicine	3	A21	4	0.1895316977560055	0.002
colforsin-daproate	3	D03	4	0.049449110433455	0.128
combretastatin-a-4	3	O09	4	0.2341954606529948	0.001
conivaptan	3	A15	4	0.0291936512485999	0.233
cordycepin	3	L09	4	-0.0644651685549396	0.964
cp-945,598	3	F21	4	0.0860438178169998	0.025
cpi-1189	3	N15	4	0.2311566273124006	0.0
cpi-613	3	K15	4	0.050557642234273	0.101
cromoglicic-acid	3	L15	4	0.0401369955283073	0.118
ct-7758	3	P09	4	0.0127320956049698	0.345
cts-1027	3	P21	4	0.0303590642585648	0.209
curcumin	3	N15	4	0.1357661261246281	0.003
cx-4945	3	C09	4	-0.029913196788982	0.745
cx-5461	3	D15	4	0.1274187077780152	0.004
cx516	3	B09	4	0.0038118008817357	0.473
cyanocobalamin	3	P21	4	-0.0412374477161029	0.889
cyclizine	2	P09	4	-0.0178578667932142	0.614
cyclobenzaprine	3	L09	4	0.0287659994708647	0.224
cyclosporin-a	3	N03	4	0.0966229118221798	0.038
cyproheptadine	3	H15	4	0.0240740651551399	0.286
cyproterone-acetate	3	H09	4	-0.0035938530780078	0.504
cytarabine	3	M09	4	0.1726120553912183	0.004
cytisine	3	A09	4	-0.0294664268701321	0.755
d-serine	3	M09	4	0.0137467865363826	0.287
dabigatran-etexilate	3	F15	4	0.0271530375332989	0.169
dabrafenib	3	I21	4	0.2576777887692635	0.0
dacarbazine	3	N03	4	0.0577780509796894	0.116
dacinostat	3	E15	4	0.6678801348782358	0.0
dacomitinib	3	F21	4	-0.0046748137114794	0.476
danazol	3	A21	4	0.0229536530879855	0.307
danegaptide	3	N09	4	-0.0061201454584917	0.448
dantrolene	3	C03	4	0.024940718854446	0.268
danusertib	3	A09	4	0.1612105834710447	0.002
dapagliflozin	3	F15	4	-0.0108401062167105	0.487
dapivirine	3	E03	4	0.2159470856266637	0.002
dapsone	3	F03	4	-0.0080596685784079	0.592
darifenacin	3	F21	4	-0.0023548807077764	0.455
darunavir	3	D15	4	-0.013795667374662	0.557
dasabuvir	4	M03	4	0.0209558201330058	0.195
dasatinib	3	L15	4	0.1806404276845642	0.004
dazoxiben	3	G03	4	0.0421247373368324	0.129
decitabine	3	B21	4	0.0493842147675781	0.091
defactinib	3	N21	4	-0.008171451257417	0.506
deferasirox	3	M21	4	-0.0386498589841323	0.809
deferiprone	3	K03	4	0.0705441370223579	0.058
deforolimus	3	E21	4	0.2935094352835981	0.0
dehydroepiandrosterone	3	E09	4	0.0101377406446169	0.375
delanzomib	3	L03	4	0.3376909173833691	0.0
delivert	3	D15	4	-0.0567576628667789	0.9
deoxycholic-acid	3	P03	4	0.115486362521583	0.643
dequalinium	3	M03	4	0.180706184664001	0.0
desmopressin-acetate	3	L21	4	-0.0546023027053523	0.945
dexamethasone	3	N03	4	0.1947117578677372	0.006
dexamethasone	3	F03	4	0.1947117578677372	0.001
dexfenfluramine	3	I09	4	-0.0525411297201103	0.912
dexloxiglumide	3	P03	4	0.0191621891025387	0.868
dexniguldipine	3	O21	4	0.0305658765078292	0.251
dextromethorphan	3	G09	4	0.0561024008745625	0.107
diacerein	3	F21	4	0.0551547170730992	0.081
diazepam	3	E15	4	-0.0285782226997783	0.704
diazoxide	3	P21	4	0.1375721821688923	0.011
diclofenac	3	C09	4	0.1522917838409854	0.001
diclofensine	3	M15	4	-0.0113828946727647	0.611
dicloxacillin	3	H03	4	0.0368347725856747	0.182
dicoumarol	3	G21	4	-0.0449897849908388	0.896
dideoxyadenosine	3	K15	4	-0.0227257270056516	0.665
dienogest	3	J03	4	-0.0193792820447104	0.642
diethylcarbamazine	3	C09	4	-0.007800247706225	0.488
diethylstilbestrol	3	C15	4	0.0810398143779787	0.037
diflunisal	3	G09	4	0.0322215767645698	0.21
dihydroergocristine	3	O15	4	-0.0489521264591642	0.907
dihydroergotamine	3	N21	4	0.0626983691381722	0.087
dilazep	3	N21	4	-0.0686523295742644	0.97
diltiazem	3	F15	4	0.0192684400120324	0.216
dimesna	3	O09	4	-0.0088942730569173	0.549
dimethyl-fumarate	3	A09	4	0.0364307449025685	0.193
diminazene-aceturate	3	C09	4	-0.0294878597449264	0.742
dinaciclib	3	J03	4	0.7405949971813504	0.0
dinoprost	3	A09	4	0.032146022359399	0.213
diosmin	3	E15	4	-0.0232193346710691	0.648
diphenidol	3	H09	4	0.1012723377962625	0.018
dipraglurant	3	I15	4	0.0078060722109167	0.397
dipyridamole	3	P15	4	0.1254442374874869	0.004
disopyramide	3	M21	4	0.1277855398012975	0.007
disulfiram	3	E21	4	0.0530696472606555	0.112
dmp-777	3	L09	4	0.0863583657923052	0.03
docetaxel	3	H15	4	0.3110918477392727	0.0
dofequidar	3	N03	4	-0.0043932715402313	0.551
dolutegravir	3	P09	4	0.0307883275913648	0.198
donepezil	3	L09	4	-0.0296549074123875	0.793
donitriptan	3	I15	4	0.0526072244375501	0.109
dopamine	3	O09	4	0.1170777619775638	0.015
doramapimod	2	C03	4	0.0834516878393251	0.125
dorzolamide	3	K15	4	0.0658538326327766	0.061
doxapram	3	F03	4	0.0586285842017771	0.117
doxazosin	2	H09	4	-0.2435319497669481	1.0
doxepin	3	N03	4	-0.0395591181865071	0.849
doxifluridine	2	H21	4	0.0569551448583802	0.194
doxofylline	3	J09	4	-0.0990955368342001	0.995
doxorubicin	3	L21	4	0.6724043997972843	0.0
doxycycline-hyclate	3	D09	4	-0.0236401148082015	0.677
dpcpx	4	I03	4	0.0213364870085894	0.183
dpi-201106	3	H21	4	0.0108604292518675	0.36
dronedarone	3	G03	4	0.0127028094817488	0.347
droperidol	3	J03	4	0.072339234017098	0.053
drospirenone	4	E09	4	0.0722245036472569	0.018
du-728	3	E09	4	0.0445555839322916	0.119
duloxetine	3	L15	4	0.1090761787517822	0.02
dutasteride	3	L03	4	0.1089463907294893	0.038
e-2012	3	O15	4	-0.0311151112706096	0.806
ebselen	3	L21	4	0.0296370145136568	0.187
econazole	3	D15	4	0.1112384386073837	0.01
edoxaban	3	K21	4	-0.0300469247503426	0.749
edoxudine	3	E21	4	-0.0492332438448184	0.907
efaproxiral	3	B09	4	0.0708157225980996	0.089
efavirenz	3	G21	4	0.0835685588129306	0.047
eflornithine	3	L21	4	0.0008207556340492	0.418
elesclomol	3	O15	4	-0.0239474210976502	0.74
ellagic-acid	3	P15	4	0.0489771026857767	0.115
emd-1214063	3	P09	4	0.0267022432657122	0.224
emd-53998	3	L03	4	-0.0010450869675876	0.521
emedastine	3	M15	4	0.1031474925823618	0.014
emtricitabine	3	O21	4	0.0889943112438147	0.053
enalapril	3	H03	4	0.0525033193102424	0.119
enoxacin	2	L21	4	-0.0600406346023868	0.879
entecavir	3	C03	4	0.0516339617335551	0.132
entinostat	3	A21	4	0.2262568920910938	0.001
enzalutamide	3	I21	4	-0.019086200840628	0.64
enzastaurin	2	P03	4	0.3586704371450807	0.091
eperezolid	3	H09	4	0.0866635309230462	0.037
epinastine	3	M09	4	-0.038490714351089	0.782
epinephrine	3	E03	4	0.0027962077745928	0.572
epirizole	3	E21	4	0.0776243981039983	0.056
epirubicin	3	E09	4	0.3547238903099335	0.0
epitiostanol	4	J21	4	0.068712894809678	0.013
epothilone-b	3	C09	4	0.4121332161817643	0.0
equol	3	L03	4	0.1567995064743686	0.014
ercalcitriol	3	J21	4	0.038329044859584	0.137
erlotinib	3	G03	4	0.0859070563856016	0.031
erteberel	3	B21	4	0.0636874932636693	0.058
erythromycin	3	C09	4	0.0020873581522611	0.405
erythromycin	3	G09	4	0.0020873581522611	0.441
escitalopram	3	H21	4	0.1449981536050546	0.003
esmolol	3	M15	4	-0.0168318392324297	0.658
estramustine	3	H09	4	0.00033807147239	0.466
estramustine-phosphate	4	A09	4	0.002375525677111	0.43
estriol	3	P15	4	-0.0021170892098071	0.497
estrone	3	C15	4	-0.0011579757969314	0.443
etacrynic-acid	3	H09	4	-0.0106054397800363	0.565
etanidazole	3	K15	4	0.0067671006482351	0.352
etazolate	3	J03	4	-0.1036824603813671	0.995
ethinyl-estradiol	4	K03	4	0.0205835802508532	0.227
ethylenediaminetetraacetic-acid	3	B09	4	0.0010764105770434	0.501
etizolam	3	D09	4	0.0048819608748005	0.379
etodolac	3	J03	4	0.0211948805539356	0.255
etofylline-clofibrate	3	N15	4	0.004721577817877	0.38
etomidate	3	O15	4	0.1193722245503845	0.011
etomoxir	3	E15	4	0.1211934671409599	0.013
etoposide	3	P21	4	0.0694704496669805	0.062
etoricoxib	3	K03	4	0.1286640560329439	0.01
etravirine	3	I09	4	0.0236333809508756	0.213
eugenol	3	M03	4	0.0047928259154122	0.4
everolimus	3	H03	4	0.3035157018885807	0.0
evp-6124	3	M03	4	0.0398808946870901	0.141
exalamide	3	C09	4	0.0817595520075366	0.025
exemestane	2	A21	4	0.0363755137213363	0.326
exherin	2	H15	4	-0.0165038251656923	0.613
fadrozole	3	N15	4	0.0438210857098136	0.139
famciclovir	3	B21	4	-0.0331146377385416	0.774
famotidine	4	D21	4	-0.0156626853789943	0.634
faropenem	3	M03	4	-0.0082457644333672	0.549
fasudil	2	L03	4	0.1132496693427739	0.101
favipiravir	3	B21	4	-0.0295854731793191	0.751
fdcyd	3	P03	4	0.3336919721273288	0.044
febuxostat	3	I15	4	0.090900591598548	0.027
felbinac	3	P15	4	0.0026727522570081	0.447
felodipine	3	G09	4	0.0263569094964395	0.248
fenobam	3	O15	4	0.0355520667669901	0.21
fenoterol	3	I03	4	0.0575185333147437	0.079
fenticonazole	3	N21	4	0.0696699729600044	0.066
fexofenadine	3	L09	4	0.0608972159799645	0.069
fiacitabine	3	L21	4	0.0232794885733135	0.215
fidarestat	3	G09	4	-0.0650721865316821	0.977
fidaxomicin	3	D15	4	0.0235515442390253	0.228
filgotinib	3	H15	4	0.0614147519959532	0.091
finasteride	3	A15	4	-0.0101294532190038	0.543
fipronil	2	O21	4	0.0105326645826576	0.457
firategrast	3	L03	4	0.1034825335772701	0.042
flavoxate	2	H15	4	0.0868406814847652	0.151
flecainide	3	I03	4	0.1119714472915207	0.011
floxuridine	3	P15	4	0.4691240869782231	0.0
fluconazole	3	G21	4	0.0222020771138518	0.276
fludarabine-phosphate	3	K21	4	0.0478641149702078	0.107
fludroxycortide	3	N09	4	0.2332980055607867	0.001
flumatinib	3	F03	4	0.0272612388652789	0.304
flumazenil	3	M03	4	0.0144058419515382	0.313
fluocinonide	3	P09	4	0.269000414801865	0.0
fluorometholone	3	G03	4	0.4619691798130861	0.0
fluorouracil	3	J21	4	0.0249557492136041	0.203
fluoxetine	3	A15	4	0.0079535342030856	0.356
fluphenazine	3	K21	4	0.0828207493358035	0.033
fluspirilene	2	L09	4	0.028925439669717	0.325
flutamide	3	A21	4	0.0698501610292744	0.08
fluticasone	3	B21	4	0.3968892158659666	0.0
flutrimazole	4	B15	4	-0.0291572888467382	0.82
fluvoxamine	3	H15	4	0.1047828872964855	0.027
folic-acid	3	O21	4	-0.0396144391568982	0.838
fomepizole	3	F03	4	0.0007511434834465	0.508
fomocaine	3	B15	4	0.0006553967527791	0.428
foretinib	4	P21	4	0.0410478849980919	0.106
formestane	3	O15	4	0.1037356598336616	0.022
formoterol	3	I15	4	0.1559739652181367	0.001
forskolin	3	J09	4	0.1136816426442486	0.01
fosfomycin	3	I21	4	-0.0297317415588579	0.77
fostamatinib	3	D21	4	0.127923800872913	0.002
fpl-62064	3	M09	4	0.0330315958811346	0.166
ftorafur	3	O09	4	-0.0306453147328534	0.75
fulvestrant	4	O09	4	-0.0479101918355425	0.95
fusidic-acid	3	L15	4	-0.0142795836067056	0.58
gabapentin	3	M21	4	0.0466572226730755	0.104
galeterone	3	A15	4	0.1721327141541466	0.007
ganaxolone	3	H21	4	-0.0465414952864294	0.916
gatifloxacin	3	B09	4	-0.0139206984381863	0.646
gdc-0068	3	I09	4	0.0333605196865077	0.152
gdc-0152	3	M03	4	0.1502837810561211	0.002
gdc-0199	3	G03	4	0.0508839456936689	0.102
gdc-0834	3	H09	4	0.126376262019053	0.008
gefitinib	3	H15	4	-0.0677351240496189	0.961
gemcitabine	3	N15	4	0.3767510874452197	0.0
gemfibrozil	3	M21	4	-0.0120990280138393	0.54
gemifloxacin	3	H21	4	0.0289164349587186	0.201
genz-644282	3	E03	4	0.5754480320217429	0.0
gestrinone	3	P15	4	0.0441763765127525	0.138
gimeracil	3	N15	4	-0.0266311655891106	0.698
ginkgolide-b	3	F15	4	0.0842166523644585	0.028
glasdegib	3	L03	4	0.0926597029404964	0.056
gliclazide	3	P03	4	0.2574880648520604	0.154
glimepiride	3	K21	4	0.0084394319531009	0.368
glipizide	3	B15	4	0.1987018931609907	0.0
gliquidone	3	B15	4	0.1149184774939231	0.01
glycitein	3	M15	4	0.0829158473842858	0.03
glycopyrrolate	3	N21	4	0.0704963704396273	0.063
golvatinib	3	F15	4	0.0425980716459236	0.094
goserelin-acetate	3	L21	4	0.052362990399198	0.098
granisetron	3	M09	4	-0.0046215758533149	0.457
grazoprevir	3	N09	4	0.0029262499140371	0.352
griseofulvin	3	C03	4	0.0378306329217945	0.198
gsk1292263	3	G21	4	0.0409601618115914	0.176
gsk2110183	3	A09	4	0.1238995520030566	0.014
gsk256066	3	B21	4	0.0305427841451466	0.158
gsk2636771	3	K15	4	0.1083112375297233	0.005
guanabenz	3	E03	4	0.0978868481675346	0.041
guanadrel	3	J21	4	0.054674132031659	0.075
guanethidine	2	D09	4	-0.0521536170676519	0.806
gw842166	3	B09	4	-0.0392914885372439	0.845
halcinonide	3	C03	4	0.2014213899010336	0.001
haloperidol	3	N09	4	0.1038137657795305	0.015
hc-030031	3	G09	4	0.0622150524099121	0.091
hesperidin	3	F15	4	0.0066651900214897	0.303
hexachlorophene	3	M21	4	0.1355249015052664	0.006
histamine	4	H15	4	-0.0119561141720515	0.684
homochlorcyclizine	3	J03	4	0.0266346214991971	0.204
homoharringtonine	3	L09	4	0.7057889880847835	0.0
honokiol	3	A21	4	-0.0301300074149491	0.763
hydrocortisone	2	E21	4	0.3003611367816008	0.001
hydroxyurea	3	C15	4	0.1635866225426799	0.003
hymecromone	3	E15	4	0.1057611116555387	0.019
hypericin	3	M15	4	0.0367752751732834	0.157
i-bet-762	2	A21	4	0.2057426934733017	0.01
ib-meca	3	B09	4	0.0437072371709979	0.185
ibrutinib	3	G21	4	0.2304414953578862	0.0
ibudilast	3	E09	4	0.0400559624373144	0.145
ibuprofen	3	L15	4	-0.0076428540989286	0.502
ibutamoren	3	C03	4	0.0238337744676291	0.277
ici-162846	3	M15	4	0.1016107336492965	0.017
ici-185,282	3	J03	4	-0.0124054130269783	0.575
ici-192605	3	K21	4	0.0259559331034024	0.21
idalopirdine	3	N21	4	0.0349818011055979	0.188
idelalisib	3	I03	4	-0.0196556726035315	0.628
idoxuridin	3	M15	4	0.0937117158228047	0.019
ifosfamide	3	P03	4	0.0616985154010988	0.795
iguratimod	3	O21	4	0.131539839871842	0.011
ilomastat	3	D03	4	-0.0202718844967552	0.604
imatinib	3	A21	4	0.1236819849623641	0.005
imexon	3	N09	4	0.1406638783802699	0.003
imiloxan	3	M03	4	0.0725041386513809	0.045
imipramine	3	E03	4	0.0796822921944336	0.069
imiquimod	3	E09	4	-0.012311002196696	0.603
indacaterol	3	E15	4	0.0985772944499518	0.024
indapamide	3	G03	4	0.1070002053755072	0.014
indibulin	3	G21	4	0.0877982720192079	0.041
indinavir	3	H09	4	0.0655019408294312	0.07
indiplon	3	I03	4	0.0015066629929379	0.432
indirubin	3	M09	4	0.0747084366960865	0.033
indobufen	3	E03	4	0.0234544586888197	0.351
indole	4	H21	4	0.0101900164195008	0.333
indoprofen	3	O15	4	0.0850045126968022	0.048
indoramin	2	I21	4	-0.0833879594282762	0.971
ingenol-mebutate	3	D21	4	0.3926089311103421	0.0
iniparib	3	P03	4	0.2693391218417039	0.129
inosine	3	J21	4	0.0619116570508071	0.053
inositol	3	P03	4	0.1898249719276396	0.367
iowh032	3	L21	4	-0.0066414002309354	0.5
ipratropium	3	L15	4	0.0350477124924119	0.146
ipriflavone	3	E15	4	0.0122877328495541	0.306
irinotecan	3	C15	4	0.0127664449372965	0.336
isbufylline	3	I21	4	-0.0652564336662623	0.975
isoconazole	3	E03	4	0.0048351582689809	0.547
isofloxythepin	3	P09	4	0.0344697278464403	0.175
isosorbide	3	F03	4	0.0375588243134664	0.243
isradipine	3	D03	4	0.0365885557740648	0.173
istaroxime	3	K15	4	0.0749165654898529	0.037
itopride	3	M09	4	-0.0383060905136725	0.779
ivabradine	3	B21	4	-0.0188737951569126	0.629
ivacaftor	3	F21	4	0.0136108908103526	0.296
ivermectin	3	J21	4	0.0587875443819811	0.064
ixabepilone	3	B09	4	0.457224287809866	0.0
josamycin	3	D03	4	-0.0713176603235306	0.968
kakonein	3	O21	4	-0.0244170702945919	0.72
kbg	4	B21	4	0.0016224164710401	0.434
kd-023	3	L21	4	0.1758482239216642	0.002
kd025	3	C15	4	0.1010321702892426	0.019
ketoconazole	3	L21	4	-0.0573766983565802	0.953
ketoprofen	3	O15	4	0.1022673338729895	0.023
ketorolac	3	H09	4	-0.0104045780387304	0.564
ketotifen	3	C15	4	0.07589263390613	0.044
kpt-330	3	E15	4	0.6962308384485486	0.0
kw-2449	3	K21	4	0.0305600394718414	0.189
kw-2478	3	J03	4	0.1846150219738647	0.0
kx2-391	3	F21	4	0.5981238088358212	0.0
l-citrulline	3	B21	4	0.0434707443481789	0.112
l-ergothioneine	2	P03	4	0.5182682440192998	0.009
l-name	3	G03	4	0.0313709419769842	0.188
labetalol	3	N15	4	0.0617854559778723	0.083
lacitol	3	K15	4	0.0386245924650953	0.147
lacosamide	3	C03	4	0.0859480068748677	0.048
lafutidine	3	P21	4	0.0064849396793709	0.431
lamivudine	4	N09	4	0.0399254023808205	0.058
lamotrigine	3	E09	4	-0.0181787657485364	0.658
lapatinib	3	D09	4	0.053108233253292	0.106
lasalocid	3	P03	4	0.4951048564302173	0.0
latanoprost	3	N03	4	0.0422895488939532	0.193
lcl-161	3	D03	4	0.0536574584159205	0.113
ledipasvir	3	E21	4	0.0825613529783809	0.048
leflunomide	2	M21	4	-0.009883311941202	0.519
