compound	no_of_compounds	well	dose_recode	median_score	p_value
ethinyl-estradiol	4	K03	4	0.0665951676492911	0.09
ethylenediaminetetraacetic-acid	3	B09	4	0.0510071539869803	0.228
etizolam	3	D09	4	0.0480797375910656	0.293
etodolac	3	J03	4	0.0529790456867841	0.312
etofylline-clofibrate	3	N15	4	0.0459651011184954	0.259
etomidate	3	O15	4	0.0229637064412128	0.508
etomoxir	3	E15	4	0.1495472376345041	0.01
etoposide	3	P21	4	0.0856410172435748	0.073
etoricoxib	3	K03	4	0.0011245088230301	0.739
etravirine	3	I09	4	0.0777545254030216	0.141
eugenol	3	M03	4	-0.011255510440218	0.909
everolimus	3	H03	4	0.3140761322624938	0.0
evp-6124	3	M03	4	0.0053156627694643	0.711
exalamide	3	C09	4	0.0272360658354499	0.418
exemestane	2	A21	4	0.0849793425202918	0.224
exherin	2	H15	4	0.0329280941903473	0.438
fadrozole	3	N15	4	0.082226210913938	0.084
famciclovir	3	B21	4	0.0273745128598746	0.374
famotidine	4	D21	4	0.0163851779327972	0.582
faropenem	3	M03	4	0.0326281834045985	0.341
fasudil	2	L03	4	0.1847139895324889	0.048
favipiravir	3	B21	4	0.0127430463900481	0.561
fdcyd	3	P03	4	0.3638574208989625	0.044
febuxostat	3	I15	4	0.1693238156511992	0.005
felbinac	3	P15	4	0.0330661383747902	0.307
felodipine	3	G09	4	0.0273289109317813	0.521
fenobam	3	O15	4	0.0393320896591474	0.352
fenoterol	3	I03	4	0.1472222866229812	0.012
fenticonazole	3	N21	4	0.0013924556994084	0.73
fexofenadine	3	L09	4	0.1154021379100721	0.028
fiacitabine	3	L21	4	0.0474914307894187	0.229
fidarestat	3	G09	4	0.0046560037502768	0.774
fidaxomicin	3	D15	4	0.0530975842303448	0.207
filgotinib	3	H15	4	0.1114543783548648	0.043
finasteride	3	A15	4	0.0172679576998666	0.477
fipronil	2	O21	4	0.0623509825639954	0.262
firategrast	3	L03	4	0.1582698382584004	0.019
flavoxate	2	H15	4	0.1572728691325025	0.07
flecainide	3	I03	4	0.1627947946957808	0.005
floxuridine	3	P15	4	0.4560573506271667	0.0
fluconazole	3	G21	4	0.0428730117012894	0.298
fludarabine-phosphate	3	K21	4	-0.0084407864130168	0.863
fludroxycortide	3	N09	4	0.2528734708082123	0.001
flumatinib	3	F03	4	0.0006818358391282	0.802
flumazenil	3	M03	4	0.0555569359337983	0.18
fluocinonide	3	P09	4	0.2786077090643688	0.0
fluorometholone	3	G03	4	0.4492422454658366	0.0
fluorouracil	3	J21	4	0.0776576576696609	0.093
fluoxetine	3	A15	4	0.0033069867199324	0.663
fluphenazine	3	K21	4	0.0650777840044012	0.157
fluspirilene	2	L09	4	0.0456772629797229	0.35
flutamide	3	A21	4	0.0364881758954425	0.398
fluticasone	3	B21	4	0.4069837819271248	0.0
flutrimazole	4	B15	4	0.0275789289556189	0.414
fluvoxamine	3	H15	4	0.0443535059830645	0.315
folic-acid	3	O21	4	0.004044882043343	0.695
fomepizole	3	F03	4	0.0361246224466514	0.427
fomocaine	3	B15	4	0.0406343412955447	0.296
foretinib	4	P21	4	0.0856664774535475	0.033
formestane	3	O15	4	0.1280253380763102	0.027
formoterol	3	I15	4	0.0070997659651266	0.726
forskolin	3	J09	4	0.1539204770369216	0.012
fosfomycin	3	I21	4	0.02722577352995	0.406
fostamatinib	3	D21	4	0.1646388293871223	0.003
fpl-62064	3	M09	4	0.0735103016933415	0.127
ftorafur	3	O09	4	0.0460338159654169	0.286
fulvestrant	4	O09	4	-0.0225031187744742	0.96
fusidic-acid	3	L15	4	0.0249860284455491	0.415
gabapentin	3	M21	4	0.0652647630928229	0.162
galeterone	3	A15	4	0.2042947151462402	0.004
ganaxolone	3	H21	4	-0.0112682536810451	0.871
gatifloxacin	3	B09	4	0.0577877744447523	0.187
gdc-0068	3	I09	4	0.0918369019688094	0.084
gdc-0152	3	M03	4	0.179993474591389	0.001
gdc-0199	3	G03	4	0.036568210329626	0.309
gdc-0834	3	H09	4	0.0749436199254389	0.136
gefitinib	3	H15	4	0.0198859158426672	0.557
gemcitabine	3	N15	4	0.3935919748574398	0.0
gemfibrozil	3	M21	4	0.0337046371052481	0.361
gemifloxacin	3	H21	4	0.0239151467294495	0.42
genz-644282	3	E03	4	0.5822034799481101	0.0
gestrinone	3	P15	4	0.0854878720968212	0.061
gimeracil	3	N15	4	0.0320418768154089	0.368
ginkgolide-b	3	F15	4	0.1059449099780784	0.041
glasdegib	3	L03	4	0.1412642998340759	0.03
gliclazide	3	P03	4	0.2891265889364924	0.169
glimepiride	3	K21	4	0.0545532232033626	0.217
glipizide	3	B15	4	0.0689385454964499	0.146
gliquidone	3	B15	4	0.1524724867427076	0.007
glycitein	3	M15	4	0.1429172885303454	0.009
glycopyrrolate	3	N21	4	0.1131347996987531	0.036
golvatinib	3	F15	4	0.0359272841834438	0.355
goserelin-acetate	3	L21	4	0.1083839724605362	0.049
granisetron	3	M09	4	0.0231432819593518	0.466
grazoprevir	3	N09	4	0.0181774629430592	0.489
griseofulvin	3	C03	4	0.0317733792197102	0.38
gsk1292263	3	G21	4	0.0179720017045677	0.556
gsk2110183	3	A09	4	0.0908515303633505	0.122
gsk256066	3	B21	4	0.0516190389862969	0.211
gsk2636771	3	K15	4	0.1668255952857437	0.007
guanabenz	3	E03	4	0.0539038009904027	0.293
guanadrel	3	J21	4	-0.0311418483372556	0.973
guanethidine	2	D09	4	0.0508554103455669	0.33
gw842166	3	B09	4	-0.0505471083573506	0.977
halcinonide	3	C03	4	0.2117809775532829	0.001
haloperidol	3	N09	4	0.1113413899140089	0.03
hc-030031	3	G09	4	0.1496282870329708	0.015
hesperidin	3	F15	4	0.0349603310789606	0.368
hexachlorophene	3	M21	4	0.1759514839005055	0.011
histamine	4	H15	4	0.0600508685537134	0.15
homochlorcyclizine	3	J03	4	0.030372271470592	0.475
homoharringtonine	3	L09	4	0.7114497254769584	0.0
honokiol	3	A21	4	0.023616777141808	0.512
hydrocortisone	2	E21	4	0.3320095455307214	0.0
hydroxyurea	3	C15	4	0.0768407205033062	0.098
hymecromone	3	E15	4	0.1729139701278542	0.004
hypericin	3	M15	4	0.032843949257174	0.391
i-bet-762	2	A21	4	0.2178448430583542	0.015
ib-meca	3	B09	4	0.0570501765846749	0.188
ibrutinib	3	G21	4	0.1667975610632325	0.009
ibudilast	3	E09	4	0.069028877167839	0.134
ibuprofen	3	L15	4	0.0196358668558293	0.491
ibutamoren	3	C03	4	0.0293125065480804	0.4
ici-162846	3	M15	4	0.0937347700013974	0.052
ici-185,282	3	J03	4	-0.0017675459575532	0.842
ici-192605	3	K21	4	0.0317957723002911	0.397
idalopirdine	3	N21	4	0.1186257174670917	0.026
idelalisib	3	I03	4	0.0285012836051077	0.506
idoxuridin	3	M15	4	0.1338066886717651	0.01
ifosfamide	3	P03	4	0.1209574585330559	0.779
iguratimod	3	O21	4	0.0763555249524922	0.123
ilomastat	3	D03	4	-0.0341840784748776	0.966
imatinib	3	A21	4	0.1776759207224716	0.002
imexon	3	N09	4	0.218359137458259	0.001
imiloxan	3	M03	4	0.0856277770169234	0.066
imipramine	3	E03	4	0.0561203297892715	0.279
imiquimod	3	E09	4	-0.0589151772330906	0.999
indacaterol	3	E15	4	0.1514262930347171	0.009
indapamide	3	G03	4	0.1728039438569862	0.004
indibulin	3	G21	4	0.1463648052961768	0.014
indinavir	3	H09	4	0.1033206473387699	0.066
indiplon	3	I03	4	0.0450905478596188	0.339
indirubin	3	M09	4	0.094069458515985	0.072
indobufen	3	E03	4	0.046024922901754	0.359
indole	4	H21	4	0.0196734635397165	0.474
indoprofen	3	O15	4	0.0565650843708672	0.229
indoramin	2	I21	4	-0.004424803568803	0.714
ingenol-mebutate	3	D21	4	0.4272551117096581	0.0
iniparib	3	P03	4	0.3113240327922999	0.123
inosine	3	J21	4	0.0988227309984261	0.049
inositol	3	P03	4	0.1282312006305497	0.757
iowh032	3	L21	4	0.0442581285454205	0.265
ipratropium	3	L15	4	0.1031296707731499	0.058
ipriflavone	3	E15	4	0.0071774392419476	0.65
irinotecan	3	C15	4	0.0482916679596149	0.224
isbufylline	3	I21	4	-0.0001294291961426	0.74
isoconazole	3	E03	4	0.0720757545602504	0.177
isofloxythepin	3	P09	4	0.0330606477610183	0.335
isosorbide	3	F03	4	0.0697248766672579	0.23
isradipine	3	D03	4	0.1152385015258811	0.062
istaroxime	3	K15	4	0.1106339302674116	0.064
itopride	3	M09	4	0.0280795552051325	0.415
ivabradine	3	B21	4	-0.0020353937457411	0.754
ivacaftor	3	F21	4	-0.0038339930487564	0.762
ivermectin	3	J21	4	0.1495629366785071	0.011
ixabepilone	3	B09	4	0.4462421260198986	0.0
josamycin	3	D03	4	0.0828799241403058	0.119
kakonein	3	O21	4	0.0392506661551165	0.317
kbg	4	B21	4	0.0564582772525133	0.137
kd-023	3	L21	4	0.0930855630355939	0.069
kd025	3	C15	4	0.1529811670290469	0.01
ketoconazole	3	L21	4	0.025949793192848	0.417
ketoprofen	3	O15	4	0.1457267034246267	0.014
ketorolac	3	H09	4	-0.0113295375042525	0.839
ketotifen	3	C15	4	0.0029477438871027	0.655
kpt-330	3	E15	4	0.7022602101905986	0.0
kw-2449	3	K21	4	0.0607356223716849	0.184
kw-2478	3	J03	4	0.1886974850630315	0.007
kx2-391	3	F21	4	0.5777196490194837	0.0
l-citrulline	3	B21	4	-0.0235505438052736	0.952
l-ergothioneine	2	P03	4	0.5376126178257593	0.009
l-name	3	G03	4	0.0135628492721771	0.571
labetalol	3	N15	4	0.1118802201221704	0.035
lacitol	3	K15	4	0.0946198009806323	0.101
lacosamide	3	C03	4	0.0473415987962783	0.269
lafutidine	3	P21	4	0.0294729432656106	0.411
lamivudine	4	N09	4	0.0803807522432985	0.051
lamotrigine	3	E09	4	0.0013307664140213	0.762
lapatinib	3	D09	4	0.1080650895832847	0.068
lasalocid	3	P03	4	0.5032993461623224	0.0
latanoprost	3	N03	4	0.0924308668553531	0.106
lcl-161	3	D03	4	0.0938486049147792	0.094
ledipasvir	3	E21	4	0.0735659034894665	0.157
leflunomide	2	M21	4	0.0497053197405925	0.324
lenalidomide	3	N03	4	-0.0166601578525048	0.882
lenvatinib	3	G03	4	0.0483112950372962	0.227
lerisetron	3	E15	4	0.0469397117094051	0.236
lersivirine	4	P09	4	0.05081627916872	0.143
lestaurtinib	3	G03	4	0.4839886475299573	0.0
letermovir	3	L09	4	0.0512137989353111	0.215
levalbuterol	3	L09	4	0.063804749403067	0.146
levamisole	3	O21	4	0.0061734236928062	0.671
levcromakalim	3	G03	4	0.0056457537571584	0.686
levetiracetam	3	P09	4	0.0756004575073459	0.109
levobunolol	3	C15	4	0.0123239190517702	0.535
levocabastine	3	H21	4	0.0283302998650598	0.364
levocetirizine	3	O21	4	0.1071055750365822	0.052
levofloxacin	3	H21	4	0.0840002279287491	0.078
levomequitazine	3	N03	4	0.0464808534782562	0.331
levonorgestrel	3	G03	4	0.1090589712943584	0.034
levosimendan	4	N15	4	0.1071081118196445	0.017
levothyroxine	3	H03	4	0.0585587010084306	0.159
lgx818	3	A21	4	0.0774356868677961	0.147
licochalcone-a	3	D09	4	0.0807912664349064	0.147
lidamidine	3	D21	4	0.0157199816647103	0.557
lidocaine	3	F15	4	0.0184466464447398	0.54
lidoflazine	3	H03	4	0.029091564416894	0.358
linezolid	3	M21	4	-0.0012341225702293	0.779
linifanib	3	N15	4	0.056772183134919	0.185
linopirdine	3	K15	4	0.1076527491243729	0.069
linsidomine	3	P09	4	0.0319020842057655	0.343
linsitinib	3	F15	4	0.0928129874743441	0.065
liranaftate	3	N21	4	0.0104834178424163	0.617
lisinopril	3	A15	4	-0.0026942273229575	0.734
lisofylline	3	E15	4	0.08532256334903	0.088
lobenzarit	3	B15	4	-0.0135241568677661	0.852
lodoxamide	3	K15	4	0.0005633844664911	0.808
lofexidine	4	M09	4	0.0386608100280821	0.268
lomeguatrib	3	H09	4	0.0756387802027329	0.134
lomerizine	3	F15	4	0.012925352891417	0.622
lomitapide	3	C15	4	0.1099311930331715	0.04
lonafarnib	3	P15	4	-0.0155164443290851	0.878
lonidamine	2	N09	4	0.1102752295200238	0.077
loperamide	3	O15	4	0.0034608169330173	0.719
lopinavir	3	P09	4	0.0279196248992709	0.375
loratadine	3	G09	4	0.0891064146629449	0.101
lorazepam	3	B09	4	-0.0328018938020887	0.936
lorcaserin	3	K15	4	0.0055770104213964	0.77
lorglumide	3	F15	4	0.0405624694211492	0.309
losmapimod	3	D03	4	0.0343888882213513	0.376
loxoprofen	3	N09	4	-0.0280854056046565	0.965
lucitanib	3	B15	4	-0.0035140826578979	0.764
luliconazole	3	L09	4	0.0101969134643396	0.632
lupanine	3	D03	4	-0.0083654949671067	0.813
lurasidone	3	A15	4	0.0072668437807857	0.619
lx1031	3	D21	4	0.0580421170753562	0.196
ly215490	3	P09	4	0.0810053382651584	0.095
ly2228820	3	G03	4	0.0208041574489206	0.472
ly2334737	3	D21	4	0.0602460155683907	0.18
ly2784544	3	M21	4	0.0372813788074606	0.331
ly2811376	3	F15	4	0.1365061471136905	0.017
ly2874455	3	J09	4	0.3502140012328919	0.0
ly2886721	3	N15	4	0.0865915015783547	0.07
macitentan	3	P03	4	0.2604585240570935	0.257
malotilate	3	P15	4	0.0077768297442066	0.62
manumycin-a	3	M09	4	-0.0110674611330825	0.86
maprotiline	3	N21	4	0.0342216027784745	0.312
maraviroc	3	C03	4	0.0003768523922813	0.73
maribavir	3	G09	4	0.0169928124303859	0.643
marimastat	3	F15	4	0.0443150871296113	0.275
masitinib	3	N09	4	0.0877626470372924	0.072
masoprocol	3	G03	4	0.1576579189102178	0.01
maxacalcitol	3	D03	4	0.0276726570606417	0.428
mazindol	3	D15	4	-0.0315889339334408	0.96
mbx-2982	3	L09	4	0.0812311713461777	0.083
mcpp	2	G09	4	0.0391484418671381	0.397
mebendazole	3	I03	4	0.0613218704347428	0.216
mecamylamine	3	E03	4	0.0983731898096287	0.084
meclofenamic-acid	3	P03	4	0.2015165190408569	0.489
meclozine	3	E03	4	0.1500579832245216	0.017
medroxyprogesterone-acetate	3	P09	4	0.1862270752550957	0.003
medrysone	3	F03	4	0.2410230235378282	0.001
meglitinide	3	B21	4	0.0009897170107233	0.716
meisoindigo	3	K03	4	0.1217937948966879	0.026
mek162	3	E15	4	0.3740992814573045	0.0
melatonin	3	J09	4	0.0970317332458541	0.064
meloxicam	3	C03	4	0.1937107555999727	0.002
melperone	3	C15	4	-0.0214228893697078	0.887
menadione	3	M09	4	0.1321777585583008	0.032
mepacrine	3	L03	4	0.0317041149777141	0.457
mepazine	3	H03	4	0.0248739186389311	0.414
mephentermine	3	O09	4	0.0509993097025486	0.263
mepivacaine	4	P03	4	0.1501513250295655	0.739
mepyramine	3	I15	4	0.0856152095740318	0.11
merbarone	3	I21	4	0.0170414568324598	0.531
mericitabine	3	G09	4	0.1309591384255615	0.032
merimepodib	3	H09	4	0.0300494947888984	0.429
mestranol	3	K21	4	-0.0019661139590972	0.783
mesulergine	3	C09	4	0.0322895259654655	0.361
metamizole	2	J09	4	0.2120797299489263	0.023
metatinib	3	P15	4	0.009995679924862	0.599
metenkephalin	3	N09	4	-0.0214247702409016	0.926
metergoline	3	I21	4	0.0186132656946535	0.518
metformin	2	P15	4	0.0215100084628352	0.458
methazolamide	3	G21	4	-0.0851189426678508	1.0
methimazole	3	J21	4	0.0297744857566879	0.332
methiopril	3	K15	4	0.0471410394807696	0.343
methocarbamol	3	C03	4	0.0334419703119019	0.374
methoxsalen	3	E21	4	0.0252233270547106	0.499
methyldopa	3	M21	4	-0.0111201824152944	0.862
methylnaltrexone	3	J03	4	0.1312080250155421	0.043
methylprednisolone	3	H03	4	0.471207289889579	0.0
metixene	3	I03	4	0.0889054045350762	0.082
metoclopramide	3	I21	4	0.0486974866866278	0.225
metolazone	3	M15	4	0.0423987449664865	0.304
metoprolol	3	A15	4	0.021028888478027	0.435
mf-101	3	H03	4	0.0455998882669903	0.236
mianserin	3	C09	4	0.1574135845358397	0.005
mibampator	3	N03	4	0.0662093370217505	0.208
mibefradil	3	I09	4	0.0960061942711151	0.081
miconazole	3	E21	4	0.0471956736396116	0.283
midodrine	3	O09	4	0.0735002972357558	0.145
midostaurin	3	I03	4	0.0439748682867306	0.346
mifobate	3	N15	4	0.0085739708660888	0.676
miglitol	3	E15	4	0.0141138172184642	0.568
milacemide	3	G21	4	0.0357853415936085	0.353
milnacipran	3	O09	4	-0.0754010805274978	0.992
milrinone	3	O15	4	0.0149157542875593	0.597
minaprine	4	K21	4	0.0621301445460781	0.096
minoxidil	3	L09	4	0.0869942272270095	0.069
mirodenafil	3	G21	4	0.0187216377616012	0.547
mirtazapine	3	I15	4	0.1176009378800243	0.04
mitomycin-c	3	I09	4	0.3179033476525101	0.0
mk-0752	3	B15	4	0.0502314694383384	0.228
mk-0773	3	E15	4	0.0201139656938213	0.479
mk-0812	3	I21	4	-0.0255556183920745	0.926
mk-0893	3	G03	4	0.1595390714625295	0.01
mk-2461	3	D21	4	0.1051901174080718	0.037
mk-3207	3	N21	4	0.027568028750383	0.388
mk-8033	3	J09	4	0.0499237230682227	0.242
mk-8245	3	N09	4	0.001318105573874	0.682
mln0128	3	L03	4	0.3971506924370028	0.0
mln2480	3	N15	4	0.0222331395614592	0.504
mln9708	3	N09	4	0.5229943382339662	0.0
moclobemide	3	M09	4	0.1669859421206402	0.009
molindone	3	P09	4	-0.0154173444414975	0.877
molsidomine	3	P03	4	0.2076674879514501	0.463
moxidectin	3	N15	4	0.1719470260666589	0.007
moxifloxacin	3	N15	4	0.0216908175446381	0.509
moxisylyte	3	M21	4	0.0516172104106537	0.235
mozavaptan	3	I21	4	0.0133629520314447	0.565
mycophenolate-mofetil	3	A09	4	0.1479445214565566	0.023
mycophenolic-acid	3	L09	4	0.2057689064632601	0.003
n6022	3	A09	4	0.0469624931342738	0.328
nafamostat	3	I15	4	0.0138523476686765	0.644
naftidrofuryl	3	A09	4	0.0350789908947856	0.426
naftopidil	4	G21	4	0.0400770644992501	0.303
nalbuphine	3	N03	4	0.0784398499591181	0.157
naphazoline	2	L21	4	0.0280800700547766	0.44
naproxen	3	F21	4	-0.0012124386415972	0.727
naringenin	3	F03	4	0.0766572421669633	0.205
narlaprevir	3	K21	4	0.0035309523569529	0.721
nateglinide	3	P21	4	0.045555078505979	0.264
navitoclax	3	P21	4	0.077850946944273	0.104
nebivolol	3	D15	4	0.0219700172071736	0.481
nefiracetam	3	K15	4	0.002871503232016	0.795
nefopam	3	N15	4	0.0177639767774143	0.566
nelarabine	3	D03	4	0.0256688307595254	0.445
nemonapride	3	A09	4	0.0465688374627033	0.328
nepafenac	3	A21	4	0.0393154387282145	0.376
neratinib	3	M21	4	0.0153175508369622	0.556
nesbuvir	3	P09	4	0.0728911255501276	0.112
netupitant	3	O09	4	0.0298338973133552	0.419
nevirapine	3	A09	4	0.1028865597189999	0.087
niacin	3	M21	4	0.0128271173858315	0.58
nicaraven	3	O21	4	0.1079633096163482	0.052
nicardipine	3	E21	4	0.0375632845276052	0.39
nicergoline	2	I09	4	0.02813526005958	0.551
nicotinamide	3	D09	4	-0.0375247815252893	0.957
nicotine	3	F15	4	0.0435304858653129	0.288
niguldipine	3	N09	4	-0.0072137430355046	0.799
nikethamide	3	M15	4	0.0746357790204287	0.112
nilotinib	3	C15	4	0.041243865805022	0.256
nimesulide	2	J03	4	0.0281105910898821	0.505
nimodipine	3	G21	4	0.0499668670703213	0.241
nintedanib	3	L03	4	0.0897844670296642	0.148
nisoxetine	3	I21	4	0.0126367305629302	0.577
nitrendipine	3	G21	4	0.041589235507622	0.316
nizofenone	3	I03	4	0.0942060287524272	0.068
nms-1286937	3	I03	4	0.2839687984749349	0.0
norethindrone	3	G09	4	0.0875566640656156	0.103
norethisterone	3	N15	4	0.0581079391155942	0.174
norfloxacin	3	O09	4	0.1176870704911797	0.043
norgestrel	3	M03	4	0.1643266852968686	0.002
nortriptyline	3	J09	4	0.0649070298384085	0.152
noscapine	3	F21	4	0.0886956435463584	0.057
novobiocin	3	N03	4	0.0473442507773282	0.33
nsi-189	2	D21	4	0.0695358408744516	0.216
nutlin-3	3	A21	4	-0.0126717668174826	0.855
nvp-dpp728	2	J21	4	-0.0114833526119272	0.781
nxy-059	3	E03	4	0.1336250122521994	0.028
o6-benzylguanine	3	L15	4	0.0073032219772805	0.658
odanacatib	3	H21	4	0.1096232509767181	0.039
ofloxacin	3	N03	4	0.0814575931211463	0.147
oglemilast	3	B09	4	0.0824342594608519	0.099
olaparib	4	I09	4	0.0889083319703731	0.064
olmesartan	2	M09	4	0.2207966866537381	0.013
omecamtiv-mecarbil	3	O21	4	0.0654054730154325	0.167
omeprazole	3	B09	4	0.061559157620774	0.177
ondansetron	2	C15	4	0.0072232771306635	0.578
oprozomib	3	O09	4	0.5321235155836385	0.0
orantinib	2	A15	4	0.0673801226444679	0.238
ore1001	3	L21	4	0.0160245058088512	0.535
org-9768	3	I15	4	0.007960391639358	0.718
orlistat	3	F15	4	0.0139406822216749	0.612
orphenadrine	2	H21	4	-0.0220168929576776	0.863
orteronel	4	E03	4	0.08635206659489	0.082
oseltamivir-carboxylate	3	E03	4	0.0938619412990298	0.093
ostarine	3	N21	4	0.0277516039312941	0.388
otamixaban	3	G09	4	0.0655625715449207	0.198
otilonium	3	M09	4	0.1246175980058362	0.037
ots167	3	O09	4	0.6578929966759779	0.0
oxandrolone	3	B15	4	0.0160511533077655	0.537
oxaprozin	3	B21	4	0.1373084390637367	0.012
oxatomide	4	J03	4	0.0638994521451787	0.19
oxfendazole	3	G21	4	0.066142867852054	0.16
oxiconazole	3	C03	4	0.0511123730828648	0.245
oxiperomide	2	K21	4	0.0481018027568313	0.318
oxybenzone	3	J21	4	-0.0261007123970114	0.961
oxybuprocaine	3	N21	4	-0.0138107010611578	0.873
oxybutynin	3	I21	4	0.0610265932241856	0.147
oxymetazoline	3	D15	4	0.0117923093200399	0.602
oxypurinol	3	D15	4	0.1063347135372042	0.055
ozagrel	3	G03	4	0.1402946006052599	0.014
pa-824	3	M03	4	0.0134753254201798	0.594
paclitaxel	3	H21	4	0.268297653781669	0.0
palbociclib	3	A21	4	0.4122192695359039	0.0
palmitoylethanolamide	3	B21	4	-0.0265911885715427	0.961
palomid-529	3	B21	4	0.0019282169058023	0.699
palonosetron	3	E15	4	0.107803370163928	0.038
palovarotene	3	I09	4	0.215081413745562	0.0
papaverine	3	A15	4	-0.0057200384386788	0.769
paracetamol	3	J21	4	0.0097776309002664	0.598
paroxetine	3	D15	4	0.01023076370832	0.613
pasireotide	3	N03	4	0.0858718331426409	0.121
pazopanib	3	I03	4	0.0439702845780674	0.346
pazufloxacin	3	M09	4	0.0306897986116668	0.393
pd123319	3	L15	4	0.0689741751344576	0.124
pd153035	3	E03	4	0.0850872988003543	0.123
pelitinib	3	E03	4	0.2108362056904703	0.003
pemirolast	3	C09	4	0.0556716491750991	0.195
penfluridol	3	P15	4	-0.036967198938448	0.974
penicillin-v-potassium	3	P09	4	0.0785331336890517	0.103
pentamidine	3	G09	4	0.2508034671254229	0.0
pentoxifylline	3	G09	4	0.0522633412467231	0.275
perhexiline	3	D15	4	0.0303282865354493	0.392
pf-02545920	3	K21	4	0.0545273891807444	0.217
pf-03084014	3	P21	4	0.0553131593315353	0.216
pf-03758309	3	K15	4	0.2029091356092338	0.0
pf-03814735	3	E03	4	0.3365939840067182	0.0
pf-04136309	2	H21	4	0.0916182752620734	0.154
pf-04447943	3	N21	4	0.0940236304119397	0.061
pf-04457845	3	P15	4	0.1764206981133455	0.001
pf-04620110	3	J09	4	0.0128010785398945	0.594
pf-04691502	3	N09	4	0.4435485217445215	0.0
ph-797804	3	H03	4	0.0769213014864922	0.1
pha-848125	3	J03	4	0.1788469562273665	0.012
phenazone	3	K21	4	7.130705128821738e-05	0.762
phenformin	3	P15	4	0.051560697647546	0.163
phensuximide	3	M21	4	0.0001938667823422	0.766
phentermine	3	G09	4	0.1771752497283579	0.007
phentolamine	3	E21	4	0.0926951027300038	0.084
phenylacetylglutamine	3	I21	4	0.0417660865108567	0.271
phenylbutazone	3	K15	4	0.2140037842189877	0.0
phenylbutyrate	3	B15	4	0.1040003222326455	0.048
phenylephrine	3	O21	4	0.1155373124580561	0.043
phenytoin	3	B21	4	0.0206969740320288	0.461
physostigmine	2	C03	4	-0.0436354069448775	0.93
pibenzimol	3	I03	4	0.0080878409560376	0.728
piclamilast	2	G21	4	0.1583344667252269	0.054
picolinic-acid	4	E15	4	0.0717270835215515	0.081
picotamide	3	P15	4	0.0147532749719976	0.528
piketoprofen	3	N15	4	0.0342315017796883	0.349
pilaralisib	3	O15	4	0.0309481025350173	0.426
pilocarpine	3	E03	4	0.0210596427736947	0.615
pimavanserin	3	A21	4	0.0643579707416833	0.211
pimecrolimus	3	B09	4	0.1532176647673586	0.012
pimobendan	2	D09	4	0.0284298711563901	0.465
pimozide	4	F21	4	0.0264928827970571	0.342
pinacidil	3	P03	4	-0.018667527068913	0.962
pinaverium	3	L03	4	0.0202529862084284	0.576
pinitol	3	E15	4	0.2437678885412464	0.0
pioglitazone	3	D15	4	0.0036140646711604	0.69
piperidolate	3	O21	4	0.0461859558749273	0.261
pirenoxine	3	L03	4	-0.0255212719947245	0.917
pirenzepine	3	F21	4	0.0495204050469903	0.181
pirfenidone	3	M15	4	0.0647339441733729	0.164
piribedil	3	N09	4	0.0384597679594913	0.282
piroxicam	3	D21	4	0.044694498622802	0.286
pitavastatin	3	A15	4	-0.0074650682129943	0.785
pki-179	3	I03	4	0.3589357544293163	0.0
podophyllotoxin	3	N03	4	0.2784321117687743	0.001
pomalidomide	3	E15	4	-0.0086134233287369	0.821
pramipexole	3	I09	4	-0.0243829973583936	0.979
pranlukast	3	N21	4	0.074750342181317	0.096
pravastatin	3	J21	4	0.022453894187927	0.428
prazosin	3	D21	4	0.0319411403930814	0.382
prednisone	3	C03	4	0.0714692856037007	0.146
preladenant	3	E09	4	0.1010393825651331	0.054
primaquine	3	A21	4	0.0042438281626481	0.713
primidone	3	E03	4	0.1559171528282241	0.014
pritelivir	3	A15	4	0.0333465861470857	0.302
probenecid	3	J09	4	0.0162449477938014	0.557
probucol	3	M15	4	0.0304099246772007	0.423
procainamide	2	F15	4	0.0551208517400514	0.288
prochlorperazine	2	C03	4	0.144638308725798	0.067
progesterone	3	O21	4	0.0424037667367577	0.288
proglumide	3	B09	4	0.0465170744267439	0.269
proguanil	3	G21	4	0.0593121647785306	0.186
propafenone	3	D21	4	0.0159258605829035	0.552
propentofylline	3	K03	4	0.056162688176502	0.173
propranolol	3	L03	4	-0.0154712328196997	0.869
protirelin	3	H21	4	0.0068201672696448	0.645
protriptyline	3	L03	4	-0.0002942198598442	0.766
prx-08066	3	H03	4	0.0151581473556626	0.514
psi-6130	3	P15	4	0.0434224177740609	0.215
pterostilbene	3	B09	4	0.0142883504479853	0.555
pyrazinamide	3	J09	4	0.0473793422403628	0.262
pyrazinoylguanidine	3	P15	4	0.0684739982349494	0.098
quercetin	3	P03	4	0.1285421602693826	0.757
quetiapine	3	E03	4	-0.0085597097225886	0.866
quiflapon	2	M21	4	0.0067879697330182	0.641
quinapril	3	I15	4	0.2057639349441687	0.003
quinidine	3	M03	4	0.076158358460817	0.089
quinidine	3	P03	4	0.076158358460817	0.865
quizartinib	3	G03	4	-0.0598450214102679	0.994
r-428	2	L21	4	0.1227700684069231	0.078
r547	3	E03	4	0.7189238141205028	0.0
rabeprazole	3	M15	4	-0.008966281663337	0.875
racecadotril	3	B21	4	-0.0028220241205696	0.766
raclopride	3	B15	4	0.026317310370548	0.423
radezolid	3	K03	4	0.0779690268217299	0.101
